as_rank,as_number,as_name,org_name,as_type,no_ases,no_ip4_prefixes,no_ip4_addresses,pc_ases,pc_ip4_prefixes,pc_ip4_addresses,as_transit_degree
16777,55750,ABCHK-HK,ABC Computer Systems Ltd,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,56167,PTML-PK,Plot No 181-186 Street,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,32630,PCI-GO,"Patterson Companies, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,54559,ALGH-DCS,COUNTY OF ALLEGHENY,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19247,ASN1,Central DuPage Health,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,50354,VEGA-AS,"'Teleradiocompany ""MKT VEGA""' Ltd.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,54014,VUNITY-INC,"vUnity, Inc",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,23433,STAMPS-COM,STAMPS.COM,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,11665,INFONOX,"Infonox On The Web, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,25165,ENTRI-AS,Entri LLC,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,12649,(no data),Pictet et Cie,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,25728,LAMBTON-CO...,Lambton College of Applied Arts and Technology,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,37462,Prestabist,PRESTABIST,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,25194,GLAVERBEL-AS,AGC Glass Europe,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,45840,IPMG-AS-AP,IPMG,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262809,(no data),Talklink Informática EIRELI ME.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,22674,SOUTHERNWINE,"Southern Wine & Spirits of America, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,57808,ASKADRTV,SAT-DV LLC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,40449,BW-ASN1,Blazing Websites,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,52295,(no data),"Coop Eléctrica, Serv Publicos, Vivienda Juan Fernandez",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,60722,D2L-AS-EMEA,Desire2Learn UK Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262316,(no data),Index Internet Solution Provider Ltda Me,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,14170,DIGITALRIV...,"Digital River, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,2
16777,45985,DAEWOOSEC,"Daewoo Securities Co., Ltd.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,38487,BLUEPOWER-...,SecureIP,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,40358,TFCU-BLK-1,"Tinker Credit Union, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,132672,SAHABATNET...,PT. Sahabat Prima Karya,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131472,DRAGONHISP...,807/315 m.8 Coocot,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,58478,PESAT2-AS-AP,PT. Pasifik Satelit Nusantara,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,37071,ECONET-WIR...,Essar Telecom Kenya Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19462,USSCO-AS19462,United Stationers Supply Co.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,22596,MARKETING-...,Marketing Software Company,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,42506,PPU-AS,Palestine Polytechnic University (PPU),En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,132322,GDRPL-IN,Good Domain Registry Private Limited,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,22270,BANGOR-SAV...,Bangor Savings Bank,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262270,(no data),Engetec Incorporadora SA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,45452,ABACUS-AS-AP,ABACUS INTERNATIONAL PRIVATE LIMITED,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,44310,NGS-AS,CJSC Novosibirsky Gorodskoy Site,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,60497,ict-media,Uwe Zeidler,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,51113,ELEKTA-AS,Elekta Limited,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,39985,RACKENGINES,Market Engines,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,13732,AXISPOINT-INC,Axispoint Inc,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19231,NBCUNI,NBC UNIVERSAL,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,38471,BCNET-AS-AP,BC Net Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,21756,(no data),SIDERCA S.A.I.C.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,58726,ISATCOM-LL...,"#203, Express tower",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,10517,MELLONBANK,The Bank of New York Mellon Corporation,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,132645,IDNIC-PPNS...,Politeknik Perkapalan Negeri Surabaya,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,14873,ATB,Alberta Treasury Branches,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,30276,GDCNET---G...,Green Dot Corporation,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262320,(no data),BANDA TURBO PROVEDORES DE INTERNET LTDA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19053,EPIC-IS,Epic Information Solutions,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,11545,AQNT-AS,aQuantive Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131729,IDNIC-INDO...,PT Indokonten Sukses Makmur,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,32873,COG-ASN,CureSearch,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,46016,ANTARA-AS-ID,LKBN ANTARA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,42816,FLUMOTION,"BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA",Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,26032,FDMS,First Data Merchant Services,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,56000,HERBALIFE-...,Herbalife (China) Health Products Ltd.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,51486,MICMAX,i:FAO Bulgaria EOOD,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131694,IDNIC-JABI...,PT.Jaringan Bisnis Khatulistiwa,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,23191,LEMOYNE,Le Moyne College,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,199289,KOBALT,Kobalt ApS,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,21937,EEL-LTL,Estes Express Lines,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,41734,COMIFAR-AS,Comifar Service s.p.a,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,47453,METINCOM,i:FAO Bulgaria EOOD,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,23414,AUTORIDAD,Autoridad del Canal de Panama,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,37521,Internet-S...,Internet Solutions Nigeria Limited,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,60551,ANT-AS,D.P.S. Giro-consulting S.L.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,132830,HOME-IN,Home Cable Network Private Limited,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,44358,DOMREG-ANY-AS,Kauno Technologijos Universitetas,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,43004,BAND-X,Band-X Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,41144,JPECONSULT...,JPE Consulting Ltd.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,52721,(no data),TOLEDO INFO LTDA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,32467,SAKSINC-AS1,Saks Incorporated,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,17150,AFCU,America First Credit Union,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,31541,DIGITURK,HayatNet Bilgi ve Iletisim Hizmetleri A.S,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,28041,(no data),PANCHONET S.A,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,37422,FIRSTNET,First Technology,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,41433,RIM-AS,Research In Motion,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,56094,ITENET-SG,10 Dover Drive,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,17352,APPLICATIONX,Application X,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,53967,EYE-FI,"Eye-Fi, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,57191,ITB-AS,IT Business Ltd.,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,46893,TRANSWORKS,TRIPLE CROWN SERVICES COMPANY,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,30002,ITSERVICES-AS,DDB WORLDWIDE - IT SERVICES,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19458,GLOBALSTAR-1,"Globalstar, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,28776,SOFTSERVE-AS,SoftServe Ltd.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,39957,PWP-ASN,Perella Weinberg Partners GP LLC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,55333,TATA-2-NET-IN,"EL6,TTC Industrial Area,Electronics Zone",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262259,(no data),StarNetworks,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,14049,GOLDEN-GAT...,Golden Gate University,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19423,LCC-AB-CA,Lethbridge Community College,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,26192,IMPAC-FUNDING,Impac Funding Corporation,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,38704,KTPOWERTEL...,KT POWERTEL,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,38743,ABTINFOSYS...,"ABTINFOSYSTEM PVT LTD - INTERNET DATA CENTER,",Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,29630,AZRENA-AS,ENGINET LLC,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19251,ALICO,American Life Insurance Company,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,1642,COLORCON,Colorcon Inc,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,25857,ACS-ASN,American Chemical Society,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,3828,CIRRUS,Cirrus Logic Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,132326,F1CSB-NET-MY,"K-7-10, No. 2 Jalan Solaris, Solaris Mon't Kiara",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,52940,(no data),NEMESIS Provedor de Acesso as Redes de Comunicação,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,132059,TV5-PH,"762 Quirino Highway, San Bartolome",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,132857,FFML-AS-AP,Full Flavour Media Limited,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,18214,AMBERGRIS-AS,"AMBERGRIS SOLUTIONS, INC.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,30417,BASS-TRADING,BTIG,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,46373,CONCENTUSNET,Concentus.net,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,56105,DETVIC-AU,Department of Education and Training (Victoria),En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,13803,E-SYNCNET,CRC Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,30739,LENZING-AS,Lenzing AG,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262977,(no data),ADSNET TELECOM LTDA ME,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,31931,HOOTSUITE,HootSuite Media Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,50105,SKTNET,"OOO ""Sestroretskoe Cable Television""",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,55422,INTERACTIV...,437 Williamstown Road,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,6596,ASN-BUNGI,Bungi Communications,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,48664,mislviv-as,"Cooperative Society ""Miski Informatsiini Systemy""",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,47572,TICKETMAST...,Ticketmaster UK Limited,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,58757,AWNPI-AS,Ace Wireless Network Phils. Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262958,(no data),"CARRARO, HAINOSZ & CIA LTDA - ME",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,23927,MILCOM-AS-AP,"Milcom Co., Ltd. Internet Service Provider Bangkok",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131283,HDFCBANK-IN,HDFC Bank House,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,37588,Stratus,ORLEAN INVEST WEST AFRICA LIMITED,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,27981,(no data),Universidad Nacional de Mar del Plata,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,33535,NYDN-33,"New York Daily News, L.P.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,37066,MFA-AS,PGE Energia Odnawialna Spolka Akcyjna,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,22217,HAVER-ASA,"Haverstick Consulting, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,11743,EBSCO,EBSCO Publishing,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,26435,LITLECO1,Litle & Co.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,60936,SKANETDAG-AS,"LLC ""Skynet""",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,42391,AKSHI-AS,Agjencia Kombetare Shoqerise se Informacionit,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,46406,COMONE-SER...,CompOne,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,45712,DEPLU-AS-ID,Departemen Luar Negeri Republik Indonesia,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,22348,GSB-COM,Glenview State Bank,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,34480,GSC-AS,Nanotekh Ukraine Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,44850,IRD-AS,EPA Institut de Recherche pour le Developpement,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,22064,FXALL-FXAL...,FXAlliance,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,34523,EMAILSYSTEMS,Webroot Services Ltd,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19023,SERVICEMASTER,The ServiceMaster Company,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,9726,STARPRESS-...,"VAS ""Latvijas Valsts radio un televizijas centrs""",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,31842,KHRONOS,Khronos LLC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,43811,BDC-AS,"VAS ""Latvijas Valsts radio un televizijas centrs""",Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,17765,AAPIS-SYDN...,Australian Associated Press,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,38161,CORBEC-AS-ID,PT CORBEC COMMUNICATION,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,42481,BEGUN-AS,ZAO Begun,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131259,CYBERAXIS-AS,Cyberaxis Pte Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,39528,SANCITY,Video Internet Technologies LTD.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,14899,MOBILEXUSA,MobilexUSA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,60772,SKYTV-AS,Sky Italia srl,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,52325,(no data),Netsys CR S.A.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,61164,VIOCOM-AS,WEBB2B.CO.UK LTD,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,31799,UMEDIA,uMedia,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,23921,INGDIRECT-...,ING Direct,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,17569,AJMOTOR-AS-KR,AJOU MOTOR COLLEGE,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,11455,USTR-ASN,"US Technology Resources, LLC",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,12812,ASN-AUBNET,AMERICAN UNIVERSITY of BEIRUT,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,30172,FAMC-1,Franklin American Mortgage Company,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,24209,INTERMEDIA...,PT. Inter Media Lintas Nusa,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,53244,(no data),PRIMEHOST do BRASIL Ltda,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,3954,DNIC-AS-03954,DoD Network Information Center,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,4188,GILBARCO-AS,"Gilbarco, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,58594,INFRANETSO...,INFRANET SOLUTIONS,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,28108,(no data),NETCRC S.A.,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,46345,VTGROUPALPH1,VT Aepco Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,55559,HTNETWORKS-KH,Cambodia DIX(Domestic Internet eXchange),En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,16466,AOD,Avaya Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,31293,QOSS-AS,Quintessence Ltd.,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,45353,NITC-AS-AP,NITC: IT Agency of Government of Nepal,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262627,(no data),RCA ASSESSORIA E INFORMATICA LTDA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,58903,AS58903,(no data),En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,26220,ANALYSISGROUP,"Analysis Group, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,21893,XOOM,Xoom Corporation,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262646,(no data),ARROBASAT COM E SERV DE INFORMATICA LTDA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131373,MOST-AS-VN,Trung tam tin hoc - Bo Khoa hoc va Cong nghe,En,1,4,"1,024",0.00%,0.00%,0.00%,2
16777,41926,EBV-AS,EBV ELEKTRONIK GMBH & Co.KG,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,56298,JETSTARAIR...,Jetstar Airways Pty Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,13524,ARW-MEL,Arrow Electronics,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,18903,LENDINGTREE,LENDING TREE,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,12674,(no data),Net For You SRL,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,27673,(no data),Instituto Nacional de Estadistica Geografia e Info,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,40682,CHASE-PAYM...,"Chase Paymentech Solutions, LLC",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,46028,PACNET-AS-ID,"Transkon Jaya, PT",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,18527,HAGC-ASN,The Health Alliance of Greater Cincinnati,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,45268,NOVOTEL-IG...,NovoCom Limited,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,32256,CYBERLINKASP,CYBERLINK USA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,30283,MOFO,Morrison & Foerster,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,58923,INTERCLOUD...,InterCloud ltd,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262223,(no data),Nettplus - Necusoft Cia. Ltda.,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,15407,SoftNet,Softnet Business Services SRL,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,18911,MARKETFACTORY,"Market Factory, Inc.",Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,46044,UNPAD-AS-ID,Universitas Padjadjaran,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,37427,Cellcom,Cellcom Guinea,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,17124,SOUTHARK,South Arkansas Community College,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,263042,(no data),DELTA TELECOMUNICACOES LTDA,Tr/Ac,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,37211,VISIONVALLEY,Vision Valley,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262432,(no data),KOFRE REP.E COM. DE TELECOMUNICACOES LTDA,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,34677,UA-INIT-AS,ACT-COMBI Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,50743,Commensus-...,Commensus-PLC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,58480,CIMBNIAGA-...,PT Bank CIMB Niaga Tbk,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,55950,FOXDATA-MY,"Suite S18B, 2nd Floor Centrepoint Bandar Utama",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,16236,(no data),"BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA",Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,22443,MINDSET-SO...,MINDSET SOFTWARE INC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,52607,(no data),Irmãos Giotto Oliveira & Cia.Ltda.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,132717,NXTGEN-IN,NxtGen Datacenter & Cloud Services Ltd.,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,14539,VLABS,Vantage Labs LLC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,56805,KAMBI,Global Technology & Sports Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,36257,CHEGG-AS,"Chegg, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,33002,BANDWIDTH-...,"Bandwidth Now, LLC",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,18919,STT-GLOBAL,smartTrade Technologies,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131442,DIGITALNET...,Digital Network Associates Pvt Ltd,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,19339,DIDATA-NE,Dimension Data,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,262222,(no data),Oficina Provincial de Tecnologias de la Información (O.P.T.I.C.),En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,55702,EIT-AS-AP,501 Gloucester Street,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,54695,PROGENT-ASN-1,"Progent, Corp.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,38995,AMG-AS,Access Media Group SRL,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,14657,BULLERI-NE...,Bulleri Networks L.L.C.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,33391,SECURITY-F...,SECURITY FINANCE CORPORATION OF SPARTANBURG,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,263167,(no data),COMUNICALO DE MEXICO S.A. DE C.V,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,13862,ITMETAS,iTMethods Inc.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,48978,ORBITEL-AS,Orbitel LLC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,20306,ADELPHI,Adelphi University,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,15259,ATT-ITSNCS-1,AT&T Solutions ITS/NCS,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,14975,ABN-AMRO-B...,"BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131148,BOT-AS-TW,Bank Of Taiwan,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,29174,ASN-ASIATEL,"Asia Telecom Co., Ltd.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,11278,NINTENDO,Nintendo Of America inc.,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,263100,(no data),cconnect acesso a internet ltda,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,6907,EBAY-DE-AS,eBay GmbH,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,24477,NETAPPAS,"NetApp, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,2799,(no data),Rikspolisstyrelsen (RPS),En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,263021,(no data),P3 Tecnologia Ltda.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,46973,REALOGY-WE...,Realogy Corporation,Co,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,49445,UKRGAZ-ENERGO,"CJSC ""UKRGAZ-ENERGO""",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,33186,DAVITTACLINK,DAVITA INC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,197786,ASTELESETI,Telefonnyie seti Ltd.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,14039,V-SPAN,"1 800 Video On, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,20049,LINKEDIN,LinkedIn Corporation,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,41944,PTB-AS,Joint Stock Company SVYAZNOY BANK,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,26735,MLGW,"Memphis Light, Gas & Water",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,131710,IDNIC-AERO...,PT Aero Systems Indonesia,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,2729,TOPICA-LA,"Topica, Inc.",En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,13338,HAYGROUP-ASN,HAY GROUP INC,En,1,4,"1,024",0.00%,0.00%,0.00%,0
16777,56804,MOST-GILAT,Gilat Satellite Networks Ltd.,En,1,4,"1,024",0.00%,0.00%,0.00%,0
