as_rank,as_number,as_name,org_name,as_type,no_ases,no_ip4_prefixes,no_ip4_addresses,pc_ases,pc_ip4_prefixes,pc_ip4_addresses,as_transit_degree
25,8359,MTS,MTS OJSC,Tr/Ac,"1,936","11,383","21,052,007",3.9%,2.0%,0.98%,713
26,31133,MF-MGSM-AS,OJSC MegaFon,Tr/Ac,"1,706","10,993","19,702,592",3.4%,2.0%,0.92%,1347
27,7922,COMCAST-7922,"Comcast Cable Communications, Inc.",Tr/Ac,"1,622","21,278","127,517,200",3.3%,3.8%,5.9%,172
28,20562,OPEN-PEERI...,"Open Peering Initiative, Amsterdam, The Netherlands",Tr/Ac,"1,620","43,157","184,422,693",3.2%,7.7%,8.6%,349
29,12956,Telefonica,Telefonica Backbone Autonomous System,Tr/Ac,"1,589","42,556","147,443,666",3.2%,7.6%,6.9%,176
30,8928,INTEROUTE,Interoute Communications Limited,Tr/Ac,"1,441","14,488","53,936,785",2.9%,2.6%,2.5%,530
31,5511,Opentransit,Orange S.A.,Tr/Ac,"1,227","23,105","129,114,534",2.5%,4.1%,6.0%,150
32,3561,SAVVIS,Savvis,Tr/Ac,"1,204","39,347","292,067,480",2.4%,7.0%,13%,278
33,9498,BBIL-AP,BHARTI Airtel Ltd.,Tr/Ac,"1,175","40,188","81,184,564",2.4%,7.2%,3.8%,537
34,18881,(no data),Global Village Telecom,Tr/Ac,"1,099","11,818","12,498,456",2.2%,2.1%,0.58%,790
35,15412,FLAG-AS,Reliance Globalcom Limited,Tr/Ac,"1,086","38,035","80,563,200",2.2%,6.8%,3.8%,301
36,20764,RASCOM-AS,"CJSC Rascom, St.Petersburg, Russia",Tr/Ac,"1,073","6,074","10,660,932",2.2%,1.1%,0.50%,372
37,702,UUNET,"MCI Communications Services, Inc. d/b/a Verizon Business",Tr/Ac,"1,041","13,104","33,800,258",2.1%,2.3%,1.6%,345
38,286,KPN,KPN International / KPN Eurorings,Tr/Ac,"1,036","15,999","67,867,350",2.1%,2.9%,3.2%,313
39,4436,AS-GTT-4436,"nLayer Communications, Inc.",Tr/Ac,992,"22,321","49,589,328",2.0%,4.0%,2.3%,314
40,4766,KIXS-AS-KR,Korea Telecom,Tr/Ac,990,"39,147","357,547,790",2.0%,7.0%,16%,449
41,2516,KDDI,KDDI CORPORATION,Tr/Ac,977,"25,849","199,814,356",2.0%,4.6%,9.3%,334
42,4637,ASN-TELSTR...,Telstra Global,Tr/Ac,922,"26,281","100,344,068",1.8%,4.7%,4.7%,226
43,10026,PACNET,Pacnet Global Ltd,Tr/Ac,913,"38,343","141,375,149",1.8%,6.9%,6.6%,441
44,21219,Datagroup,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",Tr/Ac,912,"5,536","5,529,921",1.8%,0.99%,0.26%,395
45,13030,INIT7,Init7 (Switzerland) Ltd.,Tr/Ac,856,"35,047","174,628,351",1.7%,6.3%,8.1%,419
46,11537,ABILENE,Internet2,Tr/Ac,823,"9,312","108,666,976",1.7%,1.7%,5.1%,96
47,52320,(no data),"Brasil Telecom de Venezuela, S.A.",Tr/Ac,809,"12,178","16,058,624",1.6%,2.2%,0.75%,79
48,29076,CITYTELECO...,"Filanco, ltd.",Co,779,"3,570","3,706,634",1.6%,0.64%,0.17%,619
49,5580,HIBERNIA,"Atrato Communications, Inc.",Tr/Ac,772,"9,959","17,753,552",1.5%,1.8%,0.83%,796
50,7843,TWCABLE-BA...,Time Warner Cable Internet LLC,Tr/Ac,758,"10,838","56,038,976",1.5%,1.9%,2.6%,60
51,9318,HANARO-AS,SK Broadband ( formely as Hanaro Telecom Inc.),Tr/Ac,748,"25,633","75,153,872",1.5%,4.6%,3.5%,369
52,6830,LGI-UPC,Liberty Global Operations B.V.,Tr/Ac,715,"3,391","18,814,400",1.4%,0.61%,0.88%,650
53,5588,GTSCE,GTS Czech s.r.o.,Tr/Ac,702,"2,661","4,881,153",1.4%,0.48%,0.23%,603
54,16735,(no data),ALGAR TELECOM S/A,Tr/Ac,687,"6,025","17,193,088",1.4%,1.1%,0.80%,565
55,8220,COLT,COLT Technology Services Group Limited,Tr/Ac,683,"5,002","45,500,696",1.4%,0.90%,2.1%,655
56,50384,W-IX_LTD,W-IX LTD,Tr/Ac,661,"10,815","16,241,150",1.3%,1.9%,0.76%,363
57,9304,HUTCHISON-...,Hutchison Global Communications,Tr/Ac,627,"14,832","52,907,592",1.3%,2.7%,2.5%,272
58,4826,VOCUS-BACK...,Vocus Connect International Backbone,Tr/Ac,621,"7,537","11,832,576",1.2%,1.3%,0.55%,411
59,8657,CPRM,PT Comunicacoes S A,Tr/Ac,611,"9,029","29,098,818",1.2%,1.6%,1.4%,416
60,28917,Fiord-AS,"JSC ""TRC FIORD""",Tr/Ac,599,"3,440","3,748,417",1.2%,0.62%,0.17%,905
61,4755,TATACOMM-AS,TATA Communications formerly VSNL is Leading ISP,Tr/Ac,597,"24,322","32,419,668",1.2%,4.4%,1.5%,400
62,4713,OCN,NTT Communications Corporation,Tr/Ac,575,"17,000","191,991,156",1.2%,3.0%,8.9%,156
63,12741,AS-NETIA,Netia SA,Tr/Ac,574,"1,661","4,752,976",1.2%,0.30%,0.22%,492
64,8218,NEO-ASN,Neo Telecoms S.A.S.,Tr/Ac,561,"2,637","6,858,416",1.1%,0.47%,0.32%,517
65,24724,ATMAN-Fore...,ATM S.A.,Tr/Ac,552,"1,543","3,217,152",1.1%,0.28%,0.15%,210
66,7738,(no data),Telemar Norte Leste S.A.,Tr/Ac,548,"8,184","19,197,250",1.1%,1.5%,0.89%,182
67,11164,INTERNET2-...,Internet2,Tr/Ac,548,"3,939","92,119,296",1.1%,0.70%,4.3%,120
68,7474,OPTUSCOM-A...,SingTel Optus Pty Ltd,Tr/Ac,539,"11,804","49,895,280",1.1%,2.1%,2.3%,183
69,12874,FASTWEB,Fastweb SpA,Tr/Ac,533,"6,645","61,947,894",1.1%,1.2%,2.9%,474
70,6772,IMPNET-AS,ImproWare AG,Tr/Ac,520,"30,491","145,504,386",1.0%,5.5%,6.8%,25
71,7545,TPG-INTERN...,TPG Telecom Limited,Tr/Ac,501,"11,551","17,979,284",1.0%,2.1%,0.84%,61
72,16265,Leaseweb-N...,LeaseWeb B.V.,Co,493,"24,436","111,336,287",0.99%,4.4%,5.2%,347
73,7029,WINDSTREAM,Windstream Communications Inc,Tr/Ac,490,"8,724","31,330,560",0.98%,1.6%,1.5%,483
74,10429,(no data),Telefonica Data S.A.,Tr/Ac,488,"7,362","42,578,496",0.98%,1.3%,2.0%,181
75,22773,ASN-CXA-AL...,Cox Communications Inc.,Tr/Ac,486,"8,640","22,532,992",0.97%,1.5%,1.0%,476
76,39792,ANDERS-AS,Anders Telecom Ltd.,Tr/Ac,483,"3,865","5,835,010",0.97%,0.69%,0.27%,1119
77,3303,SWISSCOM,Swisscom (Switzerland) Ltd,Tr/Ac,483,"2,610","18,005,197",0.97%,0.47%,0.84%,461
78,8732,COMCOR-AS,Moscow Telecommunication Corporation (COMCOR),Tr/Ac,475,"1,669","2,285,956",0.95%,0.30%,0.11%,425
79,3209,VODANET,Vodafone GmbH,Tr/Ac,471,"11,262","29,257,216",0.94%,2.0%,1.4%,190
80,12989,HWNG,Eweka Internet Services B.V.,Tr/Ac,470,"10,013","36,725,700",0.94%,1.8%,1.7%,1327
81,3255,UARNET-AS,"State Enterprise Scientific and Telecommunication Centre ""Ukrainian Academic and",Tr/Ac,467,"1,816","2,454,083",0.94%,0.32%,0.11%,230
82,2764,AAPT,AAPT Limited,Tr/Ac,465,"9,591","18,198,404",0.93%,1.7%,0.85%,192
83,262589,(no data),INTERNEXA Brasil Operadora de Telecomunicações S.A,Tr/Ac,463,"7,180","7,469,056",0.93%,1.3%,0.35%,139
84,251,KAIAGLOBAL-AS,Kaia Global Networks Ltd.,Tr/Ac,460,"5,202","6,660,448",0.92%,0.93%,0.31%,300
85,20965,GEANT,DANTE Ltd,Tr/Ac,453,"6,715","45,128,918",0.91%,1.2%,2.1%,67
86,3786,LGDACOM,LG DACOM Corporation,Tr/Ac,438,"12,350","38,985,360",0.88%,2.2%,1.8%,365
87,2500,WIDE-BB,WIDE Project,Tr/Ac,437,"12,914","62,831,665",0.88%,2.3%,2.9%,22
88,6128,CABLE-NET-1,Cablevision Systems Corp.,Tr/Ac,430,"5,524","12,821,968",0.86%,0.99%,0.60%,464
89,7660,APAN-JP,Asia Pacific Advanced Network - Japan,Tr/Ac,424,"12,877","62,054,577",0.85%,2.3%,2.9%,34
90,13249,ITS-UA,IT Systems LLC,Tr/Ac,419,"1,776","1,989,889",0.84%,0.32%,0.09%,139
91,26615,(no data),Tim Celular S.A.,Tr/Ac,392,"6,359","20,532,944",0.79%,1.1%,0.96%,123
92,35320,ETT-AS,Eurotranstelecom Ltd,Tr/Ac,385,"3,109","3,867,393",0.77%,0.56%,0.18%,179
93,1221,ASN-TELSTRA,Telstra Pty Ltd,Tr/Ac,377,"9,517","32,647,992",0.76%,1.7%,1.5%,145
94,9050,RTD,ROMTelecom S.A.,Tr/Ac,368,"2,650","3,989,760",0.74%,0.47%,0.19%,268
95,8167,(no data),Telemar Norte Leste S.A.,Tr/Ac,350,"5,528","10,224,962",0.70%,0.99%,0.48%,202
96,4230,(no data),EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES SA-EMBRATEL,Tr/Ac,346,"6,687","20,492,740",0.69%,1.2%,0.95%,307
97,577,BACOM,Bell Canada,Tr/Ac,345,"9,701","16,489,882",0.69%,1.7%,0.77%,254
98,13237,LAMBDANET-AS,euNetworks Managed Services GmbH,Tr/Ac,342,"2,014","6,670,514",0.69%,0.36%,0.31%,265
99,2497,IIJ,Internet Initiative Japan Inc.,Tr/Ac,334,"6,634","63,397,568",0.67%,1.2%,3.0%,278
100,9121,TTNet,Turk Telekomunikasyon Anonim Sirketi,Tr/Ac,332,"8,041","16,551,296",0.67%,1.4%,0.77%,217
101,21011,TOPNET,"""TOP NET"" PJSC",Tr/Ac,331,"2,531","1,607,490",0.66%,0.45%,0.07%,198
102,3267,RUNNET,"State Institute of Information Technologies and Telecommunications (SIIT&T ""Info",Tr/Ac,328,"1,517","2,260,993",0.66%,0.27%,0.11%,901
103,4134,CHINANET-B...,"No.31,Jin-rong Street",Tr/Ac,325,"30,257","229,249,088",0.65%,5.4%,10%,108
104,46887,LIGHTOWER,Lightower Fiber Networks,Tr/Ac,310,"3,009","4,871,748",0.62%,0.54%,0.23%,293
105,5400,BT,British Telecommunications plc,Tr/Ac,310,"2,779","27,183,214",0.62%,0.50%,1.3%,154
106,24490,TEIN2-SG-AP,Trans-Eurasia Information Network (TEIN2) - SG,Tr/Ac,308,"2,170","23,930,113",0.62%,0.39%,1.1%,14
107,20804,ASN-TELENERGO,Exatel S.A.,Tr/Ac,305,"1,289","1,437,569",0.61%,0.23%,0.07%,214
108,4725,ODN,SOFTBANK TELECOM Corp.,Tr/Ac,299,"6,293","78,222,080",0.60%,1.1%,3.6%,126
109,8708,RCS-RDS,RCS & RDS SA,Tr/Ac,297,"1,189","2,880,000",0.60%,0.21%,0.13%,359
110,12883,UCOMLINE,"PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",Tr/Ac,295,"1,269","1,597,440",0.59%,0.23%,0.07%,153
111,20115,CHARTER-NE...,Charter Communications,Tr/Ac,286,"5,296","13,928,704",0.57%,0.95%,0.65%,288
112,6663,TTI-NET,Euroweb Romania S.A.,Tr/Ac,286,"2,802","4,158,726",0.57%,0.50%,0.19%,233
113,42632,MNOGOBYTE-AS,MnogoByte LLC,Tr/Ac,281,"4,558","7,241,984",0.56%,0.82%,0.34%,128
114,18101,RELIANCE-C...,Reliance Communications Ltd.DAKC MUMBAI,Tr/Ac,276,"9,992","18,297,216",0.55%,1.8%,0.85%,230
115,4788,TMNET-AS-AP,"TM Net, Internet Service Provider",Tr/Ac,272,"8,591","32,835,264",0.55%,1.5%,1.5%,172
116,20388,GLORIAD,GLORIAD,Tr/Ac,270,"5,752","36,222,832",0.54%,1.0%,1.7%,21
117,3292,TDC,TDC A/S,Tr/Ac,269,"1,627","13,046,792",0.54%,0.29%,0.61%,290
118,33891,CORE-BACKBONE,Core-Backbone GmbH,Tr/Ac,261,"1,283","4,077,856",0.52%,0.23%,0.19%,741
119,10796,SCRR-10796,Time Warner Cable Internet LLC,Tr/Ac,259,"3,253","13,292,288",0.52%,0.58%,0.62%,233
120,2603,NORDUNET,NORDUnet A/S,Tr/Ac,259,"1,516","26,370,656",0.52%,0.27%,1.2%,408
121,9505,TWGATE-AP,Taiwan Internet Gateway,Tr/Ac,258,"8,976","50,068,224",0.52%,1.6%,2.3%,338
122,29049,Delta-Tele...,Delta Telecom LTD.,Tr/Ac,257,"4,593","10,014,976",0.52%,0.82%,0.47%,96
123,12880,DCI-AS,Information Technology Company (ITC),Tr/Ac,253,"3,778","9,787,136",0.51%,0.68%,0.46%,104
124,5617,TPNET,Orange Polska Spolka Akcyjna,Tr/Ac,247,560,"6,532,352",0.50%,0.10%,0.30%,241
125,23520,COLUMBUS-N...,"Columbus Networks USA, Inc.",Tr/Ac,243,"10,267","20,344,776",0.49%,1.8%,0.95%,148
126,11404,AS-VOBIZ,vanoppen.biz LLC,Tr/Ac,240,"3,612","6,696,192",0.48%,0.65%,0.31%,124
127,24785,JOINTTRANS...,Open Peering BV trading as Joint Transit,Tr/Ac,240,"1,240","12,495,360",0.48%,0.22%,0.58%,178
128,6327,SHAW,Shaw Communications Inc.,Tr/Ac,237,"4,440","12,792,690",0.48%,0.79%,0.60%,229
129,7385,INTEGRATEL...,"Integra Telecom, Inc.",Tr/Ac,234,"2,203","10,880,640",0.47%,0.39%,0.51%,238
130,5483,HTC-AS,Magyar Telekom plc.,Tr/Ac,227,"2,349","3,440,896",0.46%,0.42%,0.16%,136
131,1257,SWIPNET,TELE2,Tr/Ac,227,"1,098","10,301,120",0.46%,0.20%,0.48%,162
132,8529,OMANTEL-AS,General Telecommunication Organization,Tr/Ac,225,"6,321","10,924,544",0.45%,1.1%,0.51%,75
133,4651,THAI-GATEWAY,The Communications Authority of Thailand(CAT),Tr/Ac,214,"5,152","7,404,544",0.43%,0.92%,0.34%,114
134,34984,TELLCOM-AS,TELLCOM ILETISIM HIZMETLERI A.S.,Tr/Ac,213,"5,662","11,321,088",0.43%,1.0%,0.53%,142
135,15290,ALLST-15290,Allstream Corp.,Tr/Ac,210,"2,624","5,521,296",0.42%,0.47%,0.26%,212
136,31500,GLOBALNET-AS,JSC GLOBALNET,Tr/Ac,203,"1,344","1,448,712",0.41%,0.24%,0.07%,146
137,4657,STARHUBINT...,StarHub Internet Exchange,Tr/Ac,202,"10,711","38,100,456",0.41%,1.9%,1.8%,206
138,7713,telkomnet-...,PT Telekomunikasi Indonesia,Tr/Ac,201,"4,633","10,658,096",0.40%,0.83%,0.50%,245
139,55410,VODAFONE-N...,"C48 Okhla Industrial Estate, New Delhi-110020",Tr/Ac,198,"9,391","5,493,760",0.40%,1.7%,0.26%,157
140,8866,BTC-AS,Bulgarian Telecommunication Company Plc.,Tr/Ac,196,"2,586","1,495,042",0.39%,0.46%,0.07%,203
141,22561,AS22561,"Qwest Communications Company, LLC",Tr/Ac,194,"4,071","6,432,256",0.39%,0.73%,0.30%,68
142,2687,ATGS-MMD-AS,"AT&T Global Network Services, LLC",Tr/Ac,194,"3,920","30,671,496",0.39%,0.70%,1.4%,83
143,12578,APOLLO-AS,LATTELEKOM-APOLLO,Tr/Ac,193,"1,797","3,898,883",0.39%,0.32%,0.18%,179
144,5089,NTL,Virgin Media Limited,Tr/Ac,192,"4,028","55,975,940",0.38%,0.72%,2.6%,231
145,28329,(no data),G8 NETWORKS LTDA,Tr/Ac,191,"1,329","627,968",0.38%,0.24%,0.03%,205
146,19151,WVFIBER-1,WV FIBER,Tr/Ac,189,"2,828","3,058,464",0.38%,0.51%,0.14%,863
147,12552,IPO-EU,IP-Only Networks AB,Tr/Ac,189,"1,368","3,085,602",0.38%,0.24%,0.14%,191
148,13789,INTERNAP-BLK3,Internap Network Services Corporation,Tr/Ac,186,"2,792","2,502,354",0.37%,0.50%,0.12%,150
149,15772,WNET,"LLC ""WNET UKRAINE""",Tr/Ac,184,"1,646","1,067,264",0.37%,0.29%,0.05%,153
150,812,ROGERS-CABLE,Rogers Cable Communications Inc.,Tr/Ac,181,"2,684","9,434,672",0.36%,0.48%,0.44%,134
151,33491,COMCAST-33491,"Comcast Cable Communications, Inc.",Tr/Ac,179,"1,475","5,942,528",0.36%,0.26%,0.28%,163
152,12714,TI-AS,Net By Net Holding LLC,Tr/Ac,178,795,"2,103,104",0.36%,0.14%,0.10%,160
153,196844,PIONIER-AS...,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputi",Tr/Ac,177,629,"1,226,048",0.35%,0.11%,0.06%,82
154,721,DNIC-ASBLK...,DoD Network Information Center,Tr/Ac,176,"5,757","81,753,088",0.35%,1.0%,3.8%,6
155,1764,NEXTLAYER-AS,next layer Telekommunikationsdienstleistungs- GmbH,Tr/Ac,176,597,"3,516,960",0.35%,0.11%,0.16%,791
156,852,ASN852,TELUS Communications Inc.,Tr/Ac,174,"2,179","10,844,096",0.35%,0.39%,0.50%,179
157,8881,VERSATEL,Versatel Deutschland GmbH,Tr/Ac,172,962,"2,488,064",0.34%,0.17%,0.12%,244
158,5541,AdNet-Telecom,SC AD NET MARKET MEDIA SRL,Tr/Ac,170,"1,324","938,496",0.34%,0.24%,0.04%,70
159,2854,ROSPRINT-AS,LLC Equant,Tr/Ac,167,430,"602,500",0.33%,0.08%,0.03%,217
160,3269,ASN-IBSNAZ,Telecom Italia S.p.a.,Tr/Ac,165,"1,322","23,601,921",0.33%,0.24%,1.1%,149
161,46786,IPTRANSIT,IP Transit Inc.,Tr/Ac,163,982,"1,454,082",0.33%,0.18%,0.07%,129
162,28168,(no data),Minas Mais Telecomunicações Ltda -ME,Tr/Ac,162,"1,533","795,392",0.32%,0.27%,0.04%,88
163,11427,SCRR-11427,Time Warner Cable Internet LLC,Tr/Ac,162,"1,476","8,063,488",0.32%,0.26%,0.38%,140
164,2856,BT-UK-AS,BT Public Internet Service,Tr/Ac,162,"1,343","14,198,016",0.32%,0.24%,0.66%,195
165,8641,NAUKANET-AS,"LLC ""Nauka-Svyaz""",Tr/Ac,161,562,"616,192",0.32%,0.10%,0.03%,138
166,8447,TELEKOM-AT,A1 Telekom Austria AG,Tr/Ac,160,617,"5,022,464",0.32%,0.11%,0.23%,612
167,8717,SPECTRUMNET,MOBILTEL EAD,Tr/Ac,158,"1,036","939,536",0.32%,0.19%,0.04%,191
168,15694,ATMAN-ISP-AS,ATM S.A.,Tr/Ac,158,422,"295,680",0.32%,0.08%,0.01%,145
169,50607,ASN-EPIX,Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie,Tr/Ac,157,473,"447,616",0.31%,0.08%,0.02%,116
170,23947,MORATELIND...,PT.Mora Telematika Indonesia,Tr/Ac,156,"1,915","626,688",0.31%,0.34%,0.03%,113
171,7303,(no data),Telecom Argentina S.A.,Tr/Ac,155,"5,754","27,051,584",0.31%,1.0%,1.3%,115
172,12713,OTEGlobe,OTE GLOBAL SOLUTIONS S.A.,Tr/Ac,155,"5,252","8,940,544",0.31%,0.94%,0.42%,107
173,38082,IIT-TIG-AS-AP,"True International Gateway Co., Ltd.",Tr/Ac,155,"2,533","3,787,776",0.31%,0.45%,0.18%,115
174,45147,NAPINFO-TR...,PT. NAP Info Lintas Nusa,Tr/Ac,154,"2,453","815,872",0.31%,0.44%,0.04%,62
175,9049,ERTH-TRANS...,"CJSC ""ER-Telecom Holding""",Tr/Ac,153,"1,438","2,262,024",0.31%,0.26%,0.11%,143
176,4761,INDOSAT-IN...,INDOSAT Internet Network Provider,Tr/Ac,152,"2,700","4,937,472",0.30%,0.48%,0.23%,151
177,8400,TELEKOM-AS,TELEKOM SRBIJA a.d.,Tr/Ac,152,"1,717","2,207,744",0.30%,0.31%,0.10%,147
178,4837,CHINA169-B...,CNCGROUP China169 Backbone,Tr/Ac,150,"15,977","136,436,114",0.30%,2.9%,6.4%,73
179,4648,NZIX-2,Global-Gateway Internet,Tr/Ac,150,"1,819","3,833,088",0.30%,0.33%,0.18%,108
180,5603,SIOL-NET,Telekom Slovenije d.d.,Tr/Ac,150,775,"1,787,136",0.30%,0.14%,0.08%,123
181,4809,CHINATELEC...,China Telecom Next Generation Carrier Network,Tr/Ac,149,"10,555","24,816,624",0.30%,1.9%,1.2%,99
182,9009,M247,M247 Ltd,Tr/Ac,148,912,"1,773,120",0.30%,0.16%,0.08%,99
183,27064,DNIC-ASBLK...,DoD Network Information Center,Tr/Ac,147,"5,269","19,868,928",0.29%,0.94%,0.93%,135
184,15645,AS15645,"Daughter company ""Ukrainian traffic exchange network""",Tr/Ac,146,"3,097","1,405,188",0.29%,0.55%,0.07%,48
185,20960,TKTELEKOM-AS,TK Telekom sp. z o.o.,Tr/Ac,145,358,"610,048",0.29%,0.06%,0.03%,123
186,3215,AS3215,Orange S.A.,Tr/Ac,143,"1,461","20,008,192",0.29%,0.26%,0.93%,128
187,39737,NETVISION-AS,Net Vision Telecom SRL,Tr/Ac,142,789,"568,592",0.28%,0.14%,0.03%,172
188,8966,Etisalat-AS,Emirates Telecommunications Corporation,Tr/Ac,141,"4,242","14,641,664",0.28%,0.76%,0.68%,140
189,6774,ASN-BICS,Belgacom International Carrier Services SA,Tr/Ac,141,748,"5,384,640",0.28%,0.13%,0.25%,109
190,14840,(no data),COMMCORP COMUNICACOES LTDA,Tr/Ac,140,"1,345","866,832",0.28%,0.24%,0.04%,201
191,13293,PIONIER-AS...,PIONIER,Tr/Ac,140,563,"954,624",0.28%,0.10%,0.04%,22
192,3741,IS,Internet Solutions,Tr/Ac,139,"1,632","25,962,432",0.28%,0.29%,1.2%,143
193,22927,(no data),Telefonica de Argentina,Tr/Ac,138,"7,322","14,308,096",0.28%,1.3%,0.67%,91
194,27986,(no data),ENTEL CHILE S.A.,Tr/Ac,136,"3,454","19,646,216",0.27%,0.62%,0.91%,17
195,27750,(no data),Cooperación Latino Americana de Redes Avanzadas,Tr/Ac,135,"4,719","20,913,760",0.27%,0.84%,0.97%,20
196,12695,DINET-AS,Digital Networks CJSC,Tr/Ac,135,867,"1,248,512",0.27%,0.16%,0.06%,106
197,34224,NETERRA-AS,Neterra Ltd.,Tr/Ac,132,"5,566","9,255,104",0.26%,1.00%,0.43%,194
198,12182,INTERNAP-2BLK,Internap Network Services Corporation,Tr/Ac,132,"1,123","1,021,256",0.26%,0.20%,0.05%,97
199,6739,ONO-AS,Cableuropa S.A.U.,Tr/Ac,132,944,"3,845,120",0.26%,0.17%,0.18%,109
200,8501,PIONIER-AS,"PIONIER, National Research and Education Network in Poland",Tr/Ac,131,538,"1,580,800",0.26%,0.10%,0.07%,40
201,60299,MMTS-AS,Mezhdugorodnyaya Mezhdunarodnaya Telefonnaya Stanciya Ltd.,Tr/Ac,130,"2,298","3,961,088",0.26%,0.41%,0.18%,27
202,2153,CSUNET-NE,California State University Network,Tr/Ac,130,"1,145","27,236,608",0.26%,0.20%,1.3%,41
203,24130,TPG-AU,TPG Telecom Limited,Tr/Ac,130,954,"776,192",0.26%,0.17%,0.04%,126
204,8551,BEZEQ-INTE...,Bezeq International-Ltd,Tr/Ac,129,"3,993","22,246,541",0.26%,0.71%,1.0%,230
205,21127,ZSTTKAS,"JSC ""Zap-Sib TransTeleCom"", Novosibirsk",Tr/Ac,127,"1,308","832,256",0.25%,0.23%,0.04%,105
206,38809,NXGNET-AS-AP,Nextgen Networks,Tr/Ac,125,"1,197","1,257,728",0.25%,0.21%,0.06%,108
207,3352,Telefonica...,TELEFONICA DE ESPANA,Tr/Ac,125,798,"11,071,488",0.25%,0.14%,0.52%,121
208,39386,STC-IGW-AS,Saudi Telecom Company JSC,Tr/Ac,124,"5,564","6,540,289",0.25%,1.00%,0.30%,88
209,43531,IXREACH,IX Reach Ltd,Tr/Ac,124,"3,852","4,959,744",0.25%,0.69%,0.23%,654
210,31042,SERBIA-BRO...,Serbia BroadBand-Srpske Kablovske mreze d.o.o.,Tr/Ac,124,607,"1,105,408",0.25%,0.11%,0.05%,138
211,16657,FIBERTECH-...,"Fibertech Networks, LLC",Tr/Ac,123,946,"1,982,976",0.25%,0.17%,0.09%,119
212,29208,DIALTELECO...,"Dial Telecom, a.s.",Tr/Ac,122,410,"1,265,952",0.24%,0.07%,0.06%,938
