as_rank,as_number,as_name,org_name,as_type,no_ases,no_ip4_prefixes,no_ip4_addresses,pc_ases,pc_ip4_prefixes,pc_ip4_addresses,as_transit_degree
5217,11030,QUALCOMM,"Qualcomm, Inc.",En,2,24,"79,872",0.00%,0.00%,0.00%,4
5218,17233,ATT-CERFNE...,AT&T Enhanced Network Services,Tr/Ac,2,24,"76,288",0.00%,0.00%,0.00%,2
5219,20570,ASN-TSI-IPLS,T-Systems International GmbH,En,2,24,"75,264",0.00%,0.00%,0.00%,2
5220,16333,ONNET-AS-OWN,ONE Telecommunications Services DOOEL Skopje,Tr/Ac,2,24,"73,216",0.00%,0.00%,0.00%,2
5221,9042,SIX,SIX Group Services AG,En,2,24,"21,760",0.00%,0.00%,0.00%,2
5222,31147,INLINE-AS,Inline Internet Online Dienste GmbH,Co,2,24,"15,360",0.00%,0.00%,0.00%,2
5223,39574,MINET-AS,Minet s.r.o.,Tr/Ac,2,24,"14,336",0.00%,0.00%,0.00%,2
5224,46449,PLBB-NORTH...,Packerland Broadband,Tr/Ac,2,24,"11,264",0.00%,0.00%,0.00%,2
5225,7298,(no data),TNext S.A.,En,2,24,"10,240",0.00%,0.00%,0.00%,2
5225,46446,CALTELCOM,California Telecom,Tr/Ac,2,24,"10,240",0.00%,0.00%,0.00%,3
5227,1610,CONTE-25-ASN,Contegix,Tr/Ac,2,24,"9,216",0.00%,0.00%,0.00%,5
5228,40805,JMFSOLUTIONS,"JMF Solutions, Inc",Tr/Ac,2,24,"8,960",0.00%,0.00%,0.00%,6
5228,28762,AWAX-AS,AWAX Telecom,Tr/Ac,2,24,"8,960",0.00%,0.00%,0.00%,12
5230,26949,HARBOR-COM...,"Harbor Communications, LLC",Tr/Ac,2,24,"8,448",0.00%,0.00%,0.00%,2
5231,262504,(no data),Nova Rede de Telecomunicações Ltda,Tr/Ac,2,24,"8,192",0.00%,0.00%,0.00%,2
5232,263596,(no data),GRV TELECOM,Tr/Ac,2,24,"7,936",0.00%,0.00%,0.00%,2
5233,38026,MNBL-TRANS...,"MetroNet Bangladesh Limited, Fiber Optic Based Metropolitan Data",Tr/Ac,2,24,"7,168",0.00%,0.00%,0.00%,2
5234,262482,(no data),HOMENET TELECOMUNICAÇÕES LTDA,Tr/Ac,2,24,"6,144",0.00%,0.00%,0.00%,3
5234,45599,EQUANTECH-...,141 Yang Guan Jie,Tr/Ac,2,24,"6,144",0.00%,0.00%,0.00%,2
5234,56484,FastIraq,"FastIraq, LLC",Tr/Ac,2,24,"6,144",0.00%,0.00%,0.00%,2
5237,32212,HSB-EDGE,"Hot Spot Broadband, Inc.",Tr/Ac,2,24,"5,888",0.00%,0.00%,0.00%,3
5237,52590,(no data),GPSNet Provedor de Acesso a Redes de Comunicação,Tr/Ac,2,24,"5,888",0.00%,0.00%,0.00%,2
5239,262617,(no data),UWBR Telecomunicações Ltda,Tr/Ac,2,24,"5,632",0.00%,0.00%,0.00%,2
5240,25255,H3G-Austri...,Hutchison Drei Austria GmbH,Tr/Ac,2,23,"761,856",0.00%,0.00%,0.04%,16
5241,11663,SUG-1,State of Utah,Co,2,23,"401,664",0.00%,0.00%,0.02%,2
5242,37978,NETTAS-AS-AP,Networking Tasmania,Tr/Ac,2,23,"201,472",0.00%,0.00%,0.01%,2
5243,17403,HSIS-AS,"HyperSurf Internet Services, Inc.",Co,2,23,"122,624",0.00%,0.00%,0.01%,3
5244,3605,ERX-KUENTO...,"Guam Cablevision, LLC.",Tr/Ac,2,23,"107,008",0.00%,0.00%,0.00%,20
5245,11994,CZIO-ASN,Cruzio,Tr/Ac,2,23,"85,504",0.00%,0.00%,0.00%,2
5246,27630,AS-XFERNET,XFERNET,Tr/Ac,2,23,"84,224",0.00%,0.00%,0.00%,19
5247,9614,OCT,"Oita Cable Telecom Co,ltd.",Tr/Ac,2,23,"79,872",0.00%,0.00%,0.00%,2
5248,6594,DIGIS-IDAHO,"JAB Wireless, INC.",Tr/Ac,2,23,"57,856",0.00%,0.00%,0.00%,3
5249,13122,MANX-AS,MANX-TELECOM Autonomous System,Tr/Ac,2,23,"46,336",0.00%,0.00%,0.00%,51
5250,3728,ONR-ADDR,Onramp Access Inc.,Tr/Ac,2,23,"29,184",0.00%,0.00%,0.00%,3
5251,37637,Smile-Nige...,Smile Communications Nigeria,Tr/Ac,2,23,"27,904",0.00%,0.00%,0.00%,2
5252,28658,(no data),Gigalink de Nova Friburgo Soluções em Rede Multimi,Tr/Ac,2,23,"24,576",0.00%,0.00%,0.00%,25
5253,199631,WIGHTFIBRE,WightFibre Limited,Tr/Ac,2,23,"17,408",0.00%,0.00%,0.00%,2
5254,21808,PRLSS,Peerless Network LLC,Tr/Ac,2,23,"15,360",0.00%,0.00%,0.00%,5
5255,57888,TELESAT-AS,Telesat d.o.o.,Tr/Ac,2,23,"14,592",0.00%,0.00%,0.00%,2
5256,33409,ASN-CBICI,CBI Connect Inc.,En,2,23,"14,080",0.00%,0.00%,0.00%,3
5257,11045,STERLING,"Sterling Communications, Inc.",Tr/Ac,2,23,"11,264",0.00%,0.00%,0.00%,4
5258,28653,(no data),Wireless Internet S.A.,Tr/Ac,2,23,"6,656",0.00%,0.00%,0.00%,2
5259,58620,AUSREGISTR...,AusRegistry Anycast system,Co,2,23,"6,400",0.00%,0.00%,0.00%,4
5260,24672,CALLSAT-AS,Callsat Telecom Ltd.,Tr/Ac,2,23,"5,888",0.00%,0.00%,0.00%,2
5260,7257,PREMIERE-G...,"Premiere Global Services, Inc.",En,2,23,"5,888",0.00%,0.00%,0.00%,4
5262,52536,(no data),D. A. SERVIÇOS DE TELECOMUNICAÇÕES LTDA ME,Tr/Ac,2,23,"5,120",0.00%,0.00%,0.00%,2
5263,378,MACHBA-AS,ILAN,Tr/Ac,2,22,"1,160,704",0.00%,0.00%,0.05%,2
5264,1970,TAMUS-NET,Texas A&M University,Tr/Ac,2,22,"305,664",0.00%,0.00%,0.01%,4
5265,6263,NDIN,State of North Dakota,Tr/Ac,2,22,"131,072",0.00%,0.00%,0.01%,2
5266,24890,ECO-AS,"Ecoband Netwoks Ltd., Ghana",Tr/Ac,2,22,"82,944",0.00%,0.00%,0.00%,4
5267,13169,(no data),ABN AMRO Bank N.V.,En,2,22,"73,728",0.00%,0.00%,0.00%,3
5268,6254,EGGINC,"EG&G, Inc.",Tr/Ac,2,22,"67,072",0.00%,0.00%,0.00%,2
5269,10015,CWJ-NET,"Cyber Wave Japan Co., Ltd.",Tr/Ac,2,22,"57,088",0.00%,0.00%,0.00%,3
5270,7796,ATMLINK,"ATMLINK, INC.",Co,2,22,"29,184",0.00%,0.00%,0.00%,3
5271,12140,(no data),Lanis Ltda,Tr/Ac,2,22,"28,928",0.00%,0.00%,0.00%,3
5272,33494,IHNET,"IHNetworks, LLC",Co,2,22,"18,688",0.00%,0.00%,0.00%,5
5273,39432,AHI-AS,Alharbi International for Telecom,Tr/Ac,2,22,"18,432",0.00%,0.00%,0.00%,4
5274,26724,NEPTEL-AS,The North-Eastern Pennsylvania Telephone Company,Tr/Ac,2,22,"18,176",0.00%,0.00%,0.00%,2
5275,132074,ATLANTECH-NZ,PO Box 805,Tr/Ac,2,22,"17,408",0.00%,0.00%,0.00%,2
5276,19830,RTC-RINGGO...,RTC Internet,Tr/Ac,2,22,"16,640",0.00%,0.00%,0.00%,3
5277,3208,ARN,Algerian NREN Network,Tr/Ac,2,22,"16,384",0.00%,0.00%,0.00%,2
5278,41175,INTERNETBO...,Internet Border Technologies AB,Co,2,22,"14,336",0.00%,0.00%,0.00%,3
5279,53246,(no data),Cyber Info Provedor de Acesso LTDA ME,Tr/Ac,2,22,"13,312",0.00%,0.00%,0.00%,5
5280,197343,TRLCo,Toloe Rayaneh Loghman Educational and Cultural Co.,Tr/Ac,2,22,"9,728",0.00%,0.00%,0.00%,2
5281,8870,OVDC-AS,Operator of Virtual Data Computing LLC,Tr/Ac,2,22,"9,216",0.00%,0.00%,0.00%,3
5282,18886,INLINE-NET,Inline Connections,Tr/Ac,2,22,"8,704",0.00%,0.00%,0.00%,3
5283,262814,(no data),ALGAR TECNOLOGIA E CONSULTORIA SA,Co,2,22,"8,192",0.00%,0.00%,0.00%,2
5284,45470,SG-8-TO-SG,8 to Infinity Pte Ltd,Co,2,22,"7,936",0.00%,0.00%,0.00%,3
5285,36326,BVLNET,BROOKWOOD VENTURES LLC,Tr/Ac,2,22,"6,400",0.00%,0.00%,0.00%,2
5285,43832,RIPN-NS5-R...,ROSNIIROS Russian Institute for Public Networks,Tr/Ac,2,22,"6,400",0.00%,0.00%,0.00%,11
5287,52859,(no data),Sassi Sampaio S/S LTDA,Tr/Ac,2,22,"6,144",0.00%,0.00%,0.00%,4
5287,263579,(no data),ISUPER TELECOMUNICACOES INFO LTDA,Tr/Ac,2,22,"6,144",0.00%,0.00%,0.00%,3
5287,262509,(no data),CONEXAO - TELECOM. E INTERNET LTDA,Tr/Ac,2,22,"6,144",0.00%,0.00%,0.00%,26
5290,17359,TELOV-FL-TPA,"Telovations, Inc.",Tr/Ac,2,22,"5,888",0.00%,0.00%,0.00%,4
5291,19496,SBCASI-AKR...,AT&T Internet Services,Tr/Ac,2,22,"5,632",0.00%,0.00%,0.00%,2
5291,4996,SBI,Citigroup,En,2,22,"5,632",0.00%,0.00%,0.00%,4
5291,24212,JASNET-AS-ID,PT. JASNITA TELEKOMINDO,Tr/Ac,2,22,"5,632",0.00%,0.00%,0.00%,2
5294,53015,(no data),Redetell Tecnologia em Informática Ltda,Tr/Ac,2,22,"5,376",0.00%,0.00%,0.00%,2
5295,262686,(no data),Netwalk Telecomunicações em Inf. Ltda,Tr/Ac,2,22,"5,120",0.00%,0.00%,0.00%,2
5296,53727,NETSYS-GLO...,Netsys Global Telecom Limited,Co,2,22,"3,072",0.00%,0.00%,0.00%,2
5297,39651,COMHEM-SWEDEN,com hem AB,Tr/Ac,2,21,"819,456",0.00%,0.00%,0.04%,5
5298,7496,WEBCENTRAL-AS,Melbourne IT,Co,2,21,"99,840",0.00%,0.00%,0.00%,2
5299,18450,WEBNX,"WebNX, Inc.",Co,2,21,"94,208",0.00%,0.00%,0.00%,19
5300,11402,CCCAS-1,"Charlotte Colocation Center, LLc",Tr/Ac,2,21,"76,544",0.00%,0.00%,0.00%,2
5301,53927,ACI-WORLDWIDE,"ACI Worldwide, Inc.",En,2,21,"71,168",0.00%,0.00%,0.00%,4
5302,7672,FITWEB,"Hokuden Information System Service Co.,Ltd.",Tr/Ac,2,21,"68,608",0.00%,0.00%,0.00%,3
5303,30848,IT-TWT-AS,TWT S.p.A.,Tr/Ac,2,21,"54,016",0.00%,0.00%,0.00%,14
5304,30447,INFB2-AS,InternetNamesForBusiness.com,Co,2,21,"51,968",0.00%,0.00%,0.00%,11
5305,46231,OMNICITY,"Omnicity, Inc.",Tr/Ac,2,21,"41,216",0.00%,0.00%,0.00%,2
5306,46627,ISOLVER,"Internet Solver, Inc.",Tr/Ac,2,21,"34,304",0.00%,0.00%,0.00%,3
5307,27288,DPCHICO-1,Digital Path,Tr/Ac,2,21,"30,976",0.00%,0.00%,0.00%,4
5308,36728,EMERYTELCOM,Emery Telcom,Tr/Ac,2,21,"25,600",0.00%,0.00%,0.00%,3
5309,4269,CERNET-ASN...,California Education and Research Federation Network,Tr/Ac,2,21,"24,576",0.00%,0.00%,0.00%,2
5310,39339,TELEYECLA-AS,"Teleyecla, S.L.",Tr/Ac,2,21,"21,760",0.00%,0.00%,0.00%,2
5311,11837,SAWNET,SAWNET,Tr/Ac,2,21,"19,712",0.00%,0.00%,0.00%,5
5312,5662,ASN-TBS-1,Turner Broadcasting,Co,2,21,"17,920",0.00%,0.00%,0.00%,9
5313,49609,INTERSOLUTE,Intersolute GmbH,Co,2,21,"17,408",0.00%,0.00%,0.00%,2
5314,15605,ICTVALLEUM...,ICT Valle Umbra s.r.l.,Tr/Ac,2,21,"17,152",0.00%,0.00%,0.00%,8
5315,18943,YELCOT,YELCOT TELEPHONE COMPANY,Tr/Ac,2,21,"16,128",0.00%,0.00%,0.00%,2
5316,28155,(no data),Jop Comunicação Virtual Ltda,Tr/Ac,2,21,"14,336",0.00%,0.00%,0.00%,24
5317,42160,LCPDCO,lcp nv,Tr/Ac,2,21,"13,568",0.00%,0.00%,0.00%,2
5318,24466,HDNETNZ,hd.net.nz,Tr/Ac,2,21,"11,776",0.00%,0.00%,0.00%,2
5318,6303,BARCLAYS-C...,Barclays Capital,Tr/Ac,2,21,"11,776",0.00%,0.00%,0.00%,4
5320,22243,CENTRACOMM,CentraComm Communications,En,2,21,"11,008",0.00%,0.00%,0.00%,3
5321,42568,DPNET,DIGITAL PROJECT SRL,Tr/Ac,2,21,"10,496",0.00%,0.00%,0.00%,3
5322,40975,CHML-AS,CHML WEB SERVICES SRL,Co,2,21,"10,240",0.00%,0.00%,0.00%,3
5323,32222,ACCESSLINE...,AccessLine Communications Corp.,Tr/Ac,2,21,"9,216",0.00%,0.00%,0.00%,2
5324,11653,ESS-PR-WEB...,Puerto Rico Webmasters,En,2,21,"8,448",0.00%,0.00%,0.00%,4
5325,40068,NEOVERA-AS...,"Neovera, Inc.",Co,2,21,"6,560",0.00%,0.00%,0.00%,6
5326,53043,(no data),NET VALE LTDA,Tr/Ac,2,21,"6,144",0.00%,0.00%,0.00%,3
5326,28136,(no data),SPACnet - Projetos Avançados em Computação,Tr/Ac,2,21,"6,144",0.00%,0.00%,0.00%,2
5328,263011,(no data),6P Telecom Ltda,Tr/Ac,2,21,"5,632",0.00%,0.00%,0.00%,2
5329,43550,DSC-AS,DalSatCom LTD,Tr/Ac,2,21,"5,376",0.00%,0.00%,0.00%,2
5329,132197,SKALI-MY,SKALI,Co,2,21,"5,376",0.00%,0.00%,0.00%,2
5329,1696,CITIGROUP-...,Citigroup,En,2,21,"5,376",0.00%,0.00%,0.00%,3
5329,51110,idomtechno...,IDOM TECHNOLOGIES,Tr/Ac,2,21,"5,376",0.00%,0.00%,0.00%,2
5333,52573,(no data),TECHNET NETWORKS LTDA -ME,Tr/Ac,2,21,"5,120",0.00%,0.00%,0.00%,3
5334,28137,(no data),Vialink Informática Ltda.,Tr/Ac,2,21,"4,864",0.00%,0.00%,0.00%,2
5335,55945,MAPA-HK,MAPA TECHNOLOGY LIMITED,Tr/Ac,2,21,"3,072",0.00%,0.00%,0.00%,4
5336,5410,ASN-BOUYGT...,Bouygues Telecom S.A.,Tr/Ac,2,20,"7,092,224",0.00%,0.00%,0.33%,55
5337,7657,VODAFONE-N...,Vodafone NZ Ltd.,Tr/Ac,2,20,"791,040",0.00%,0.00%,0.04%,2
5338,1998,STATE-OF-MN,State of Minnesota,Tr/Ac,2,20,"517,632",0.00%,0.00%,0.02%,2
5339,11363,FUJITSU-USA,Fujitsu America Inc.,Tr/Ac,2,20,"335,872",0.00%,0.00%,0.02%,2
5340,2648,NIST-BOULDER,NIST/U.S. Dept. of Commerce,Co,2,20,"205,056",0.00%,0.00%,0.01%,3
5341,15149,EZZI-101-BGP,"Access Integrated Technologies, Inc.",Co,2,20,"158,976",0.00%,0.00%,0.01%,12
5342,5691,MITRE-AS-5,The MITRE Corporation,En,2,20,"139,008",0.00%,0.00%,0.01%,3
5343,5719,SUNYSB,SUNY at Stony Brook,Tr/Ac,2,20,"134,656",0.00%,0.00%,0.01%,3
5344,52075,WIFIRST,Wifirst S.A.S.,Tr/Ac,2,20,"132,096",0.00%,0.00%,0.01%,21
5345,23205,DIGIS-23205,"JAB Wireless, INC.",Tr/Ac,2,20,"96,512",0.00%,0.00%,0.00%,2
5346,19863,(no data),Guyana Telephone & Telegraph Co.,Tr/Ac,2,20,"40,192",0.00%,0.00%,0.00%,3
5347,13270,VERSATEL-OST,Versatel Deutschland GmbH,Tr/Ac,2,20,"36,096",0.00%,0.00%,0.00%,2
5348,43150,IQOM-BUSIN...,iQom Business Services GmbH,Tr/Ac,2,20,"31,744",0.00%,0.00%,0.00%,3
5349,27193,SKYRIVER,"Skyriver Communications, Inc.",Tr/Ac,2,20,"30,720",0.00%,0.00%,0.00%,2
5350,19233,DIALOGIX,Dialogix Telecom,Tr/Ac,2,20,"26,880",0.00%,0.00%,0.00%,2
5351,29687,BGWAN-AS,Geodim Ltd.,Tr/Ac,2,20,"25,600",0.00%,0.00%,0.00%,3
5352,24881,INTERPHONE-AS,Interphone Ltd.,Tr/Ac,2,20,"24,320",0.00%,0.00%,0.00%,3
5353,11815,(no data),Cooperativa Telefonica de V.G.G. Ltda.,Tr/Ac,2,20,"22,528",0.00%,0.00%,0.00%,2
5354,38932,Rimex,Rimex Ltd.,Tr/Ac,2,20,"21,504",0.00%,0.00%,0.00%,3
5355,54198,VIANET,ViaNetTV Inc,Tr/Ac,2,20,"21,248",0.00%,0.00%,0.00%,2
5356,51069,ASDNEPRONET,Dnepronet Ltd.,Tr/Ac,2,20,"13,312",0.00%,0.00%,0.00%,3
5357,9871,KBE-AS-KR,Gyeong Sang Buk-Do Office of Education,Tr/Ac,2,20,"12,544",0.00%,0.00%,0.00%,2
5357,27287,SECANTNET,SECANT TECHNOLOGIES,En,2,20,"12,544",0.00%,0.00%,0.00%,3
5359,15930,WIPLINE-AS,"WIPLINE, Corp.",Tr/Ac,2,20,"11,264",0.00%,0.00%,0.00%,4
5360,8982,Netcetera-...,Company for computing services NETCETERA DOOEL export-import Skopje,Tr/Ac,2,20,"9,216",0.00%,0.00%,0.00%,2
5361,42667,InterEvo-P...,VIP,Tr/Ac,2,20,"8,704",0.00%,0.00%,0.00%,4
5362,60168,NET-SERVICE,Net Service OOD,Tr/Ac,2,20,"6,400",0.00%,0.00%,0.00%,3
5363,58247,NETVEILLANCE,SC NETVEILLANCE SRL,En,2,20,"6,144",0.00%,0.00%,0.00%,4
5363,262463,(no data),Telecom Cordeirópolis Ltda.,Tr/Ac,2,20,"6,144",0.00%,0.00%,0.00%,23
5363,53110,(no data),SystemsFox prestação de serviços LTDA,Tr/Ac,2,20,"6,144",0.00%,0.00%,0.00%,2
5363,263064,(no data),SKYNET - Provedor,Tr/Ac,2,20,"6,144",0.00%,0.00%,0.00%,2
5363,47623,IIAP-ASNET-AS,Institute for Informatics and Automation Problems of National Academy of Science,Tr/Ac,2,20,"6,144",0.00%,0.00%,0.00%,2
5368,25885,BATBLUE,Bat Blue Corporation,Tr/Ac,2,20,"5,632",0.00%,0.00%,0.00%,21
5369,263018,(no data),Zapelini & Cia. Ltda.,Tr/Ac,2,20,"5,120",0.00%,0.00%,0.00%,2
5369,58940,EXIGENT-AS-AP,Exigent Enterprise Pty Ltd,Tr/Ac,2,20,"5,120",0.00%,0.00%,0.00%,6
5369,12087,SALSGIVER,"Salsgiver, Inc.",Co,2,20,"5,120",0.00%,0.00%,0.00%,4
5369,263443,(no data),L R DA FONSECA ME,Tr/Ac,2,20,"5,120",0.00%,0.00%,0.00%,2
5373,47537,WEEPEE,WeePee NV,Co,2,20,"4,992",0.00%,0.00%,0.00%,5
5374,17975,APT-AP,AS# for peering purpose with IX and ISP.,Tr/Ac,2,20,"4,864",0.00%,0.00%,0.00%,3
5374,197184,Orbital-AS,Orbital Ltd,Tr/Ac,2,20,"4,864",0.00%,0.00%,0.00%,2
5376,52836,(no data),SNT Banda Larga e Internet Ltda,Tr/Ac,2,20,"4,352",0.00%,0.00%,0.00%,2
5376,37018,GALAXYBB-AS,Galaxy Backbone PLC,Co,2,20,"4,352",0.00%,0.00%,0.00%,3
5378,5390,EuroNet,Online Breedband B.V.,Tr/Ac,2,19,"2,613,504",0.00%,0.00%,0.12%,42
5379,9365,iTSCOM,its communications Inc.,Tr/Ac,2,19,"358,400",0.00%,0.00%,0.02%,7
5380,2637,GEORGIA-TECH,Georgia Institute of Technology,En,2,19,"200,448",0.00%,0.00%,0.01%,4
5381,60496,KR-Rostov,Mobile TeleSystems Open Joint Stock Company,Tr/Ac,2,19,"94,464",0.00%,0.00%,0.00%,2
5382,41345,VISABEIRA-...,Visabeira Digital - Sistemas de Informacao e Multimedia SA,En,2,19,"73,984",0.00%,0.00%,0.00%,2
5383,5427,PRTL-DE,"Primus Telecommunications GmbH, Germany",Tr/Ac,2,19,"41,472",0.00%,0.00%,0.00%,4
5384,40473,AS-PLATINU...,Platinum Communications Corporation,Tr/Ac,2,19,"36,096",0.00%,0.00%,0.00%,3
5385,21627,CSTC-AS-2010,"CORNERSTONE TELEPHONE COMPANY, LLC",Tr/Ac,2,19,"25,472",0.00%,0.00%,0.00%,4
5386,30162,ETHOPLEX,"Ethoplex, LLC",Tr/Ac,2,19,"24,320",0.00%,0.00%,0.00%,2
5387,47215,FILOO-ASN,Filoo GmbH,Tr/Ac,2,19,"20,736",0.00%,0.00%,0.00%,38
5388,24295,AS-PNAPOSK,"Internap Japan Co.,LTD.",Tr/Ac,2,19,"20,480",0.00%,0.00%,0.00%,5
5389,11588,HIGHWINDS,"Highwinds Network Group, Inc.",Co,2,19,"19,968",0.00%,0.00%,0.00%,2
5390,50316,TELEIMPIAN...,Net Global Srl,Tr/Ac,2,19,"19,712",0.00%,0.00%,0.00%,75
5391,56582,NETFACTOR-ASN,NETFACTOR TELEKOMINIKASYON VE TEKNOLOJI HIZMETLERI SANAYI VE JSC,Co,2,19,"17,664",0.00%,0.00%,0.00%,2
5392,28938,MEDUNET-AS,Sultan Bin Abdulaziz Foundation Program for,Tr/Ac,2,19,"16,896",0.00%,0.00%,0.00%,2
5393,14147,MEDUNET-AS,Sultan Bin Abdulaziz Foundation Program for,En,2,19,"16,640",0.00%,0.00%,0.00%,2
5394,19086,CGI-HOSTING,CGI Inc,En,2,19,"15,616",0.00%,0.00%,0.00%,3
5395,53152,(no data),THS Provider Serviços de Comunicação Multimídia LT,Tr/Ac,2,19,"12,288",0.00%,0.00%,0.00%,3
5395,52532,(no data),Espeednet Sabará Ltda.,Tr/Ac,2,19,"12,288",0.00%,0.00%,0.00%,2
5397,4844,SUPERINTER...,SuperInternet ACCESS Pte Ltd,Tr/Ac,2,19,"10,240",0.00%,0.00%,0.00%,148
5398,52768,(no data),ALSOL Provedor de Internet Ltda.,Tr/Ac,2,19,"9,984",0.00%,0.00%,0.00%,2
5399,52213,ISP-EXSTRE...,LLC DONETSK FIBER-OPTICAL NETWORK,Tr/Ac,2,19,"9,216",0.00%,0.00%,0.00%,2
5400,263616,(no data),Dez Solucoes em Telecomunicacoes LTDA,Tr/Ac,2,19,"8,704",0.00%,0.00%,0.00%,2
5401,53047,(no data),Intercol Telecomunicações Ltda EPP,Tr/Ac,2,19,"8,192",0.00%,0.00%,0.00%,2
5402,46404,SUNESYS,"Sunesys, LLC",Tr/Ac,2,19,"7,936",0.00%,0.00%,0.00%,2
5403,46015,EXABYTES-A...,Exa Bytes Network Sdn.Bhd.,Co,2,19,"7,168",0.00%,0.00%,0.00%,2
5403,53174,(no data),Pannet Serviços On Line Ltda,Tr/Ac,2,19,"7,168",0.00%,0.00%,0.00%,2
5405,19809,ASNBLK-VTLA2,Virtela Technology Services Incorporated,Tr/Ac,2,19,"6,656",0.00%,0.00%,0.00%,2
5405,30712,MDECA,MDECA,Tr/Ac,2,19,"6,656",0.00%,0.00%,0.00%,3
5407,31588,ASN-STKNET,"Joint Stock Company ""SvyazTeleKom""",Tr/Ac,2,19,"6,400",0.00%,0.00%,0.00%,3
5408,32385,INTELEPEER...,"IntelePeer, Inc.",Tr/Ac,2,19,"6,144",0.00%,0.00%,0.00%,3
5409,262560,(no data),Alonet Telecom Ltda ME,Tr/Ac,2,19,"5,888",0.00%,0.00%,0.00%,2
5410,18399,YTCL-AS-AP,Yatanarpon Teleport Company Limited,Tr/Ac,2,19,"5,632",0.00%,0.00%,0.00%,2
5410,38203,ADNTELECOM...,ADN Telecom Ltd.,Tr/Ac,2,19,"5,632",0.00%,0.00%,0.00%,2
5412,23991,RANKS-AS-BD,Ranks ITT Ltd.,Tr/Ac,2,19,"5,120",0.00%,0.00%,0.00%,2
5413,133499,SKYTEL1-AS-AP,"SKYTEL PHILS., INC.",Tr/Ac,2,19,"4,608",0.00%,0.00%,0.00%,2
5414,24527,DAKARANET-...,Internet Service Provider,Tr/Ac,2,19,"4,352",0.00%,0.00%,0.00%,3
5414,29713,ELIA-60,Reliable Hosting Services,Co,2,19,"4,352",0.00%,0.00%,0.00%,2
5416,48252,DIGICELFWI,Digicel AFG,Tr/Ac,2,19,"4,096",0.00%,0.00%,0.00%,4
5416,37035,MIC-AS,MIC TANZANIA LTD,Tr/Ac,2,19,"4,096",0.00%,0.00%,0.00%,2
5418,10954,(no data),SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Tr/Ac,2,18,"151,552",0.00%,0.00%,0.01%,4
5419,16084,EON-IS,E.ON Business Services GmbH,En,2,18,"146,944",0.00%,0.00%,0.01%,2
5420,22663,PROMINIC-N...,"Prominic.NET, Inc.",Co,2,18,"136,192",0.00%,0.00%,0.01%,5
5421,12006,BROADVIEWN...,"Broadview Networks, Inc.",Tr/Ac,2,18,"119,296",0.00%,0.00%,0.01%,2
5422,7961,RBC,"Raw Bandwidth Communications, Inc.",Co,2,18,"89,600",0.00%,0.00%,0.00%,2
5423,49103,IR-ASRETEL...,Asre Enteghal Dadeha,Tr/Ac,2,18,"60,928",0.00%,0.00%,0.00%,2
5424,29468,INFRACOM,PIN Sweden AB,Tr/Ac,2,18,"55,296",0.00%,0.00%,0.00%,4
5425,4675,U-NETSURF,"UNIADEX, LTD.",Tr/Ac,2,18,"44,032",0.00%,0.00%,0.00%,5
5426,38544,CRUCIALX-A...,Crucial Paradigm Pty Ltd,Co,2,18,"40,192",0.00%,0.00%,0.00%,6
5427,29870,CASCADE-NE...,Cascade Networks Incorporated,Tr/Ac,2,18,"33,536",0.00%,0.00%,0.00%,2
5428,31115,INTRED-AS,INTRED S.P.A.,Tr/Ac,2,18,"30,208",0.00%,0.00%,0.00%,4
5429,30745,SITENETWOR...,Site LLC,Tr/Ac,2,18,"24,576",0.00%,0.00%,0.00%,2
5430,55803,DIGITALPAC...,Digital Pacific Pty Ltd Australia,Tr/Ac,2,18,"22,336",0.00%,0.00%,0.00%,5
5431,15734,IDH,Telvent Global Services S.A.,Tr/Ac,2,18,"21,504",0.00%,0.00%,0.00%,5
5432,50625,KROSOFT-AS,"Krosnienskie Centrum Informatyczne ""KROSOFT""",Tr/Ac,2,18,"18,432",0.00%,0.00%,0.00%,2
5432,37357,SAINET,SAINET Internet,Tr/Ac,2,18,"18,432",0.00%,0.00%,0.00%,2
5434,50477,SV-EN-AS,Svyaz-Energo Ltd.,Tr/Ac,2,18,"18,176",0.00%,0.00%,0.00%,3
5435,15766,DOMICILIUM-AS,Domicilium (IOM) Limited,Tr/Ac,2,18,"17,664",0.00%,0.00%,0.00%,39
5436,132145,DCTWO-AS-AP,DC Two Pty Ltd,Tr/Ac,2,18,"16,640",0.00%,0.00%,0.00%,2
5437,393508,VALLEYINTE...,PERSONAL NETWORK COMPUTING,Tr/Ac,2,18,"11,008",0.00%,0.00%,0.00%,2
5437,32477,ONLINE-TEC...,"Online Tech, LLC",Co,2,18,"11,008",0.00%,0.00%,0.00%,2
5439,198569,Rahanet-AS,Rahanet Zanjan Co. (Private Joint-Stock),Tr/Ac,2,18,"10,240",0.00%,0.00%,0.00%,2
5440,21973,XPONET,Xponet,Tr/Ac,2,18,"9,472",0.00%,0.00%,0.00%,2
5441,37475,HTTS37475,HTT Telecom S.A,Tr/Ac,2,18,"9,216",0.00%,0.00%,0.00%,3
5442,57214,VIDIKON,"Vidikon-K, CJSC",Tr/Ac,2,18,"7,680",0.00%,0.00%,0.00%,2
5443,42852,BCDBBN-AS,Societe Libanaise pour le developpement et la reconstruction du centre ville de,Tr/Ac,2,18,"7,424",0.00%,0.00%,0.00%,2
