as_rank,as_number,as_name,org_name,as_type,no_ases,no_ip4_prefixes,no_ip4_addresses,pc_ases,pc_ip4_prefixes,pc_ip4_addresses,as_transit_degree
2206,8847,TTL-AS,"CJSC ""Telecomm Technology""",Tr/Ac,6,48,"13,056",0.01%,0.01%,0.00%,6
2207,9351,ZLAN,"ZTV CO.,LTD",Tr/Ac,6,47,"264,448",0.01%,0.01%,0.01%,12
2208,2721,SCLR,"CULR, LLC",Tr/Ac,6,46,"304,448",0.01%,0.01%,0.01%,10
2209,28964,ORIONTELEK...,Orion Telekom Tim d.o.o.Beograd,Tr/Ac,6,46,"23,040",0.01%,0.01%,0.00%,6
2210,25975,NET2ATLANT...,NET2ATLANTA.COM LLC,Tr/Ac,6,46,"21,504",0.01%,0.01%,0.00%,18
2211,24528,KTP-AS-ID,PT. Khasanah Teknologi Persada,Tr/Ac,6,46,"12,800",0.01%,0.01%,0.00%,7
2212,38176,ABS-PEERIN...,Asia Broadcast Satellite Ltd,Tr/Ac,6,46,"12,032",0.01%,0.01%,0.00%,7
2213,4261,BLUEGRASSNET,Intermart Inc.,Tr/Ac,6,45,"38,400",0.01%,0.01%,0.00%,8
2214,5532,TERRANETMALTA,GO p.l.c.,Tr/Ac,6,44,"36,352",0.01%,0.01%,0.00%,6
2215,262999,(no data),IVI TECNOLOGIA E COMUNICAÇÃO LTDA,Tr/Ac,6,44,"23,552",0.01%,0.01%,0.00%,5
2216,262354,(no data),Ligue Telecomunicações Ltda,Tr/Ac,6,44,"10,264",0.01%,0.01%,0.00%,27
2217,35804,ALNET-AS,PP SKS-LUGAN,Tr/Ac,6,43,"37,120",0.01%,0.01%,0.00%,9
2218,22384,NATIONALNET-1,"NationalNet, Inc.",Co,6,42,"136,704",0.01%,0.01%,0.01%,20
2219,33148,TEXAS-STAT...,Texas State University - San Marcos,Tr/Ac,6,42,"134,912",0.01%,0.01%,0.01%,7
2220,52976,(no data),Datacast Teleinformatica Ltda,Tr/Ac,6,41,"38,912",0.01%,0.01%,0.00%,10
2221,55799,HOSTEMO-MY,Hostemo Technology Sdn Bhd,Co,6,41,"18,944",0.01%,0.01%,0.00%,12
2222,29930,TWRS-CBB,"Towerstream I, Inc.",Tr/Ac,6,40,"38,912",0.01%,0.01%,0.00%,9
2223,42005,LIGHTSTORM...,LightStorm Communications s.r.o.,Tr/Ac,6,39,"28,928",0.01%,0.01%,0.00%,7
2224,10278,CWWI-AS,Cable & Wireless (Barbados) Limited,Tr/Ac,6,39,"11,776",0.01%,0.01%,0.00%,6
2225,3371,MCI-ASN,MCI,Tr/Ac,6,38,"1,402,112",0.01%,0.01%,0.07%,6
2226,23855,SINGAREN-G...,Singapore Advanced Research and Education Network,Tr/Ac,6,38,"142,080",0.01%,0.01%,0.01%,10
2227,7682,HOTNET,"HOKKAIDO TELECOMMUNICATIONS NETWORK Co., Inc.",Tr/Ac,6,38,"90,368",0.01%,0.01%,0.00%,12
2228,33031,INERAIL,Inerail,Tr/Ac,6,38,"66,048",0.01%,0.01%,0.00%,13
2229,38922,WILAND-AS,Wiland Ltd,Tr/Ac,6,38,"14,336",0.01%,0.01%,0.00%,9
2230,23838,SOLARIX-IN...,Solarix Networks Limited,Tr/Ac,6,38,"12,032",0.01%,0.01%,0.00%,8
2231,17727,NAPINFO-AS-AP,PT. NAP Info Lintas Nusa,Tr/Ac,6,38,"8,960",0.01%,0.01%,0.00%,8
2232,21309,CASAWEB-AS,ACANTHO SPA,Tr/Ac,6,37,"67,072",0.01%,0.01%,0.00%,21
2233,15704,AS15704,"Xtra Telecom, S.L.",Tr/Ac,6,36,"286,208",0.01%,0.01%,0.01%,16
2234,42396,PPLNETUA-AS,PJSC Telesystems of Ukraine,Tr/Ac,6,36,"82,688",0.01%,0.01%,0.00%,9
2235,21479,ROSTOV-TEL...,OJSC Rostelecom,Tr/Ac,6,35,"270,080",0.01%,0.01%,0.01%,6
2236,8304,ECRITEL-FR...,ECRITEL Company,Tr/Ac,6,35,"125,696",0.01%,0.01%,0.01%,73
2237,35531,RU-USI-KURGAN,OJSC Rostelecom,Tr/Ac,6,35,"79,872",0.01%,0.01%,0.00%,4
2238,48268,INTERFIBER-AS,Inter Fiber s.r.o.,Tr/Ac,6,35,"31,232",0.01%,0.01%,0.00%,13
2239,33871,Norilsk-Te...,Norilsk-Telecom CJSC,Tr/Ac,6,35,"30,208",0.01%,0.01%,0.00%,11
2240,7506,INTERQ,"GMO Internet,Inc",Co,6,34,"111,104",0.01%,0.01%,0.01%,13
2241,48943,KAPPERNET,KAPPER NETWORK-COMMUNICATIONS GmbH,Tr/Ac,6,34,"25,600",0.01%,0.01%,0.00%,19
2242,52073,ASN-4ALB,4ALB shpk,Tr/Ac,6,34,"16,640",0.01%,0.01%,0.00%,6
2243,262355,(no data),VESX Networks,Tr/Ac,6,34,"7,168",0.01%,0.01%,0.00%,13
2244,7654,SIAMGLOBE-...,"Internet Service Provider Co., Ltd.",Co,6,33,"46,592",0.01%,0.01%,0.00%,6
2245,12430,VODAFONE_ES,VODAFONE ESPANA S.A.U.,Tr/Ac,6,31,"2,521,088",0.01%,0.01%,0.12%,3
2246,12305,NORTENET,"G9SA, Telecomunicacoes, S.A",Tr/Ac,6,31,"71,936",0.01%,0.01%,0.00%,2
2247,9519,VERTELNET,Vertical Telecoms Pty Ltd,Tr/Ac,6,31,"17,920",0.01%,0.01%,0.00%,8
2248,15659,NEXTGENTEL,NEXTGENTEL Autonomous System,Tr/Ac,6,30,"708,352",0.01%,0.01%,0.03%,11
2249,12693,ediscom,e.discom Telekommunikation GmbH,Tr/Ac,6,30,"89,856",0.01%,0.01%,0.00%,36
2250,42832,PPHU-VOIP-...,PPHU 'VOIP PARTNERS' Tomasz Filak,Tr/Ac,6,30,"11,520",0.01%,0.01%,0.00%,4
2251,6423,EASYSTREET...,"EasyStreet Online Services, Inc.",Tr/Ac,6,29,"200,704",0.01%,0.00%,0.01%,10
2252,46609,OPTIC,Technologie Optic.ca,Co,6,29,"59,648",0.01%,0.00%,0.00%,11
2253,7752,THRES,"THRESHOLD COMMUNICATIONS,INC.",Tr/Ac,6,29,"25,600",0.01%,0.00%,0.00%,16
2254,56634,ASFLYTECH,Fly-Tech Ltd.,En,6,29,"24,064",0.01%,0.00%,0.00%,7
2255,43578,IDATA,Idata Green Center S.L.,Co,6,29,"8,704",0.01%,0.00%,0.00%,6
2256,2847,LITNET,Kaunas University of Technology,Tr/Ac,6,28,"116,992",0.01%,0.00%,0.01%,5
2257,7616,JINET-BKK-...,"Jasmine Internet Co, Ltd.",Tr/Ac,6,28,"77,056",0.01%,0.00%,0.00%,6
2258,53075,(no data),Holistica Provedor Internet Ltda,Tr/Ac,6,28,"30,720",0.01%,0.00%,0.00%,28
2259,30742,BRITELINE-AS,Bremen Briteline GmbH,Tr/Ac,6,28,"25,600",0.01%,0.00%,0.00%,8
2260,15672,TZTELECOM,OOO Telecom TZ,Tr/Ac,6,28,"24,576",0.01%,0.00%,0.00%,33
2261,43443,FX-SOFT-AS,FX SOFTWARE SRL,Tr/Ac,6,28,"12,032",0.01%,0.00%,0.00%,8
2262,22894,(no data),Network Information Center México S.C.,Co,6,28,"7,936",0.01%,0.00%,0.00%,8
2263,9371,SAKURA-C,SAKURA Internet Inc.,Co,6,27,"246,528",0.01%,0.00%,0.01%,8
2264,7668,HTCN,Hokuriku Telecommunication Network Co.,Tr/Ac,6,27,"118,272",0.01%,0.00%,0.01%,11
2265,31425,FORATEC-AS,"OJSC ""Vimpelcom""",Tr/Ac,6,27,"64,256",0.01%,0.00%,0.00%,8
2266,16020,TASCOM,ZAO Tascom,Tr/Ac,6,27,"29,184",0.01%,0.00%,0.00%,16
2267,20413,CCIU-1,Chester County Intermediate Unit,Tr/Ac,6,27,"28,416",0.01%,0.00%,0.00%,9
2268,48039,KGT-AS,KGT new media,Tr/Ac,6,27,"24,576",0.01%,0.00%,0.00%,10
2269,45650,VIANET-NP,Vianet Communications Pvt. Ltd.,Tr/Ac,6,27,"10,240",0.01%,0.00%,0.00%,5
2270,48424,GLOBITEL-AS,GLOBITEL Sp. z o.o.,Tr/Ac,6,27,"7,936",0.01%,0.00%,0.00%,12
2271,32698,PEORIANEXT-AS,Heartland Commerce & Economic Development Foundation,Tr/Ac,6,26,"169,536",0.01%,0.00%,0.01%,6
2272,8893,ARTFILES-AS,Artfiles New Media GmbH,Tr/Ac,6,26,"165,120",0.01%,0.00%,0.01%,12
2273,7690,MIRAI,Mirai Communication Network Inc.,Tr/Ac,6,26,"114,944",0.01%,0.00%,0.01%,11
2274,26882,ABACON-ONENET,"Onenetplace, Inc.",Tr/Ac,6,26,"7,936",0.01%,0.00%,0.00%,7
2275,29606,Borwood-UK-AS,Borwood UK Network,Tr/Ac,6,25,"196,864",0.01%,0.00%,0.01%,38
2276,45274,INTERNATIO...,International Transit Services,Tr/Ac,6,25,"73,728",0.01%,0.00%,0.00%,5
2277,40784,HIQDATA,hiQ Data Corporation,Tr/Ac,6,25,"49,920",0.01%,0.00%,0.00%,4
2278,19366,MNS,"Managed Network Solutions, Inc.",Tr/Ac,6,25,"21,504",0.01%,0.00%,0.00%,8
2279,8565,BLUEGIX,BLUEGIX,Tr/Ac,6,24,"29,696",0.01%,0.00%,0.00%,14
2280,44964,dapl,Closed Joint Stock Company DATAPLANET,Tr/Ac,6,24,"11,008",0.01%,0.00%,0.00%,11
2281,20847,PREVIDER-AS,Previder B.V.,Tr/Ac,6,23,"68,096",0.01%,0.00%,0.00%,15
2282,39702,SIT-AS,S-IT Informationstechnologie Betreiber GmbH & Co. KG,Tr/Ac,6,23,"23,296",0.01%,0.00%,0.00%,37
2283,6769,SICN,State Enterprise Infostruktura,Tr/Ac,6,23,"17,920",0.01%,0.00%,0.00%,6
2284,39545,FLUIDATA,Fluidata Ltd,Tr/Ac,6,22,"105,472",0.01%,0.00%,0.00%,12
2285,11854,ASN-INTERN...,Internap Network Services Corporation,Tr/Ac,6,22,"22,016",0.01%,0.00%,0.00%,9
2286,48361,GlobaTel,Global Telecommunications Ltd.,Tr/Ac,6,22,"17,920",0.01%,0.00%,0.00%,9
2287,46193,SKYWERX,"SkyWerx Industries, LLC",Tr/Ac,6,22,"16,128",0.01%,0.00%,0.00%,7
2288,196638,Promteleco...,OJSC Promtelecom,Tr/Ac,6,22,"13,824",0.01%,0.00%,0.00%,7
2289,25513,ASN-MGTS-USPD,OJS Moscow city telephone network,Tr/Ac,6,21,"345,856",0.01%,0.00%,0.02%,6
2290,12683,STATEL-AS,OJSC Rostelecom,Tr/Ac,6,21,"250,624",0.01%,0.00%,0.01%,6
2291,15456,INTERNETX-AS,InterNetX GmbH,Tr/Ac,6,21,"110,336",0.01%,0.00%,0.01%,6
2292,20686,BISPING,Bisping & Bisping GmbH & Co KG,Tr/Ac,6,21,"104,960",0.01%,0.00%,0.00%,40
2293,6653,PRIVATEI,"privateI, LLC",Tr/Ac,6,21,"47,872",0.01%,0.00%,0.00%,10
2294,29047,ASN-STACKLTD,Stack Ltd. Autonomous System,Tr/Ac,6,21,"28,928",0.01%,0.00%,0.00%,5
2295,42235,IDC-AS,INTRA DATA COMMUNICATION,Tr/Ac,6,21,"14,848",0.01%,0.00%,0.00%,4
2296,41364,TOPIX-PDI-AS,Consorzio Topix - Torino e Piemonte Exchange Point,Tr/Ac,6,20,"113,664",0.01%,0.00%,0.01%,15
2297,16206,ABRARED,NEO-SKY 2002 Autonomous System 1,Tr/Ac,6,20,"57,856",0.01%,0.00%,0.00%,12
2298,28576,(no data),ITIBR - Instituto de Tecnologia Informacao Brasil,Tr/Ac,6,20,"36,864",0.01%,0.00%,0.00%,31
2299,21501,MAINLAB-AS,Mainlab GmbH,Co,6,20,"36,352",0.01%,0.00%,0.00%,7
2300,5403,AS5403,APA-IT Informations Technologie G.m.b.H,En,6,19,"165,376",0.01%,0.00%,0.01%,18
2301,24229,KOCHI-IX,"IX-layers, Inc., Regional IXP in Japan, regional ISP",Tr/Ac,6,19,"86,784",0.01%,0.00%,0.00%,7
2302,31257,ORIONNET-NET,"JSC ""Orion telecom""",Tr/Ac,6,19,"47,104",0.01%,0.00%,0.00%,6
2303,34177,CELESTE-AS,CELESTE,Tr/Ac,6,19,"27,136",0.01%,0.00%,0.00%,79
2304,31012,DCM-AS,VIPnet d.o.o.,Tr/Ac,6,18,"170,752",0.01%,0.00%,0.01%,6
2305,8241,RELLINE-AS,CJSC Relline,Tr/Ac,6,18,"71,424",0.01%,0.00%,0.00%,18
2306,8664,ICM-PUB,"University of Warsaw, ICM",Tr/Ac,6,18,"51,968",0.01%,0.00%,0.00%,9
2307,38917,komtel-as,INTERCOMTEL Limited Company,Tr/Ac,6,18,"26,368",0.01%,0.00%,0.00%,8
2308,11383,XAND,Xand Corporation,Tr/Ac,6,18,"21,248",0.01%,0.00%,0.00%,23
2309,15798,OLMAN-EDU-AS,"OLMAN, Metropolitan Area Network (educational AS)",Tr/Ac,6,18,"18,688",0.01%,0.00%,0.00%,4
2310,9036,NEURONNEXI...,NEURONNEXION,Co,6,18,"15,104",0.01%,0.00%,0.00%,62
2311,37088,VDT-AS,VDT COMMUNICATIONS LIMITED,Tr/Ac,6,18,"9,216",0.01%,0.00%,0.00%,5
2312,16246,AS16246,RIOMEDIA Autonomous system,Tr/Ac,6,17,"138,496",0.01%,0.00%,0.01%,13
2313,5394,Unidata,UNIDATA S.p.A.,Tr/Ac,6,17,"75,520",0.01%,0.00%,0.00%,54
2314,39153,SETEL-AS1,LLC SETEL,Tr/Ac,6,17,"59,392",0.01%,0.00%,0.00%,18
2315,3254,LuckyNet,Lucky Net Ltd,Co,6,17,"53,504",0.01%,0.00%,0.00%,7
2316,31484,Direct-Tel...,OOO Direct Telecom,Tr/Ac,6,17,"38,144",0.01%,0.00%,0.00%,14
2317,42104,CENTRLAN-AS,Maxima Ltd.,Tr/Ac,6,17,"24,832",0.01%,0.00%,0.00%,9
2318,25143,IU-AS,"Company ""Zagalni Merezhi"" Ltd",Tr/Ac,6,17,"4,864",0.01%,0.00%,0.00%,11
2319,2683,RADIO-MSU,RADIO-MSU,Tr/Ac,6,16,"102,912",0.01%,0.00%,0.00%,14
2320,15782,PERSPEKTIV-AS,Perspektiv Bredband AB,Tr/Ac,6,16,"64,512",0.01%,0.00%,0.00%,10
2321,21215,ABSOLUTOK,"AbsolutOK NET, Belgrade, SRB",Tr/Ac,6,16,"53,504",0.01%,0.00%,0.00%,6
2322,21310,ASN-SATELLITE,ISP Satellite,Tr/Ac,6,16,"39,168",0.01%,0.00%,0.00%,6
2323,43957,ASN-WNTNEW...,WNT Telecommunication GmbH,Tr/Ac,6,16,"33,536",0.01%,0.00%,0.00%,13
2324,28996,Impuls-AS,Impuls,Tr/Ac,6,16,"15,872",0.01%,0.00%,0.00%,5
2325,58314,econostroy,Econostroy LLC,Tr/Ac,6,16,"11,776",0.01%,0.00%,0.00%,7
2326,57045,SVYAZ-AS,SpetsSvyaz Ltd.,Tr/Ac,6,16,"7,168",0.01%,0.00%,0.00%,7
2327,26895,CIMCO1,"CIMCO Communications, Inc.",Tr/Ac,6,15,"54,016",0.01%,0.00%,0.00%,9
2328,42346,ASEBM,EBM Telecom AG,Tr/Ac,6,15,"33,024",0.01%,0.00%,0.00%,20
2329,21261,Stels,Stels ISP Ltd,Tr/Ac,6,15,"22,784",0.01%,0.00%,0.00%,6
2330,41722,MIRAN-AS,Miran Ltd.,Tr/Ac,6,15,"22,016",0.01%,0.00%,0.00%,11
2331,33904,INTELNET-AS,"Limited Liability Company ""Intelcom""",Tr/Ac,6,15,"8,192",0.01%,0.00%,0.00%,17
2332,198826,ENGINEER-N...,"Limited Liability Company ""Engineer Networks - Telecom""",Tr/Ac,6,15,"5,632",0.01%,0.00%,0.00%,12
2333,13041,CESCA-AC,Consorci de Serveis Universitaris de Catalunya,Tr/Ac,6,14,"322,816",0.01%,0.00%,0.02%,9
2334,8319,NETHINKS-AS,NETHINKS GmbH,En,6,14,"142,336",0.01%,0.00%,0.01%,48
2335,12993,DEAC-AS,SIA Digitalas Ekonomikas Attistibas Centrs,Co,6,14,"31,488",0.01%,0.00%,0.00%,59
2336,16876,ICANN-DC,ICANN,Tr/Ac,6,14,"9,984",0.01%,0.00%,0.00%,32
2337,49785,AWIST,P.P.H.U AWIST,Tr/Ac,6,14,"9,728",0.01%,0.00%,0.00%,8
2338,39211,GNW-ASN39211,GONETWORK LLC,Tr/Ac,6,13,"37,120",0.01%,0.00%,0.00%,7
2339,47594,NETCOMLINK-AS,"LC ""COMLINK""",Tr/Ac,6,13,"13,824",0.01%,0.00%,0.00%,3
2340,56910,LamdaHellix,LAMDA HELLIX SA,Tr/Ac,6,13,"6,656",0.01%,0.00%,0.00%,11
2341,9601,SHIBATA,Niigata Communication Service,Tr/Ac,6,12,"43,008",0.01%,0.00%,0.00%,10
2342,58055,EXTRATEL-N...,EXTRATEL LTD,Tr/Ac,6,12,"36,352",0.01%,0.00%,0.00%,5
2343,8779,INFOCOM-KM,KhmelnitskInfocom LTD,Tr/Ac,6,12,"29,440",0.01%,0.00%,0.00%,11
2344,39816,VOLTA-AS,Volta Communications Sp.z.o.o.,Tr/Ac,6,12,"17,152",0.01%,0.00%,0.00%,10
2345,31543,MYNET-AS,myNet Internet Solutions,Tr/Ac,6,11,"21,760",0.01%,0.00%,0.00%,19
2346,33842,CROSSTEL-AS,Cross Tel Ltd,Tr/Ac,6,11,"15,616",0.01%,0.00%,0.00%,31
2347,8798,PAGI-AS,Powszechna Agencja Informacyjna S.A.,Tr/Ac,6,11,"13,312",0.01%,0.00%,0.00%,9
2348,42742,INTERKAMSE...,InterkamService Ltd.,Tr/Ac,6,11,"7,424",0.01%,0.00%,0.00%,6
2349,53486,NRBN,Niagara Regional Broadband Networks Limited,Tr/Ac,6,10,"31,488",0.01%,0.00%,0.00%,11
2350,197099,MULTINET24PL,Multinet 24 Sp. Z o.o.,Tr/Ac,6,10,"25,600",0.01%,0.00%,0.00%,14
2351,27445,BSINET,"Brainstorm Internet, Inc.",Tr/Ac,6,10,"24,832",0.01%,0.00%,0.00%,8
2352,25372,ITCONSULTI...,IT Consulting L.L.C.,Tr/Ac,6,10,"12,800",0.01%,0.00%,0.00%,14
2353,196695,NETONERUS,"Netone Rus, CJSC",En,6,10,"6,912",0.01%,0.00%,0.00%,16
2354,18565,VINS-AS-3,ViaWest,Tr/Ac,6,9,"13,056",0.01%,0.00%,0.00%,8
2355,34254,HORNET-AS,HOR.NET Polska Sp. z o.o.,Tr/Ac,6,9,"11,520",0.01%,0.00%,0.00%,8
2356,41151,DIGITALIT-AS,Digital IT Consulting SRL,Co,6,9,"7,936",0.01%,0.00%,0.00%,8
2357,52153,BGCOM,Pawel Kowalski BGCOM,Tr/Ac,6,9,"7,168",0.01%,0.00%,0.00%,9
2358,42613,TURNSEK-AS,Elektro Turnsek d.o.o.,Tr/Ac,6,8,"37,888",0.01%,0.00%,0.00%,6
2359,13273,FRANCE-TEASER,Open Wide Outsourcing SAS,Tr/Ac,6,8,"21,248",0.01%,0.00%,0.00%,3
2360,47463,EU-OPEN-AS,Stichting Rotterdam Internet Exchange,Tr/Ac,6,8,"10,240",0.01%,0.00%,0.00%,48
2361,39040,BASIS06,NTS workspace AG,Tr/Ac,6,8,"8,704",0.01%,0.00%,0.00%,6
2362,198295,BCI,BCI Telecom Limited,Tr/Ac,6,6,"14,080",0.01%,0.00%,0.00%,6
2363,27781,(no data),SMITCOMS N.V.,Tr/Ac,5,"1,560","2,427,328",0.01%,0.26%,0.11%,14
2364,52233,(no data),Columbus Communications Curacao NV,Tr/Ac,5,"1,529","2,392,000",0.01%,0.26%,0.11%,5
2365,2386,INS-AS,AT&T Data Communications Services,Tr/Ac,5,"1,017","1,845,504",0.01%,0.17%,0.09%,6
2366,23487,(no data),CONECEL,Tr/Ac,5,940,"297,472",0.01%,0.16%,0.01%,9
2367,9845,CJCKN-AS-KR,CJ-CABLENET,Tr/Ac,5,818,"700,928",0.01%,0.14%,0.03%,5
2368,35908,VPLSNET,Krypt Technologies,Tr/Ac,5,808,"765,184",0.01%,0.14%,0.04%,30
2369,4004,GLOBAL-SPLK,Sprint International,Tr/Ac,5,556,"3,036,158",0.01%,0.09%,0.14%,57
2370,38511,TACHYON-AS-ID,PT Remala Abadi,Tr/Ac,5,500,"80,896",0.01%,0.08%,0.00%,6
2371,36352,AS-COLOCRO...,ColoCrossing,Co,5,473,"1,082,112",0.01%,0.08%,0.05%,7
2372,17443,KARUTURI-IN,Karuturi Telecom Pvt Ltd,Tr/Ac,5,473,"121,088",0.01%,0.08%,0.01%,6
2373,13765,NEDELCO,Nedelco Inc.,Tr/Ac,5,455,"1,265,408",0.01%,0.08%,0.06%,6
2374,20207,(no data),Gigared S.A.,Co,5,414,"211,200",0.01%,0.07%,0.01%,7
2375,7046,RFC2270-UU...,"MCI Communications Services, Inc. d/b/a Verizon Business",Co,5,412,"1,607,424",0.01%,0.07%,0.07%,5
2376,38710,WORLDCALL-...,Worldcall Telecom Limited,Tr/Ac,5,411,"221,184",0.01%,0.07%,0.01%,6
2377,14430,BWFN,"BalsamWest FiberNET, LLC",Tr/Ac,5,409,"132,096",0.01%,0.07%,0.01%,6
2378,37958,CNNIC-CHIN...,"Beijing Blue I.T Technologies Co.,Ltd.",Tr/Ac,5,393,"1,327,360",0.01%,0.07%,0.06%,18
2379,30475,WEHOSTWEBS...,WeHostWebSites.com,Co,5,382,"1,945,344",0.01%,0.06%,0.09%,7
2380,9497,DIGITELONE,Digital Telecommunications Philippines Inc.,Tr/Ac,5,357,"457,984",0.01%,0.06%,0.02%,7
2381,17184,ATL-CBEYOND,"CBEYOND COMMUNICATIONS, LLC",Tr/Ac,5,319,"585,728",0.01%,0.05%,0.03%,5
2382,24810,TELESET-KAZAN,OJSC Rostelecom,Tr/Ac,5,317,"139,520",0.01%,0.05%,0.01%,5
2383,52308,(no data),AGUAS DEL COLORADO SAPEM,Tr/Ac,5,315,"110,592",0.01%,0.05%,0.01%,7
2384,16422,NEWSKIES-N...,"New Skies Satellites, Inc.",Tr/Ac,5,304,"149,504",0.01%,0.05%,0.01%,9
2385,22284,DIOS,"Department of the Interior, Office of theSecretary",Co,5,291,"1,004,800",0.01%,0.05%,0.05%,7
2386,25653,FORTRESSITX,FortressITX,Tr/Ac,5,284,"375,104",0.01%,0.05%,0.02%,7
2387,28400,(no data),SECRETARIA DE COMUNICACIONES Y TRANSPORTES COORDINACION DE LA SOCIEDAD DE LA INF,Tr/Ac,5,282,"275,712",0.01%,0.05%,0.01%,7
2388,15706,Sudatel,Sudatel Telecom Group,Tr/Ac,5,282,"153,856",0.01%,0.05%,0.01%,8
2389,13257,POLARCOM-AS,Polarcom,Tr/Ac,5,274,"140,544",0.01%,0.05%,0.01%,5
2390,12849,HOTNET-IL,Hot-Net internet services Ltd.,Tr/Ac,5,265,"543,744",0.01%,0.04%,0.03%,60
2391,7788,MAGMA-COMM,Magma Communications Ltd.,Co,5,259,"148,224",0.01%,0.04%,0.01%,8
2392,47438,PSKOVLINE-AS,Pskovline Ltd.,Tr/Ac,5,258,"155,392",0.01%,0.04%,0.01%,10
2393,26210,(no data),AXS Bolivia S. A.,Tr/Ac,5,251,"67,840",0.01%,0.04%,0.00%,6
2394,45587,CBCNET-CER...,Trans-Eurasia Information Network (TEIN2) - SG,Tr/Ac,5,242,"1,401,600",0.01%,0.04%,0.07%,7
2395,24235,CHIEF-TW-A...,CHIEF Telecom Inc.,Tr/Ac,5,238,"610,304",0.01%,0.04%,0.03%,3
2396,28624,(no data),PROVEDORA CMA INTERNET LTDA,Tr/Ac,5,235,"49,152",0.01%,0.04%,0.00%,31
2397,27364,ACS-INTERNET,Armstrong Cable Services,Tr/Ac,5,231,"423,168",0.01%,0.04%,0.02%,7
2398,32034,NEWCOM-INTL,"NewCom International, Inc.",Tr/Ac,5,224,"313,600",0.01%,0.04%,0.01%,5
2399,6332,(no data),"Telefonos del Noroeste, S.A. de C.V.",Tr/Ac,5,221,"833,792",0.01%,0.04%,0.04%,5
2400,6367,EMBARQ-KLLN,Embarq Corporation,En,5,214,"158,976",0.01%,0.04%,0.01%,5
2401,28438,(no data),"Metro Net, S.A.P.I. de C.V.",Tr/Ac,5,203,"91,392",0.01%,0.03%,0.00%,7
2402,4787,ASN-CBN,PT. Cyberindo Mega Persada,Tr/Ac,5,202,"89,344",0.01%,0.03%,0.00%,5
2403,38333,SYMBIO-AS-...,Symbio Networks,Tr/Ac,5,199,"91,760",0.01%,0.03%,0.00%,11
2404,27751,(no data),Neunet S.A.,Tr/Ac,5,179,"38,912",0.01%,0.03%,0.00%,6
2405,29582,SATCOM-AS,Optisprint,En,5,176,"61,184",0.01%,0.03%,0.00%,6
2406,14178,(no data),"Megacable Comunicaciones de Mexico, S.A. de C.V.",Tr/Ac,5,172,"327,424",0.01%,0.03%,0.02%,8
2407,35415,WEBAZILLA,WebaZilla B.V.,Co,5,169,"112,896",0.01%,0.03%,0.01%,9
2408,17459,M2TELECOMM...,EFTel Pty Ltd,Tr/Ac,5,168,"231,936",0.01%,0.03%,0.01%,3
2409,29686,PROBENETWO...,Probe Networks,Tr/Ac,5,160,"86,532",0.01%,0.03%,0.00%,38
2410,39138,OPENAP-WIR...,rrbone UG (haftungsbeschraenkt),Tr/Ac,5,154,"249,600",0.01%,0.03%,0.01%,66
2411,58256,refatec,Rayaneh Gostar Farzanegan Ahwaz Company LTD.,Tr/Ac,5,154,"200,448",0.01%,0.03%,0.01%,7
2412,43391,NETDIREKT-TR,Netdirekt A.S.,Co,5,150,"64,000",0.01%,0.03%,0.00%,9
2413,22637,C-R-T,Arialink,Tr/Ac,5,143,"1,228,032",0.01%,0.02%,0.06%,6
2414,11290,RAPIDUS,COGECO Cable Canada Inc.,Tr/Ac,5,134,"415,232",0.01%,0.02%,0.02%,9
2415,27822,(no data),Emerging Markets Communications de Argentina S.R.L,Tr/Ac,5,128,"81,920",0.01%,0.02%,0.00%,53
2416,8280,SYNAPSECOM-AS,SYNAPSECOM S.A.,Co,5,124,"34,048",0.01%,0.02%,0.00%,7
2417,5730,WORLDNET3,"AT&T Services, Inc.",Tr/Ac,5,122,"129,792",0.01%,0.02%,0.01%,2
2418,17139,CORPCOLO,Corporate Colocation Inc.,Co,5,119,"77,568",0.01%,0.02%,0.00%,6
2419,12392,ASBRUTELE,Brutele SC,Tr/Ac,5,118,"448,000",0.01%,0.02%,0.02%,7
2420,1421,WANSECURITY,"WANSecurity, Inc.",Tr/Ac,5,116,"53,760",0.01%,0.02%,0.00%,8
2421,22241,IC2NET,IC2NET,Tr/Ac,5,116,"35,328",0.01%,0.02%,0.00%,8
2422,27696,(no data),Multidata S.A.,Tr/Ac,5,115,"41,216",0.01%,0.02%,0.00%,6
2423,28258,(no data),Infoline - Comunicações e Informações Eletrônicas,Tr/Ac,5,115,"30,720",0.01%,0.02%,0.00%,6
2424,52871,(no data),TASCOM TELECOMUNICAÇÕES LTDA,Tr/Ac,5,114,"109,312",0.01%,0.02%,0.01%,3
2425,52280,(no data),INTERNEXA Chile S.A.,Tr/Ac,5,114,"41,997",0.01%,0.02%,0.00%,12
2426,35177,ASI-AS,OJSC Rostelecom,Tr/Ac,5,112,"64,256",0.01%,0.02%,0.00%,5
2427,6620,AS-6620,"AMA Communications, LLC",Tr/Ac,5,110,"55,040",0.01%,0.02%,0.00%,8
2428,4721,JCN,Japan Cablenet Limited,Tr/Ac,5,109,"812,032",0.01%,0.02%,0.04%,13
2429,206,CSC-IGN-AMER,Computer Sciences Corporation,Tr/Ac,5,109,"656,896",0.01%,0.02%,0.03%,6
