as_rank,as_number,as_name,org_name,as_type,no_ases,no_ip4_prefixes,no_ip4_addresses,pc_ases,pc_ip4_prefixes,pc_ip4_addresses,as_transit_degree
1,3356,LEVEL3,"Level 3 Communications, Inc.",Tr/Ac,"26,001","385,686","1,491,396,364",56%,64%,69%,4082
2,174,COGENT-174,Cogent Communications,Tr/Ac,"18,242","248,367","738,311,800",39%,41%,34%,4418
3,1299,TELIANET,TeliaSonera International Carrier,Tr/Ac,"15,860","295,861","816,891,187",34%,49%,38%,892
4,3257,TINET-BACK...,Tinet Spa,Tr/Ac,"15,764","255,370","766,261,579",34%,42%,35%,1056
5,2914,NTT-COMMUN...,"NTT America, Inc.",Tr/Ac,"15,464","263,593","967,717,471",33%,44%,45%,1130
6,6453,AS6453,TATA COMMUNICATIONS (AMERICA) INC,Tr/Ac,"11,434","210,679","693,241,919",24%,35%,32%,630
7,6762,SEABONE-NET,TELECOM ITALIA SPARKLE S.p.A.,Tr/Ac,"10,616","197,345","450,104,039",22%,33%,20%,340
8,3549,LVLT-3549,"Level 3 Communications, Inc.",Tr/Ac,"8,591","190,063","541,955,194",18%,31%,25%,3611
9,7018,ATT-INTERNET4,"AT&T Services, Inc.",Tr/Ac,"6,906","97,279","531,951,191",14%,16%,24%,2399
10,6939,HURRICANE,"Hurricane Electric, Inc.",Tr/Ac,"6,649","99,656","356,084,222",14%,16%,16%,3539
11,2828,XO-AS15,XO Communications,Tr/Ac,"6,219","137,046","429,966,738",13%,22%,20%,1099
12,1273,CW,Cable and Wireless Worldwide plc,Tr/Ac,"5,747","79,377","267,106,353",12%,13%,12%,348
13,3491,BTN-ASN,"Beyond The Network America, Inc.",Tr/Ac,"5,699","159,334","365,612,742",12%,26%,17%,536
14,701,UUNET,"MCI Communications Services, Inc. d/b/a Verizon Business",Tr/Ac,"5,064","112,919","856,924,063",10%,18%,39%,1558
15,1239,SPRINTLINK,Sprint,Tr/Ac,"3,634","110,856","532,321,869",7.9%,18%,24%,687
16,6461,ABOVENET,"Abovenet Communications, Inc",Tr/Ac,"3,584","42,278","183,329,286",7.7%,7.1%,8.5%,1336
17,3320,DTAG,Deutsche Telekom AG,Tr/Ac,"3,549","78,220","388,682,135",7.7%,13%,18%,536
18,209,ASN-QWEST,"Qwest Communications Company, LLC",Tr/Ac,"3,169","50,418","290,318,675",6.8%,8.5%,13%,1607
19,9002,RETN-AS,RETN Limited,Tr/Ac,"2,817","18,013","26,774,907",6.1%,3.0%,1.2%,1397
20,20485,TRANSTELECOM,TransTelecom,Tr/Ac,"2,447","18,806","30,438,400",5.3%,3.2%,1.4%,1610
21,4323,TWTC,"tw telecom holdings, inc.",Tr/Ac,"2,254","24,928","70,617,420",4.9%,4.2%,3.3%,1945
22,12389,ROSTELECOM-AS,OJSC Rostelecom,Tr/Ac,"2,102","18,395","39,312,632",4.5%,3.1%,1.8%,626
23,3216,SOVAM-AS,"OJSC ""Vimpelcom""",Tr/Ac,"1,992","13,704","23,949,813",4.3%,2.3%,1.1%,746
24,7473,SINGTEL-AS-AP,Singapore Telecommunications Ltd,Tr/Ac,"1,929","62,920","152,140,650",4.2%,10%,7.1%,301
25,31133,MF-MGSM-AS,OJSC MegaFon,Tr/Ac,"1,609","39,640","23,579,339",3.5%,6.6%,1.1%,1274
26,8359,MTS,MTS OJSC,Tr/Ac,"1,603","9,318","18,050,283",3.5%,1.6%,0.84%,474
27,7922,COMCAST-7922,"Comcast Cable Communications, Inc.",Tr/Ac,"1,446","21,030","119,092,172",3.1%,3.5%,5.5%,153
28,8928,INTEROUTE,Interoute Communications Limited,Tr/Ac,"1,444","16,333","58,857,761",3.1%,2.7%,2.7%,663
29,10026,PACNET,Pacnet Global Ltd,Tr/Ac,"1,311","59,755","196,917,309",2.8%,10%,9.2%,667
30,12956,Telefonica,Telefonica Backbone Autonomous System,Tr/Ac,"1,299","46,468","144,990,393",2.8%,7.8%,6.8%,170
31,20562,OPEN-PEERI...,"Open Peering Initiative, Amsterdam, The Netherlands",Tr/Ac,"1,287","36,513","165,394,915",2.8%,6.1%,7.7%,337
32,286,KPN,KPN International / KPN Eurorings,Tr/Ac,"1,264","18,134","72,225,232",2.7%,3.0%,3.4%,308
33,4436,AS-GTT-4436,"nLayer Communications, Inc.",Tr/Ac,"1,245","29,600","74,743,390",2.7%,5.0%,3.5%,350
34,702,UUNET,"MCI Communications Services, Inc. d/b/a Verizon Business",Tr/Ac,"1,160","14,917","37,666,174",2.5%,2.5%,1.8%,358
35,9498,BBIL-AP,BHARTI Airtel Ltd.,Tr/Ac,"1,113","35,283","76,630,149",2.4%,5.9%,3.6%,519
36,5511,Opentransit,Orange S.A.,Tr/Ac,"1,099","20,963","121,089,926",2.4%,3.5%,5.6%,154
37,3561,SAVVIS,Savvis,Tr/Ac,"1,072","34,918","272,157,420",2.3%,5.9%,12%,281
38,13030,INIT7,Init Seven AG,Tr/Ac,"1,023","58,138","192,275,939",2.2%,9.8%,9.0%,480
39,2516,KDDI,KDDI CORPORATION,Tr/Ac,978,"40,287","260,486,803",2.1%,6.8%,12%,339
40,22388,TRANSPAC,Indiana University,Tr/Ac,970,"10,198","117,107,878",2.1%,1.7%,5.5%,11
41,15412,FLAG-AS,Reliance Globalcom Limited,Tr/Ac,948,"31,653","67,214,273",2.0%,5.3%,3.1%,277
42,20764,RASCOM-AS,"CJSC Rascom, St.Petersburg, Russia",Tr/Ac,948,"4,267","8,452,696",2.0%,0.72%,0.39%,484
43,4766,KIXS-AS-KR,Korea Telecom,Tr/Ac,903,"37,541","360,821,343",2.0%,6.3%,16%,439
44,11537,ABILENE,Internet2,Tr/Ac,899,"9,381","105,096,695",1.9%,1.6%,4.9%,93
45,21219,Datagroup,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",Tr/Ac,815,"5,776","4,653,062",1.8%,0.97%,0.22%,404
46,6772,IMPNET-AS,ImproWare AG,Tr/Ac,802,"56,891","186,734,693",1.7%,9.5%,8.7%,23
47,4637,ASN-TELSTR...,Telstra Global,Tr/Ac,771,"23,182","78,531,375",1.7%,3.9%,3.7%,225
48,18881,(no data),Global Village Telecom,Tr/Ac,760,"13,527","11,411,506",1.6%,2.3%,0.53%,588
49,50384,W-IX_LTD,W-IX LTD,Tr/Ac,748,"7,257","17,229,999",1.6%,1.2%,0.80%,305
50,29076,CITYTELECO...,"Filanco, ltd.",Co,742,"3,557","4,033,861",1.6%,0.60%,0.19%,558
51,7843,TWCABLE-BA...,Time Warner Cable Internet LLC,Tr/Ac,728,"9,695","56,964,832",1.6%,1.6%,2.7%,57
52,9304,HUTCHISON-...,Hutchison Global Communications,Tr/Ac,704,"26,220","72,162,116",1.5%,4.4%,3.4%,261
53,5588,GTSCE,GTS Czech s.r.o.,Tr/Ac,699,"2,789","4,987,561",1.5%,0.47%,0.23%,634
54,8220,COLT,COLT Technology Services Group Limited,Tr/Ac,659,"4,684","45,079,180",1.4%,0.79%,2.1%,653
55,5580,HIBERNIA,"Atrato Communications, Inc.",Tr/Ac,649,"10,152","18,267,442",1.4%,1.7%,0.85%,815
56,6830,LGI-UPC,Liberty Global Operations BV,Tr/Ac,643,"4,804","18,675,778",1.4%,0.81%,0.87%,641
57,8218,NEO-ASN,Neo Telecoms S.A.S.,Tr/Ac,578,"2,707","6,947,472",1.2%,0.45%,0.32%,685
58,7474,OPTUSCOM-A...,SingTel Optus Pty Ltd,Tr/Ac,576,"14,998","52,206,365",1.2%,2.5%,2.4%,169
59,12741,AS-NETIA,Netia SA,Tr/Ac,565,"1,690","21,679,712",1.2%,0.28%,1.0%,485
60,16735,(no data),Companhia de Telecomunicacoes do Brasil Central,Tr/Ac,563,"11,310","20,487,844",1.2%,1.9%,0.95%,492
61,11164,INTERNET2-...,Internet2,Tr/Ac,561,"4,105","92,523,853",1.2%,0.69%,4.3%,119
62,4755,TATACOMM-AS,TATA Communications formerly VSNL is Leading ISP,Tr/Ac,552,"22,640","31,795,724",1.2%,3.8%,1.5%,382
63,4713,OCN,NTT Communications Corporation,Tr/Ac,542,"17,442","187,747,842",1.2%,2.9%,8.7%,162
64,8657,CPRM,PT Comunicacoes S A,Tr/Ac,535,"10,059","22,890,506",1.2%,1.7%,1.1%,417
65,28917,Fiord-AS,"JSC ""TRC FIORD""",Tr/Ac,535,"4,138","3,913,216",1.2%,0.69%,0.18%,1070
66,12874,FASTWEB,Fastweb SpA,Tr/Ac,523,"6,661","68,046,082",1.1%,1.1%,3.2%,475
67,4826,VOCUS-BACK...,Vocus Connect International Backbone,Tr/Ac,504,"7,463","8,893,841",1.1%,1.3%,0.41%,393
68,22773,ASN-CXA-AL...,Cox Communications Inc.,Tr/Ac,488,"8,054","21,116,716",1.1%,1.4%,0.98%,465
69,7738,(no data),Telemar Norte Leste S.A.,Tr/Ac,487,"9,740","19,452,426",1.1%,1.6%,0.91%,189
70,24724,ATMAN-Fore...,KSU Provector Mariusz Dziakowicz,Tr/Ac,483,"1,338","3,017,600",1.0%,0.22%,0.14%,195
71,262589,(no data),INTERNEXA Brasil Operadora de Telecomunicações S.A,Tr/Ac,470,"12,424","12,756,944",1.0%,2.1%,0.59%,134
72,3303,SWISSCOM,Swisscom (Switzerland) Ltd,Tr/Ac,458,"4,840","20,649,870",0.99%,0.81%,0.96%,453
73,7545,TPG-INTERN...,TPG Telecom Limited,Tr/Ac,449,"14,381","28,678,432",0.97%,2.4%,1.3%,56
74,3209,VODANET,Vodafone GmbH,Tr/Ac,443,"9,273","28,738,304",0.96%,1.6%,1.3%,187
75,6128,CABLE-NET-1,Cablevision Systems Corp.,Tr/Ac,431,"5,385","12,444,368",0.93%,0.90%,0.58%,465
76,3786,LGDACOM,LG DACOM Corporation,Tr/Ac,430,"12,185","36,221,169",0.93%,2.0%,1.7%,357
77,20965,GEANT,DANTE Ltd,Tr/Ac,425,"4,680","31,352,022",0.92%,0.79%,1.5%,68
78,8732,COMCOR-AS,Moscow Telecommunication Corporation (COMCOR),Tr/Ac,420,"1,474","1,994,121",0.91%,0.25%,0.09%,307
79,35320,ETT-AS,Eurotranstelecom Ltd,Tr/Ac,419,"2,979","2,383,297",0.91%,0.50%,0.11%,167
80,9318,HANARO-AS,SK Broadband ( formely as Hanaro Telecom Inc.),Tr/Ac,406,"13,963","36,423,528",0.88%,2.3%,1.7%,371
81,4134,CHINANET-B...,"No.31,Jin-rong Street",Tr/Ac,399,"29,327","287,717,136",0.86%,4.9%,13%,98
82,7029,WINDSTREAM,Windstream Communications Inc,Tr/Ac,392,"9,986","30,403,072",0.85%,1.7%,1.4%,368
83,39792,ANDERS-AS,Anders Telecom Ltd.,Tr/Ac,390,"2,479","3,315,714",0.84%,0.42%,0.15%,1092
84,46786,IPTRANSIT,IP Transit Inc.,Tr/Ac,379,"1,900","2,394,659",0.82%,0.32%,0.11%,118
85,4657,STARHUBINT...,StarHub Internet Exchange,Tr/Ac,365,"13,357","61,163,692",0.79%,2.2%,2.8%,188
86,9505,TWGATE-AP,Taiwan Internet Gateway,Tr/Ac,355,"10,400","46,033,860",0.77%,1.7%,2.1%,333
87,13249,ITS-UA,IT Systems LLC,Tr/Ac,351,"1,433","1,788,163",0.76%,0.24%,0.08%,135
88,9050,RTD,ROMTelecom S.A.,Tr/Ac,345,"2,559","4,130,560",0.75%,0.43%,0.19%,266
89,10429,(no data),Telefonica Data S.A.,Tr/Ac,342,"6,061","37,570,040",0.74%,1.0%,1.7%,162
90,24490,TEIN2-SG-AP,Trans-Eurasia Information Network (TEIN2) - SG,Tr/Ac,340,"2,651","26,069,251",0.73%,0.44%,1.2%,13
91,21011,TOPNET,"""TOP NET"" PJSC",Tr/Ac,339,"2,482","1,484,108",0.73%,0.42%,0.07%,187
92,2497,IIJ,Internet Initiative Japan Inc.,Tr/Ac,337,"6,495","63,214,806",0.73%,1.1%,2.9%,273
93,3255,UARNET-AS,"State Enterprise Scientific and Telecommunication Centre ""Ukrainian Academic and",Tr/Ac,334,"1,416","1,405,224",0.72%,0.24%,0.07%,229
94,13237,LAMBDANET-AS,euNetworks Managed Services GmbH,Tr/Ac,327,"2,068","6,772,224",0.71%,0.35%,0.32%,262
95,577,BACOM,Bell Canada,Tr/Ac,323,"9,232","14,742,856",0.70%,1.5%,0.69%,239
96,8167,(no data),Telemar Norte Leste S.A.,Tr/Ac,321,"6,630","10,436,514",0.69%,1.1%,0.49%,217
97,9121,TTNet,Turk Telekomunikasyon Anonim Sirketi,Tr/Ac,318,"7,042","16,204,672",0.69%,1.2%,0.75%,211
98,8529,OMANTEL-AS,General Telecommunication Organization,Tr/Ac,305,"7,548","10,781,184",0.66%,1.3%,0.50%,80
99,5400,BT,British Telecommunications plc,Tr/Ac,303,"2,488","26,950,980",0.65%,0.42%,1.3%,151
100,3267,RUNNET,"State Institute of Information Technologies and Telecommunications (SIIT&T ""Info",Tr/Ac,296,"1,337","1,915,733",0.64%,0.22%,0.09%,665
101,2764,AAPT,AAPT Limited,Tr/Ac,293,"9,289","23,830,564",0.63%,1.6%,1.1%,177
102,4725,ODN,SOFTBANK TELECOM Corp.,Tr/Ac,291,"5,895","77,289,216",0.63%,0.99%,3.6%,124
103,20115,CHARTER-NE...,Charter Communications,Tr/Ac,279,"5,185","13,503,552",0.60%,0.87%,0.63%,279
104,4788,TMNET-AS-AP,"TM Net, Internet Service Provider",Tr/Ac,278,"11,377","22,837,957",0.60%,1.9%,1.1%,166
105,10796,SCRR-10796,Time Warner Cable Internet LLC,Co,267,"2,427","10,395,424",0.58%,0.41%,0.48%,234
106,12883,UCOMLINE,"PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",Tr/Ac,267,"1,375","1,542,659",0.58%,0.23%,0.07%,149
107,6663,TTI-NET,Euroweb Romania S.A.,Tr/Ac,265,"3,234","2,976,016",0.57%,0.54%,0.14%,228
108,4230,(no data),EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES SA-EMBRATEL,Tr/Ac,264,"9,112","20,725,352",0.57%,1.5%,0.97%,281
109,46887,LIGHTOWER,Lightower Fiber Networks,Tr/Ac,262,"3,003","4,695,496",0.57%,0.50%,0.22%,247
110,8708,RCS-RDS,RCS & RDS SA,Tr/Ac,254,835,"2,821,120",0.55%,0.14%,0.13%,338
111,12989,HWNG,Eweka Internet Services B.V.,Tr/Ac,252,"12,564","36,020,254",0.54%,2.1%,1.7%,1145
112,25973,AS-GTT-25973,"PacketExchange, Inc",Tr/Ac,250,"11,453","35,011,552",0.54%,1.9%,1.6%,26
113,3292,TDC,TDC A/S,Tr/Ac,250,"1,463","12,257,288",0.54%,0.25%,0.57%,284
114,251,KAIAGLOBAL-AS,Kaia Global Networks Ltd.,Tr/Ac,249,"1,244","1,887,104",0.54%,0.21%,0.09%,116
115,26615,(no data),Tim Celular S.A.,Tr/Ac,246,"6,238","19,362,302",0.53%,1.0%,0.90%,106
116,20804,ASN-TELENERGO,Exatel S.A.,Tr/Ac,244,"1,040","1,314,432",0.53%,0.17%,0.06%,214
117,23520,COLUMBUS-N...,"Columbus Networks USA, Inc.",Tr/Ac,243,"14,899","22,521,298",0.52%,2.5%,1.0%,152
118,5617,TPNET,Orange Polska Spolka Akcyjna,Tr/Ac,238,647,"7,139,688",0.51%,0.11%,0.33%,235
119,29049,Delta-Tele...,Delta Telecom LTD.,Tr/Ac,236,"4,281","10,007,808",0.51%,0.72%,0.47%,102
120,12880,DCI-AS,Information Technology Company (ITC),Co,235,"3,301","8,655,104",0.51%,0.55%,0.40%,106
121,18101,RELIANCE-C...,Reliance Communications,Tr/Ac,227,"9,305","17,422,740",0.49%,1.6%,0.81%,205
122,1257,SWIPNET,TELE2,Tr/Ac,223,"2,824","12,442,500",0.48%,0.47%,0.58%,154
123,34984,TELLCOM-AS,TELLCOM ILETISIM HIZMETLERI A.S.,Tr/Ac,222,"5,524","8,854,272",0.48%,0.93%,0.41%,134
124,24785,JOINTTRANS...,Open Peering BV trading as Joint Transit,Tr/Ac,222,"1,025","9,066,496",0.48%,0.17%,0.42%,182
125,2603,NORDUNET,NORDUnet A/S,Tr/Ac,217,"1,142","13,606,208",0.47%,0.19%,0.63%,299
126,6327,SHAW,Shaw Communications Inc.,Tr/Ac,216,"4,200","12,470,208",0.47%,0.70%,0.58%,225
127,11404,AS-VOBIZ,vanoppen.biz LLC,Tr/Ac,211,"3,313","6,169,248",0.46%,0.56%,0.29%,116
128,7385,INTEGRATEL...,"Integra Telecom, Inc.",Tr/Ac,211,"2,310","10,478,336",0.46%,0.39%,0.49%,239
129,4809,CHINATELEC...,China Telecom Next Generation Carrier Network,Tr/Ac,207,"11,381","24,135,456",0.45%,1.9%,1.1%,88
130,7713,telkomnet-...,PT Telekomunikasi Indonesia,Tr/Ac,205,"5,509","12,865,840",0.44%,0.92%,0.60%,248
131,33891,CORE-BACKBONE,Core-Backbone GmbH,Tr/Ac,202,"1,086","3,657,473",0.44%,0.18%,0.17%,145
132,13789,INTERNAP-BLK3,Internap Network Services Corporation,Tr/Ac,199,"2,983","3,050,890",0.43%,0.50%,0.14%,164
133,22561,AS22561,"Qwest Communications Company, LLC",Tr/Ac,198,"4,100","6,737,408",0.43%,0.69%,0.31%,72
134,5089,NTL,Virgin Media Limited,Tr/Ac,198,"3,903","59,458,311",0.43%,0.65%,2.8%,234
135,4648,NZIX-2,Global-Gateway Internet,Tr/Ac,197,"3,474","4,209,527",0.43%,0.58%,0.20%,89
136,5483,HTC-AS,Magyar Telekom plc.,Tr/Ac,195,"3,809","4,585,729",0.42%,0.64%,0.21%,129
137,15290,ALLST-15290,Allstream Corp.,Tr/Ac,195,"2,288","5,427,024",0.42%,0.38%,0.25%,200
138,8866,BTC-AS,Bulgarian Telecommunication Company Plc.,Tr/Ac,193,"2,526","1,482,000",0.42%,0.42%,0.07%,198
139,4651,THAI-GATEWAY,The Communications Authority of Thailand(CAT),Tr/Ac,192,"6,140","8,728,256",0.41%,1.0%,0.41%,118
140,12578,APOLLO-AS,LATTELEKOM-APOLLO,Tr/Ac,189,"1,477","5,294,976",0.41%,0.25%,0.25%,170
141,2687,ATGS-MMD-AS,"AT&T Global Network Services, LLC",Tr/Ac,185,"3,691","29,448,072",0.40%,0.62%,1.4%,75
142,7303,(no data),Telecom Argentina S.A.,Tr/Ac,184,"6,953","8,642,126",0.40%,1.2%,0.40%,114
143,721,DNIC-ASBLK...,DoD Network Information Center,Tr/Ac,182,"5,713","81,469,696",0.39%,0.96%,3.8%,6
144,1764,NEXTLAYER-AS,next layer Telekommunikationsdienstleistungs- GmbH,Tr/Ac,174,701,"3,368,192",0.38%,0.12%,0.16%,733
145,5541,AdNet-Telecom,SC AD NET MARKET MEDIA SRL,Tr/Ac,173,"3,015","3,169,294",0.37%,0.51%,0.15%,87
146,13768,PEER1,Peer 1 Network (USA) Inc.,Tr/Ac,172,"3,867","7,532,709",0.37%,0.65%,0.35%,191
147,19151,WVFIBER-1,WV FIBER,Tr/Ac,172,"2,344","3,226,176",0.37%,0.39%,0.15%,869
148,852,ASN852,TELUS Communications Inc.,Tr/Ac,166,"3,686","11,185,920",0.36%,0.62%,0.52%,180
149,812,ROGERS-CABLE,Rogers Cable Communications Inc.,Tr/Ac,165,"2,495","8,879,648",0.36%,0.42%,0.41%,130
150,45147,NAPINFO-TR...,PT. NAP Info Lintas Nusa,Tr/Ac,164,"2,490","800,768",0.35%,0.42%,0.04%,64
151,55410,VODAFONE-N...,"C48 Okhla Industrial Estate, New Delhi-110020",Tr/Ac,163,"7,124","4,728,576",0.35%,1.2%,0.22%,137
152,1221,ASN-TELSTRA,Telstra Pty Ltd,Tr/Ac,162,"4,880","18,786,624",0.35%,0.82%,0.87%,137
153,2854,ROSPRINT-AS,LLC Equant,Tr/Ac,161,489,"639,560",0.35%,0.08%,0.03%,198
154,3269,ASN-IBSNAZ,Telecom Italia S.p.a.,Tr/Ac,160,"1,319","21,908,032",0.35%,0.22%,1.0%,152
155,8881,VERSATEL,Versatel Deutschland GmbH,Tr/Ac,160,936,"2,575,104",0.35%,0.16%,0.12%,229
156,8717,SPECTRUMNET,MOBILTEL EAD,Tr/Ac,158,916,"939,540",0.34%,0.15%,0.04%,196
157,2856,BT-UK-AS,BT Public Internet Service,Tr/Ac,157,"1,332","14,117,444",0.34%,0.22%,0.66%,197
158,27064,DNIC-ASBLK...,DoD Network Information Center,Tr/Ac,156,"5,312","18,804,992",0.34%,0.89%,0.88%,141
159,39737,NETVISION-AS,Net Vision Telecom SRL,Tr/Ac,156,958,"692,504",0.34%,0.16%,0.03%,169
160,5603,SIOL-NET,Telekom Slovenije d.d.,Tr/Ac,156,858,"1,924,608",0.34%,0.14%,0.09%,116
161,25478,IHOME-AS,iHome LLC,Tr/Ac,156,762,"1,110,016",0.34%,0.13%,0.05%,63
162,8400,TELEKOM-AS,TELEKOM SRBIJA a.d.,Tr/Ac,154,"1,646","2,214,144",0.33%,0.28%,0.10%,144
163,4761,INDOSAT-IN...,INDOSAT Internet Network Provider,Tr/Ac,150,"2,923","4,080,128",0.32%,0.49%,0.19%,147
164,43727,KVANT-TELECOM,KVANT-TELEKOM Closed Joint Stock Company,Tr/Ac,150,802,"740,608",0.32%,0.13%,0.03%,87
165,196844,PIONIER-AS...,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputi",Tr/Ac,148,579,"1,270,080",0.32%,0.10%,0.06%,70
166,23947,MORATELIND...,PT.Mora Telematika Indonesia,Tr/Ac,146,"1,874","590,352",0.32%,0.31%,0.03%,102
167,8641,NAUKANET-AS,"LLC ""Nauka-Svyaz""",Tr/Ac,146,744,"754,944",0.32%,0.12%,0.04%,140
168,3741,IS,Internet Solutions,Tr/Ac,144,"2,117","25,278,656",0.31%,0.36%,1.2%,157
169,11427,SCRR-11427,Time Warner Cable Internet LLC,Co,144,"1,293","7,794,944",0.31%,0.22%,0.36%,131
170,13293,PIONIER-AS...,PIONIER,Tr/Ac,143,597,"1,003,776",0.31%,0.10%,0.05%,23
171,3215,AS3215,Orange S.A.,Tr/Ac,142,"2,919","33,107,392",0.31%,0.49%,1.5%,123
172,8447,TELEKOM-AT,A1 Telekom Austria AG,Tr/Ac,142,493,"4,891,784",0.31%,0.08%,0.23%,800
173,15694,ATMAN-ISP-AS,KSU Provector Mariusz Dziakowicz,Tr/Ac,142,389,"301,440",0.31%,0.07%,0.01%,138
174,9049,ERTH-TRANS...,"CJSC ""ER-Telecom Holding""",Tr/Ac,140,"1,459","1,956,389",0.30%,0.24%,0.09%,144
175,33491,COMCAST-33491,"Comcast Cable Communications, Inc.",Tr/Ac,140,891,"4,526,856",0.30%,0.15%,0.21%,141
176,29208,DIALTELECO...,"Dial Telecom, a.s.",Tr/Ac,139,451,"1,344,000",0.30%,0.08%,0.06%,792
177,12695,DINET-AS,Digital Networks CJSC,Tr/Ac,138,872,"1,442,060",0.30%,0.15%,0.07%,107
178,38082,IIT-TIG-AS-AP,"True International Gateway Co., Ltd.",Tr/Ac,136,"2,099","3,304,960",0.29%,0.35%,0.15%,112
179,21127,ZSTTKAS,"JSC ""Zap-Sib TransTeleCom"", Novosibirsk",Tr/Ac,136,"1,273","892,160",0.29%,0.21%,0.04%,116
180,12182,INTERNAP-2BLK,Internap Network Services Corporation,Co,136,"1,085","968,216",0.29%,0.18%,0.05%,107
181,6774,ASN-BICS,"Atrato Communications, Inc.",Tr/Ac,136,901,"5,428,288",0.29%,0.15%,0.25%,105
182,15772,WNET,"LLC ""WNET UKRAINE""",Tr/Ac,135,"1,501","966,432",0.29%,0.25%,0.05%,150
183,34224,NETERRA-AS,Neterra Ltd.,Tr/Ac,134,"5,176","7,339,200",0.29%,0.87%,0.34%,184
184,4837,CHINA169-B...,CNCGROUP China169 Backbone,Tr/Ac,133,"6,989","85,530,064",0.29%,1.2%,4.0%,66
185,12713,OTEGlobe,OTE GLOBAL SOLUTIONS S.A.,Tr/Ac,132,"5,237","9,164,545",0.29%,0.88%,0.43%,103
186,1785,AS-PAETEC-NET,"PaeTec Communications, Inc.",Tr/Ac,131,"1,532","2,266,624",0.28%,0.26%,0.11%,136
187,2153,CSUNET-NE,California State University Network,Tr/Ac,131,"1,090","27,415,104",0.28%,0.18%,1.3%,43
188,12552,IPO-EU,IP-Only Telecommunication Networks AB,Tr/Ac,131,740,"3,857,280",0.28%,0.12%,0.18%,181
189,6739,ONO-AS,Cableuropa S.A.U.,Tr/Ac,130,932,"3,809,024",0.28%,0.16%,0.18%,115
190,15645,AS15645,Ukrainian Networks,Tr/Ac,129,"1,081","1,070,350",0.28%,0.18%,0.05%,51
191,24130,TPG-AU,TPG Telecom Limited,Tr/Ac,128,"1,057","771,208",0.28%,0.18%,0.04%,130
192,50607,ASN-EPIX,Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie,Tr/Ac,127,376,"393,088",0.27%,0.06%,0.02%,105
193,27986,(no data),ENTEL CHILE S.A.,Tr/Ac,126,"3,782","20,178,586",0.27%,0.63%,0.94%,19
194,8501,PIONIER-AS,"PIONIER, National Research and Education Network in Poland",Tr/Ac,126,567,"1,573,120",0.27%,0.10%,0.07%,40
195,3758,ERX-SINGNET,SingNet,Tr/Ac,125,"3,277","45,310,194",0.27%,0.55%,2.1%,88
196,8551,BEZEQ-INTE...,Bezeq International-Ltd,Tr/Ac,124,"3,481","22,267,019",0.27%,0.58%,1.0%,212
197,12714,TI-AS,Net By Net Holding LLC,Tr/Ac,123,"20,786","1,867,090",0.27%,3.5%,0.09%,131
198,41095,IPTP,IPTRIPLEPLAY LTD,Tr/Ac,123,"1,445","4,353,538",0.27%,0.24%,0.20%,112
199,8966,Etisalat-AS,Emirates Telecommunications Corporation,Tr/Ac,122,"5,128","13,892,277",0.26%,0.86%,0.65%,137
200,31042,SERBIA-BRO...,Serbia BroadBand-Srpske Kablovske mreze d.o.o.,Tr/Ac,122,619,"1,190,400",0.26%,0.10%,0.06%,128
201,9198,KAZTELECOM-AS,JSC Kazakhtelecom,Tr/Ac,121,"1,842","2,839,040",0.26%,0.31%,0.13%,62
202,3352,Telefonica...,TELEFONICA DE ESPANA,Tr/Ac,119,"2,335","13,414,592",0.26%,0.39%,0.62%,122
203,31500,GLOBALNET-AS,JSC GLOBALNET,Tr/Ac,119,990,"1,012,712",0.26%,0.17%,0.05%,144
204,16657,FIBERTECH-...,"Fibertech Networks, LLC",Tr/Ac,119,952,"1,810,432",0.26%,0.16%,0.08%,115
205,20960,TKTELEKOM-AS,TK Telekom sp. z o.o.,Tr/Ac,119,291,"591,616",0.26%,0.05%,0.03%,111
206,39386,STC-IGW-AS,Saudi Telecom Company JSC,Tr/Ac,116,"3,560","5,987,120",0.25%,0.60%,0.28%,86
207,8437,UTA-AS,Tele2 Telecommunication GmbH,Tr/Ac,114,614,"1,605,376",0.25%,0.10%,0.07%,61
208,42861,PRIME-LINE-AS,"JSC ""Prime-Line""",Tr/Ac,114,430,"531,480",0.25%,0.07%,0.02%,109
209,52320,(no data),"Brasil Telecom de Venezuela, S.A.",Tr/Ac,112,"7,338","12,594,117",0.24%,1.2%,0.59%,87
210,8595,WESTCALL-AS,WestCall Ltd.,Tr/Ac,112,432,"524,032",0.24%,0.07%,0.02%,68
211,22927,(no data),Telefonica de Argentina,Tr/Ac,111,"8,292","15,097,300",0.24%,1.4%,0.70%,88
212,28513,(no data),Uninet S.A. de C.V.,Tr/Ac,111,"6,911","12,182,953",0.24%,1.2%,0.57%,11
213,6983,ITCDELTA,"Earthlink, Inc.",Tr/Ac,111,"2,645","4,496,640",0.24%,0.44%,0.21%,106
214,10913,INTERNAP-BLK,Internap Network Services Corporation,Tr/Ac,111,"1,735","1,972,228",0.24%,0.29%,0.09%,89
