,Shannon Entropy,Entropy
36230,-0.0,-0.0
262883,-0.0,-0.0
197348,-0.0,-0.0
197349,-0.0,-0.0
197350,-0.0,-0.0
262887,-0.0,-0.0
393960,0.194686899572,3.33985000288
262893,-0.0,-0.0
33522,0.383400555931,2.017921908
197364,-0.0,-0.0
262901,-0.0,-0.0
5588,0.450349847347,30.4503563474
393978,-0.0,-0.0
262907,-0.0,-0.0
393980,-0.0,-0.0
766,0.44750345474,6.1584293626
33536,-0.0,-0.0
262913,-0.0,-0.0
60203,-0.0,-0.0
262919,-0.0,-0.0
33544,0.355245321276,2.16992500144
33548,-0.0,-0.0
33549,0.386852807235,2.0
33552,0.495161888634,6.03584381599
33554,0.386852807235,2.0
43822,-0.0,-0.0
790,0.355245321276,2.16992500144
792,-0.0,-0.0
33561,0.355245321276,2.16992500144
39307,-0.0,-0.0
33567,-0.0,-0.0
33569,0.457958562661,11.3424954152
262946,-0.0,-0.0
803,0.383400555931,2.017921908
196742,-0.0,-0.0
33576,-0.0,-0.0
262954,0.211991472968,3.17710894469
131207,0.327026382931,2.33390073655
812,0.537620108785,18.3483443282
813,0.355245321276,2.16992500144
197422,0.386852807235,2.0
197423,-0.0,-0.0
197424,-0.0,-0.0
197426,0.21242425949,3.17320013348
33588,0.00425104968145,10.0289433676
197430,0.164887752484,3.65480648934
197431,0.60864737535,10.6286084161
197433,-0.0,-0.0
131899,-0.0,-0.0
262282,-0.0,-0.0
33604,-0.0,-0.0
33606,-0.0,-0.0
262983,-0.0,-0.0
262986,-0.0,-0.0
197451,0.270741976656,8.13036734247
33612,0.386852807235,2.0
38370,-0.0,-0.0
262285,-0.0,-0.0
262992,-0.0,-0.0
262993,-0.0,-0.0
852,0.494708007342,17.8123012502
262997,-0.0,-0.0
262998,-0.0,-0.0
855,0.517658587911,5.52724700286
263000,0.473660428368,5.92481250361
394073,-0.0,-0.0
33626,0.647047693315,14.9962330924
262287,0.323811802918,14.2422946935
197470,-0.0,-0.0
263008,-0.0,-0.0
196752,0.618309989223,18.9086448149
197481,-0.0,-0.0
263018,-0.0,-0.0
263020,-0.0,-0.0
394094,-0.0,-0.0
33647,-0.0,-0.0
33650,-0.0,-0.0
33651,0.447924996555,12.1210326745
33652,-0.0,-0.0
33654,0.355245321276,2.16992500144
263031,-0.0,-0.0
33656,0.386852807235,2.0
263033,-0.0,-0.0
197498,-0.0,-0.0
197502,-0.0,-0.0
197503,-0.0,-0.0
263040,-0.0,-0.0
33666,0.386852807235,2.0
33667,0.279279910129,2.64385618977
33668,0.578313553027,5.05636676102
196758,-0.0,-0.0
197518,0.379064979232,2.0406419845
263055,-0.0,-0.0
131224,0.25146299858,2.84799690655
197522,0.384543377786,2.01197264167
263059,-0.0,-0.0
263062,0.239609740763,2.94144781764
33693,0.386852807235,2.0
263070,-0.0,-0.0
33695,0.459730916839,14.4323135252
263072,-0.0,-0.0
263073,-0.0,-0.0
263074,-0.0,-0.0
197540,0.641386167301,16.0790861465
132005,-0.0,-0.0
263079,0.499984639914,11.4030204342
263080,-0.0,-0.0
262300,-0.0,-0.0
263083,-0.0,-0.0
263086,-0.0,-0.0
132021,-0.0,-0.0
132022,-0.0,-0.0
33719,-0.0,-0.0
394170,-0.0,-0.0
33724,0.461050185905,17.6970877675
263103,-0.0,-0.0
263104,-0.0,-0.0
197569,-0.0,-0.0
263108,-0.0,-0.0
263110,-0.0,-0.0
197575,-0.0,-0.0
263112,-0.0,-0.0
197577,-0.0,-0.0
263114,-0.0,-0.0
33739,-0.0,-0.0
132051,-0.0,-0.0
132052,0.564475467872,5.16992500144
33749,-0.0,-0.0
22009,-0.0,-0.0
132056,0.0944600293365,11.8626907917
197593,-0.0,-0.0
197595,0.492130536377,12.0237042606
263135,-0.0,-0.0
33762,-0.0,-0.0
197605,-0.0,-0.0
132071,-0.0,-0.0
33771,-0.0,-0.0
11090,-0.0,-0.0
263150,-0.0,-0.0
263151,-0.0,-0.0
263152,0.181432261961,3.47393118833
197617,-0.0,-0.0
197618,-0.0,-0.0
33779,0.181432261961,3.47393118833
132085,-0.0,-0.0
262313,-0.0,-0.0
197624,0.48229141134,5.78463484556
33785,0.509579632957,12.4553925869
197628,-0.0,-0.0
197633,-0.0,-0.0
33796,-0.0,-0.0
263173,-0.0,-0.0
197643,-0.0,-0.0
197645,-0.0,-0.0
132111,0.610444909617,10.0848194582
197648,-0.0,-0.0
197651,-0.0,-0.0
132116,-0.0,-0.0
132117,0.386852807235,2.0
197658,-0.0,-0.0
33819,-0.0,-0.0
263196,-0.0,-0.0
42589,-0.0,-0.0
197667,-0.0,-0.0
33828,-0.0,-0.0
394277,0.228890275359,3.02974734339
197670,0.355245321276,2.16992500144
394279,0.486128790004,14.0462846565
132137,-0.0,-0.0
263210,-0.0,-0.0
263212,-0.0,-0.0
33837,0.436122051695,15.275232518
132142,0.476858080716,6.38049198738
197681,-0.0,-0.0
33843,0.210279430765,3.19264507794
197684,0.426980942832,6.60962040202
263223,-0.0,-0.0
197690,-0.0,-0.0
263230,-0.0,-0.0
197695,0.615045476031,26.9793386112
197697,-0.0,-0.0
263235,-0.0,-0.0
263236,-0.0,-0.0
263237,0.363207693896,7.3378813489
11105,-0.0,-0.0
263242,-0.0,-0.0
196791,-0.0,-0.0
263244,-0.0,-0.0
1101,0.349640564358,21.1121697322
1103,-0.0,-0.0
197712,0.567212221381,18.9407308424
33874,0.295634658644,2.53249508083
33875,0.613147192765,4.75488750216
263252,-0.0,-0.0
263255,-0.0,-0.0
263259,-0.0,-0.0
263260,-0.0,-0.0
33885,0.602197017182,4.83710226545
197726,0.575160116121,27.7707907471
33887,-0.0,-0.0
263265,-0.0,-0.0
33890,-0.0,-0.0
33891,0.183962962722,10.2251341423
33892,-0.0,-0.0
132197,0.279279910129,2.64385618977
33894,-0.0,-0.0
132199,0.210279430765,3.19264507794
197738,-0.0,-0.0
132203,0.275182144804,8.10847073589
263276,-0.0,-0.0
1133,-0.0,-0.0
262333,-0.0,-0.0
1136,0.449693380523,13.1491657033
197746,0.119747744528,4.25238716163
33907,-0.0,-0.0
197748,-0.0,-0.0
1142,-0.0,-0.0
197753,0.478212064596,5.94341647163
394362,0.465782834261,13.2146834147
33915,-0.0,-0.0
11114,-0.0,-0.0
33920,0.657736321429,9.599392631
33922,0.381877019143,2.02587863183
33923,0.375614963151,2.05889368905
33924,-0.0,-0.0
33925,-0.0,-0.0
197766,-0.0,-0.0
33927,-0.0,-0.0
132233,0.602197017182,4.83710226545
33930,-0.0,-0.0
197772,-0.0,-0.0
16578,0.343790887617,7.50695998872
33934,0.0320455529976,6.61486318365
33937,-0.0,-0.0
263314,-0.0,-0.0
197780,-0.0,-0.0
33941,-0.0,-0.0
33942,-0.0,-0.0
33943,-0.0,-0.0
196804,0.567907422743,5.16789588692
394395,-0.0,-0.0
394396,-0.0,-0.0
197790,-0.0,-0.0
33951,0.160086210221,3.71049338281
197794,0.484196257021,5.75488750216
49350,-0.0,-0.0
197798,0.355245321276,2.16992500144
263336,-0.0,-0.0
263339,-0.0,-0.0
197808,0.279279910129,2.64385618977
263345,-0.0,-0.0
33970,0.459745990154,5.96673754587
263347,-0.0,-0.0
197812,0.279279910129,2.64385618977
132280,-0.0,-0.0
33977,0.512584306525,5.84799690655
263354,-0.0,-0.0
1213,0.375614963151,2.05889368905
33982,0.355245321276,2.16992500144
33983,0.43420062399,7.57544722601
33984,0.474352180889,6.52273892828
33986,-0.0,-0.0
1221,0.350033210856,20.813234749
33991,0.279279910129,2.64385618977
1224,-0.0,-0.0
33993,-0.0,-0.0
197834,-0.0,-0.0
132300,-0.0,-0.0
263374,-0.0,-0.0
34001,0.210279430765,3.19264507794
263378,-0.0,-0.0
197845,0.386852807235,2.0
34006,0.386852807235,2.0
1239,0.331868036997,26.1715740751
34008,-0.0,-0.0
1241,0.605653277059,15.8692706913
34010,0.401617437813,7.78196753548
34011,0.691488265155,14.2555919644
34012,0.355245321276,2.16992500144
197853,-0.0,-0.0
1246,-0.0,-0.0
1248,-0.0,-0.0
49360,-0.0,-0.0
132322,0.458983302297,12.6365464537
1251,0.355245321276,2.16992500144
132325,0.295634658644,2.53249508083
34023,0.34257587745,7.47843526358
1256,-0.0,-0.0
394473,-0.0,-0.0
263405,-0.0,-0.0
132335,0.400852168647,6.65454535087
34032,-0.0,-0.0
263410,-0.0,-0.0
1267,0.406659096388,20.4569285355
263413,-0.0,-0.0
34038,0.210279430765,3.19264507794
34040,-0.0,-0.0
1273,0.340695008918,23.3036488056
197882,-0.0,-0.0
263420,-0.0,-0.0
263421,-0.0,-0.0
263422,-0.0,-0.0
34047,0.194686899572,3.33985000288
1280,-0.0,-0.0
394502,-0.0,-0.0
27521,-0.0,-0.0
34056,0.262443687577,8.24875777328
197897,-0.0,-0.0
394506,0.279279910129,2.64385618977
263435,-0.0,-0.0
263436,-0.0,-0.0
197901,0.311787305481,13.6444571875
197902,0.450282185359,12.2625952527
34065,-0.0,-0.0
1299,0.42065596038,19.7184217116
34072,-0.0,-0.0
34073,-0.0,-0.0
34080,-0.0,-0.0
34081,0.528892847536,10.6413292617
197922,0.209397263237,17.8551240017
34083,-0.0,-0.0
263006,-0.0,-0.0
34086,0.301493672374,2.49398884067
34087,0.339160157548,2.26184749088
394536,0.597746465091,10.0279232701
197929,-0.0,-0.0
395033,-0.0,-0.0
34093,-0.0,-0.0
263471,-0.0,-0.0
263472,-0.0,-0.0
263473,-0.0,-0.0
197938,-0.0,-0.0
197939,-0.0,-0.0
132405,-0.0,-0.0
263478,-0.0,-0.0
34104,0.501259805578,5.97203613748
49364,0.308186321315,7.94408119082
197949,-0.0,-0.0
263486,-0.0,-0.0
132415,0.355245321276,2.16992500144
394561,-0.0,-0.0
197956,-0.0,-0.0
132422,0.38939558888,7.27491327537
34119,0.530444183773,18.5573222188
34120,-0.0,-0.0
132425,0.488908126726,6.10013667129
34123,0.602197017182,4.83710226545
263500,-0.0,-0.0
263502,0.313845219895,2.41503749928
34127,-0.0,-0.0
132435,-0.0,-0.0
34132,-0.0,-0.0
263510,-0.0,-0.0
263511,0.194686899572,3.33985000288
263512,-0.0,-0.0
34137,0.307563563944,2.45482236538
34139,-0.0,-0.0
263517,-0.0,-0.0
34142,-0.0,-0.0
34143,-0.0,-0.0
263520,-0.0,-0.0
263521,-0.0,-0.0
263523,-0.0,-0.0
197988,0.493817354372,17.9759395054
132453,-0.0,-0.0
33871,-0.0,-0.0
197995,-0.0,-0.0
197996,0.410068904729,6.86329430253
263535,-0.0,-0.0
263536,-0.0,-0.0
263539,-0.0,-0.0
198004,-0.0,-0.0
263544,-0.0,-0.0
34169,-0.0,-0.0
34170,-0.0,-0.0
1403,-0.0,-0.0
1404,0.313845219895,2.41503749928
34173,0.473660428368,5.92481250361
198015,-0.0,-0.0
34177,0.490440467028,5.89155004947
132482,-0.0,-0.0
263555,-0.0,-0.0
34180,-0.0,-0.0
263557,-0.0,-0.0
263558,-0.0,-0.0
47,-0.0,-0.0
132490,0.210279430765,3.19264507794
34187,0.693440329486,16.1970202777
263564,-0.0,-0.0
1421,0.495431608452,5.94753258011
263566,-0.0,-0.0
34192,-0.0,-0.0
132497,-0.0,-0.0
1426,0.25146299858,2.84799690655
34198,0.355245321276,2.16992500144
34201,0.386852807235,2.0
132506,0.433909877561,6.54056838136
33007,0.194686899572,3.33985000288
132510,0.182344632867,17.374925583
198047,0.575747563277,20.2919003655
198048,-0.0,-0.0
198050,-0.0,-0.0
34211,-0.0,-0.0
132519,-0.0,-0.0
34217,-0.0,-0.0
34218,-0.0,-0.0
263596,-0.0,-0.0
34221,0.515518118623,29.0536025601
34222,0.442249540656,7.39592867633
34223,-0.0,-0.0
34224,0.46125446038,19.1565431169
34225,0.533386265024,5.42206476617
198066,0.545650369947,5.35495689527
262387,-0.0,-0.0
198068,0.505910270778,28.3665960764
34229,0.403582506886,7.44905642377
132535,-0.0,-0.0
34232,-0.0,-0.0
34233,0.457822266515,20.3474332027
34234,-0.0,-0.0
34235,0.745103692289,14.0
132540,-0.0,-0.0
132542,0.355245321276,2.16992500144
34240,0.384183499186,6.69266392972
198081,-0.0,-0.0
34243,-0.0,-0.0
34244,-0.0,-0.0
34245,-0.0,-0.0
394695,0.52573935334,22.3665363512
34248,0.301493672374,2.49398884067
263626,-0.0,-0.0
34251,-0.0,-0.0
132556,-0.0,-0.0
198093,0.355245321276,2.16992500144
34254,-0.0,-0.0
132559,-0.0,-0.0
198097,-0.0,-0.0
34259,0.310887616177,8.45288594292
132564,0.395022824617,7.17668106716
263637,-0.0,-0.0
132566,-0.0,-0.0
263641,-0.0,-0.0
34267,-0.0,-0.0
34268,-0.0,-0.0
131322,0.355245321276,2.16992500144
34270,-0.0,-0.0
394719,-0.0,-0.0
34274,0.543606187659,19.7859293524
263652,-0.0,-0.0
34277,-0.0,-0.0
263655,-0.0,-0.0
34280,0.327026382931,2.33390073655
196860,-0.0,-0.0
34282,0.554956473563,11.7584951681
263659,-0.0,-0.0
198124,-0.0,-0.0
132590,-0.0,-0.0
263665,-0.0,-0.0
198130,-0.0,-0.0
263668,-0.0,-0.0
262398,-0.0,-0.0
263671,-0.0,-0.0
34296,-0.0,-0.0
196863,-0.0,-0.0
34300,0.501557556548,19.8922026216
34302,-0.0,-0.0
263679,-0.0,-0.0
34304,-0.0,-0.0
34305,0.533573708723,17.6584791215
132610,-0.0,-0.0
263683,-0.0,-0.0
34309,0.427092012162,11.9920883532
263686,-0.0,-0.0
34312,-0.0,-0.0
1547,-0.0,-0.0
198156,0.0702283345903,13.07239819
34318,-0.0,-0.0
34320,-0.0,-0.0
132627,-0.0,-0.0
34324,0.304526695098,8.58757160755
263702,0.386852807235,2.0
34327,-0.0,-0.0
262404,-0.0,-0.0
198171,0.606534097843,10.2087883555
25148,0.37282784332,7.17695226834
34337,-0.0,-0.0
132644,0.357844383259,18.9310145542
263717,-0.0,-0.0
34342,-0.0,-0.0
263720,0.279279910129,2.64385618977
198185,-0.0,-0.0
394795,-0.0,-0.0
394796,-0.0,-0.0
263725,-0.0,-0.0
263726,-0.0,-0.0
34351,-0.0,-0.0
34352,0.355245321276,2.16992500144
34358,0.518086579064,18.3318897316
263735,-0.0,-0.0
34360,0.357279089653,8.16085325704
34362,-0.0,-0.0
132667,-0.0,-0.0
34368,-0.0,-0.0
198209,0.670114813379,9.01000136212
7247,-0.0,-0.0
34372,0.279279910129,2.64385618977
34376,-0.0,-0.0
263753,0.363152236983,15.7067861647
1610,0.693426403617,8.75488750216
11191,-0.0,-0.0
1612,0.339642064885,2.25903539448
1616,0.344489190838,2.23095443484
1618,0.333900614932,2.29278174923
132692,0.565540578829,5.17668106716
198232,-0.0,-0.0
1625,-0.0,-0.0
196879,-0.0,-0.0
394844,0.017946636967,7.61474778531
34397,0.583541192842,10.5821474851
34399,-0.0,-0.0
34400,0.228890275359,3.02974734339
263780,0.383400555931,2.017921908
132714,0.264622189083,2.74893823583
198252,-0.0,-0.0
198253,-0.0,-0.0
394862,-0.0,-0.0
132719,0.518518207089,12.1248876256
34416,0.355245321276,2.16992500144
394865,-0.0,-0.0
198259,-0.0,-0.0
1653,0.228890275359,3.02974734339
198262,-0.0,-0.0
33044,-0.0,-0.0
34426,0.25146299858,2.84799690655
132731,-0.0,-0.0
19424,-0.0,-0.0
198270,-0.0,-0.0
34432,0.438611931827,11.5538606401
1668,0.269450393558,12.0221370214
132742,0.577332958085,12.4324172767
198279,-0.0,-0.0
263818,-0.0,-0.0
132747,-0.0,-0.0
198284,-0.0,-0.0
