,Exploits,Fraudlent Services,Malware,Phishing,Spammers,Unwanted Programs
131404,0.0,0.0,8.0,0.0,0.0,0.0
263378,0.0,0.0,8.0,0.0,0.0,0.0
24757,0.0,0.0,3.0,1.0,0.0,0.0
24751,0.0,0.0,2.0,0.0,0.0,0.0
24750,0.0,19.0,152.0,0.0,0.0,0.0
47156,0.0,0.0,4.0,0.0,0.0,0.0
24758,1.0,0.0,5.0,0.0,0.0,0.0
23393,2.0,169.0,425.0,63.0,0.0,99.0
28661,0.0,0.0,4.0,2.0,0.0,0.0
23391,0.0,0.0,3.0,0.0,0.0,0.0
28667,0.0,0.0,1.0,0.0,0.0,0.0
28666,0.0,134.0,112.0,52.0,0.0,6.0
23394,2.0,13.0,11.0,14.0,0.0,0.0
263374,0.0,0.0,1.0,0.0,0.0,0.0
28885,0.0,0.0,46.0,0.0,0.0,0.0
28884,0.0,0.0,1.0,0.0,0.0,0.0
28881,0.0,0.0,1.0,0.0,0.0,0.0
43179,0.0,0.0,1.0,0.0,0.0,0.0
61242,0.0,0.0,1.0,0.0,0.0,0.0
13647,1.0,22.0,71.0,0.0,0.0,2.0
13645,5.0,215.0,138.0,46.0,0.0,8.0
4775,0.0,0.0,12.0,0.0,0.0,0.0
4773,0.0,0.0,19.0,0.0,0.0,0.0
4770,0.0,8.0,4.0,3.0,0.0,4.0
4771,0.0,0.0,32.0,6.0,0.0,0.0
26286,0.0,4.0,1.0,0.0,0.0,0.0
26282,0.0,0.0,1.0,0.0,0.0,0.0
24238,2.0,68.0,99.0,30.0,0.0,2.0
201167,0.0,0.0,2.0,0.0,0.0,0.0
14244,0.0,0.0,7.0,2.0,0.0,40.0
51483,0.0,0.0,2.0,0.0,0.0,0.0
55653,0.0,0.0,2.0,2.0,0.0,0.0
55303,1.0,0.0,1.0,37.0,0.0,0.0
19029,0.0,2.0,20.0,0.0,0.0,0.0
133480,0.0,0.0,15.0,0.0,0.0,0.0
19757,0.0,0.0,2.0,0.0,0.0,0.0
14242,4.0,0.0,16.0,0.0,0.0,0.0
32275,0.0,4.0,4.0,2.0,0.0,0.0
51336,0.0,0.0,6.0,0.0,0.0,0.0
19752,0.0,0.0,14.0,0.0,0.0,0.0
16030,0.0,0.0,1.0,4.0,0.0,0.0
56652,0.0,0.0,4.0,0.0,0.0,0.0
56309,1.0,28.0,130.0,39.0,0.0,0.0
56656,0.0,0.0,1448.0,0.0,0.0,0.0
56876,0.0,0.0,4.0,2.0,0.0,0.0
56659,3.0,3.0,54.0,0.0,0.0,0.0
56301,0.0,3.0,18.0,13.0,0.0,0.0
56872,1.0,0.0,38.0,0.0,0.0,0.0
52350,0.0,0.0,1.0,0.0,0.0,0.0
56870,226.0,211.0,54.0,0.0,0.0,0.0
4618,16.0,13.0,229.0,48.0,0.0,10.0
25398,0.0,0.0,2.0,0.0,0.0,0.0
262474,0.0,0.0,1.0,0.0,0.0,0.0
262476,0.0,0.0,1.0,0.0,0.0,0.0
23932,0.0,1.0,5.0,2.0,0.0,0.0
262470,0.0,0.0,6.0,0.0,0.0,0.0
23930,0.0,20.0,13.0,2.0,0.0,0.0
197078,0.0,0.0,4.0,0.0,0.0,0.0
262478,0.0,0.0,5.0,0.0,0.0,0.0
57656,1.0,0.0,1.0,0.0,0.0,0.0
51159,0.0,4.0,3.0,0.0,0.0,0.0
51153,1.0,0.0,1.0,0.0,0.0,0.0
59101,0.0,0.0,1.0,2.0,0.0,0.0
51155,0.0,0.0,3.0,0.0,0.0,0.0
27229,11.0,1.0,50.0,10.0,0.0,6.0
64013,0.0,0.0,1.0,1.0,0.0,0.0
64018,0.0,0.0,1.0,0.0,0.0,0.0
52173,5.0,41.0,97.0,119.0,0.0,0.0
20702,0.0,0.0,6.0,0.0,0.0,0.0
20875,0.0,0.0,776.0,0.0,0.0,0.0
20704,0.0,0.0,17.0,4.0,0.0,0.0
20870,0.0,0.0,1.0,0.0,0.0,0.0
36372,0.0,0.0,1.0,0.0,0.0,0.0
11872,0.0,0.0,3.0,0.0,0.0,0.0
36374,0.0,0.0,6.0,0.0,0.0,0.0
36375,0.0,0.0,149.0,0.0,0.0,0.0
53889,6.0,44.0,135.0,25.0,0.0,0.0
25575,0.0,0.0,33.0,8.0,0.0,0.0
25577,10.0,55.0,204.0,308.0,0.0,14.0
42304,0.0,0.0,7.0,0.0,0.0,0.0
42305,0.0,0.0,2.0,0.0,0.0,0.0
42306,0.0,0.0,3.0,0.0,0.0,0.0
39251,1.0,0.0,2.0,0.0,0.0,0.0
38805,0.0,0.0,4.0,0.0,0.0,0.0
2711,1.0,0.0,5.0,4.0,0.0,0.0
2716,0.0,0.0,1.0,0.0,0.0,0.0
2715,0.0,0.0,26.0,4.0,0.0,0.0
134121,0.0,0.0,8.0,0.0,0.0,0.0
28555,0.0,0.0,1.0,0.0,0.0,0.0
10349,0.0,0.0,4.0,0.0,0.0,0.0
39819,2.0,907.0,125.0,2.0,0.0,0.0
39817,0.0,0.0,1.0,0.0,0.0,0.0
10692,0.0,0.0,3.0,2.0,0.0,0.0
39812,0.0,0.0,1189.0,12.0,0.0,0.0
10697,0.0,6.0,7.0,3.0,0.0,0.0
39811,0.0,0.0,3.0,0.0,0.0,0.0
42160,1.0,16.0,87.0,10.0,0.0,0.0
42161,0.0,0.0,5.0,0.0,0.0,0.0
42163,0.0,0.0,1.0,3.0,0.0,0.0
14779,8.0,2.0,26.0,0.0,0.0,18.0
16529,0.0,0.0,4.0,4.0,0.0,0.0
52682,0.0,0.0,1.0,0.0,0.0,0.0
52683,0.0,0.0,2.0,0.0,0.0,0.0
12271,4.0,11.0,1694.0,18.0,0.0,0.0
134247,0.0,0.0,3.0,0.0,0.0,0.0
6245,7.0,0.0,53.0,0.0,0.0,0.0
59587,0.0,0.0,15.0,0.0,0.0,0.0
53225,0.0,0.0,20.0,14.0,0.0,0.0
53221,0.0,0.0,35.0,12.0,0.0,0.0
53223,0.0,0.0,1.0,0.0,0.0,0.0
53222,0.0,0.0,2.0,0.0,0.0,0.0
53559,0.0,0.0,10.0,0.0,0.0,0.0
13319,0.0,0.0,20.0,2.0,0.0,0.0
9706,0.0,0.0,4.0,0.0,0.0,0.0
60459,0.0,0.0,2.0,0.0,0.0,0.0
21479,0.0,5.0,82.0,22.0,0.0,1.0
8875,0.0,0.0,3.0,0.0,0.0,3.0
8877,1.0,0.0,11.0,0.0,0.0,0.0
37357,0.0,0.0,4.0,0.0,0.0,0.0
21473,0.0,0.0,8.0,2.0,0.0,0.0
21472,0.0,4.0,6.0,0.0,0.0,0.0
37353,0.0,0.0,13.0,0.0,0.0,0.0
37423,0.0,0.0,1.0,0.0,0.0,0.0
45335,0.0,0.0,2.0,0.0,0.0,0.0
41302,0.0,4.0,1.0,0.0,0.0,0.0
41305,0.0,2.0,44.0,1.0,0.0,1.0
48211,0.0,0.0,7.0,0.0,0.0,0.0
16973,0.0,0.0,4.0,0.0,0.0,2.0
44574,0.0,0.0,29.0,6.0,0.0,2.0
44577,0.0,0.0,3.0,0.0,0.0,0.0
44571,19.0,11.0,1908.0,54.0,0.0,1.0
133478,0.0,52.0,268.0,489.0,0.0,0.0
12638,0.0,0.0,3.0,0.0,0.0,0.0
30741,1.0,0.0,1.0,0.0,0.0,0.0
12494,0.0,0.0,3.0,0.0,0.0,0.0
132879,0.0,0.0,16.0,0.0,0.0,0.0
197633,0.0,0.0,2.0,0.0,0.0,0.0
12496,0.0,0.0,3.0,0.0,0.0,0.0
14196,3.0,0.0,8.0,0.0,0.0,15.0
263511,0.0,0.0,8.0,1.0,0.0,0.0
264558,0.0,0.0,1.0,0.0,0.0,0.0
264556,0.0,0.0,1.0,0.0,0.0,0.0
263028,0.0,0.0,2.0,0.0,0.0,0.0
263515,0.0,0.0,1.0,0.0,0.0,0.0
263793,0.0,0.0,1.0,0.0,0.0,0.0
263020,0.0,0.0,1.0,0.0,0.0,0.0
263790,0.0,0.0,1.0,0.0,0.0,0.0
33947,0.0,0.0,1487.0,0.0,0.0,0.0
14442,0.0,1.0,6.0,0.0,0.0,0.0
58563,1.0,0.0,15.0,937.0,0.0,2.0
33943,0.0,0.0,1.0,0.0,0.0,0.0
54020,1.0,11.0,93.0,9.0,0.0,0.0
33941,0.0,0.0,8.0,0.0,0.0,0.0
24560,5.0,16.0,734.0,6.0,0.0,0.0
11129,0.0,8.0,9.0,0.0,0.0,2.0
48072,0.0,0.0,1.0,0.0,0.0,0.0
10753,0.0,0.0,2.0,0.0,0.0,0.0
394362,2.0,30.0,55.0,0.0,0.0,2.0
17974,7.0,10.0,799.0,108.0,0.0,5.0
17976,0.0,0.0,1.0,0.0,0.0,0.0
17970,0.0,0.0,1.0,0.0,0.0,0.0
8728,1.0,0.0,32.0,4.0,0.0,3.0
34999,0.0,0.0,1.0,0.0,0.0,0.0
34995,0.0,0.0,3.0,0.0,0.0,0.0
8723,0.0,0.0,7.0,3.0,0.0,0.0
34990,0.0,0.0,9.0,0.0,0.0,0.0
30361,1.0,1.0,49.0,2.0,0.0,81.0
8726,1.0,1072.0,101.0,0.0,0.0,0.0
13878,0.0,0.0,8.0,1.0,0.0,0.0
395412,3.0,0.0,3.0,0.0,0.0,1.0
31549,0.0,0.0,38.0,11.0,0.0,0.0
31018,0.0,0.0,1.0,0.0,0.0,0.0
4181,0.0,2.0,28.0,4.0,0.0,0.0
31017,0.0,0.0,1.0,23.0,0.0,0.0
263242,0.0,0.0,1.0,0.0,0.0,0.0
31012,1.0,0.0,5.0,1.0,0.0,0.0
5391,1.0,0.0,27.0,9.0,0.0,0.0
31010,0.0,0.0,1.0,0.0,0.0,0.0
31543,0.0,0.0,1.0,3.0,0.0,0.0
5662,0.0,0.0,34.0,10.0,0.0,17.0
5661,0.0,0.0,3.0,0.0,0.0,0.0
197248,0.0,2.0,11.0,8.0,0.0,0.0
5538,0.0,0.0,29.0,0.0,0.0,0.0
34190,0.0,0.0,1.0,0.0,0.0,0.0
38398,0.0,0.0,4.0,0.0,0.0,0.0
62323,0.0,0.0,1.0,0.0,0.0,0.0
34198,0.0,0.0,22.0,11.0,0.0,0.0
38390,0.0,0.0,3.0,0.0,0.0,0.0
262268,0.0,0.0,2.0,0.0,0.0,0.0
51223,0.0,0.0,1.0,0.0,0.0,0.0
23727,0.0,0.0,2.0,1.0,0.0,0.0
6402,5.0,0.0,3.0,0.0,0.0,0.0
15311,2.0,7.0,185.0,13.0,0.0,0.0
6407,0.0,0.0,14.0,10.0,0.0,0.0
59210,1.0,4.0,18.0,0.0,0.0,0.0
6405,0.0,16.0,47.0,3.0,0.0,0.0
48863,0.0,0.0,1.0,0.0,0.0,0.0
12479,1.0,0.0,223.0,33.0,0.0,0.0
61493,0.0,9.0,4.0,0.0,0.0,0.0
394896,0.0,0.0,1.0,0.0,0.0,0.0
7765,1.0,0.0,2.0,0.0,0.0,0.0
3900,0.0,0.0,2.0,1.0,0.0,6.0
3908,0.0,0.0,8.0,0.0,0.0,0.0
3909,0.0,0.0,1.0,0.0,0.0,0.0
200912,0.0,0.0,1.0,0.0,0.0,0.0
6746,0.0,0.0,7.0,0.0,0.0,0.0
200916,0.0,0.0,4.0,0.0,0.0,0.0
48664,0.0,0.0,1.0,0.0,0.0,0.0
200918,0.0,10.0,15.0,5.0,0.0,0.0
25,0.0,0.0,1.0,0.0,0.0,0.0
56465,13.0,0.0,5.0,0.0,0.0,0.0
206776,1.0,68.0,39.0,7.0,0.0,0.0
56463,4.0,0.0,16.0,0.0,0.0,0.0
39049,1.0,0.0,3.0,0.0,0.0,0.0
50144,0.0,0.0,17.0,0.0,0.0,70.0
35244,1.0,0.0,3.0,0.0,0.0,0.0
9954,0.0,0.0,1.0,0.0,0.0,0.0
39043,0.0,0.0,3.0,0.0,0.0,0.0
134841,0.0,0.0,1.0,0.0,0.0,0.0
9950,0.0,0.0,2.0,0.0,0.0,0.0
39047,1.0,6.0,125.0,0.0,0.0,0.0
32040,0.0,0.0,2.0,0.0,0.0,0.0
19257,2.0,1386.0,734.0,94.0,0.0,3.0
51812,0.0,4.0,12.0,0.0,0.0,0.0
32045,0.0,0.0,1.0,0.0,0.0,0.0
16206,0.0,0.0,9.0,0.0,0.0,0.0
51819,0.0,0.0,8.0,0.0,0.0,0.0
56791,0.0,0.0,4.0,0.0,0.0,0.0
45536,0.0,0.0,2.0,0.0,0.0,0.0
56798,0.0,0.0,8.0,6.0,0.0,0.0
43793,0.0,0.0,7.0,0.0,0.0,0.0
56487,0.0,0.0,2.0,0.0,0.0,0.0
43829,1.0,2.0,1.0,0.0,0.0,0.0
49532,2.0,0.0,43.0,2.0,0.0,0.0
21864,0.0,0.0,984.0,1.0,0.0,0.0
33392,0.0,0.0,1.0,0.0,0.0,0.0
3651,2.0,0.0,2.0,1.0,0.0,0.0
2527,2.0,0.0,16.0,11.0,0.0,3.0
199173,0.0,0.0,2.0,0.0,0.0,0.0
203937,0.0,2.0,371.0,4.0,0.0,0.0
26077,0.0,0.0,1.0,0.0,0.0,0.0
45437,0.0,0.0,8.0,0.0,0.0,0.0
134335,0.0,0.0,1.0,0.0,0.0,0.0
2529,0.0,4.0,2.0,0.0,0.0,0.0
45430,4.0,0.0,178.0,112.0,0.0,107.0
48262,0.0,0.0,1.0,0.0,0.0,0.0
201200,12.0,28.0,99.0,39.0,0.0,6.0
57227,0.0,0.0,2026.0,0.0,0.0,0.0
8386,3.0,0.0,91.0,0.0,0.0,0.0
43176,4.0,0.0,1.0,0.0,0.0,0.0
43171,2.0,0.0,3.0,2.0,0.0,0.0
200001,0.0,0.0,2.0,0.0,0.0,0.0
196804,34.0,97.0,85.0,0.0,0.0,0.0
41314,0.0,0.0,1.0,0.0,0.0,0.0
46525,0.0,0.0,2.0,0.0,0.0,0.0
134113,0.0,0.0,1.0,0.0,0.0,0.0
196808,1.0,0.0,12.0,1.0,0.0,0.0
8382,0.0,0.0,4.0,0.0,0.0,0.0
38553,0.0,0.0,3.0,3.0,0.0,0.0
17408,0.0,6.0,19.0,2.0,0.0,5.0
52545,0.0,0.0,8.0,0.0,0.0,0.0
52548,0.0,0.0,1.0,0.0,0.0,0.0
133647,0.0,0.0,14.0,0.0,0.0,0.0
38809,1.0,12.0,27.0,2.0,0.0,0.0
25184,5.0,2.0,133.0,50.0,0.0,0.0
60458,6.0,24.0,60.0,16.0,0.0,0.0
25180,2.0,11.0,13.0,0.0,0.0,4.0
25182,0.0,0.0,4.0,0.0,0.0,0.0
60455,0.0,0.0,12.0,4.0,0.0,0.0
60456,0.0,5.0,1.0,0.0,0.0,0.0
25189,0.0,0.0,1.0,4.0,0.0,0.0
60453,0.0,0.0,1.0,0.0,0.0,0.0
53768,0.0,0.0,5.0,0.0,0.0,0.0
24186,0.0,0.0,121.0,6.0,0.0,0.0
134899,0.0,0.0,8.0,0.0,0.0,0.0
36743,1.0,2.0,10.0,6.0,0.0,1.0
9578,0.0,0.0,4.0,0.0,0.0,0.0
36295,1.0,0.0,1.0,3.0,0.0,0.0
10755,4.0,0.0,1.0,0.0,0.0,0.0
33719,0.0,0.0,1.0,0.0,0.0,0.0
5390,0.0,6.0,9.0,0.0,0.0,0.0
5396,1.0,0.0,129.0,31.0,0.0,0.0
5394,0.0,0.0,14.0,0.0,0.0,0.0
58791,2.0,3.0,25.0,1.0,0.0,5.0
11807,0.0,0.0,2.0,0.0,0.0,4.0
45292,0.0,0.0,8.0,0.0,0.0,0.0
64200,0.0,0.0,15.0,0.0,0.0,0.0
57388,0.0,0.0,1.0,0.0,0.0,0.0
48666,15.0,1147.0,1808.0,335.0,0.0,4.0
48662,0.0,4.0,6.0,0.0,0.0,0.0
36127,0.0,6.0,22.0,0.0,0.0,0.0
133319,0.0,5.0,16.0,0.0,0.0,0.0
133648,0.0,0.0,2.0,0.0,0.0,0.0
132993,0.0,0.0,1.0,0.0,0.0,0.0
44744,2.0,0.0,4.0,0.0,0.0,0.0
44217,0.0,27.0,7.0,0.0,0.0,0.0
10912,1.0,7.0,113.0,0.0,0.0,52.0
41937,0.0,0.0,10.0,0.0,0.0,0.0
27589,16.0,33.0,627.0,29.0,0.0,302.0
196758,0.0,0.0,8.0,0.0,0.0,0.0
196752,3.0,167.0,232.0,84.0,0.0,6.0
48004,2.0,2.0,36.0,19.0,0.0,1.0
196750,7.0,0.0,3.0,0.0,0.0,0.0
59772,0.0,0.0,6.0,1.0,0.0,0.0
786,0.0,3.0,18.0,1.0,0.0,6.0
40913,0.0,19.0,22.0,0.0,0.0,13.0
57916,0.0,0.0,226.0,0.0,0.0,0.0
39605,0.0,3.0,2.0,0.0,0.0,15.0
40918,0.0,0.0,1.0,0.0,0.0,0.0
61747,0.0,0.0,1.0,0.0,0.0,0.0
133655,0.0,0.0,3.0,0.0,0.0,0.0
198403,0.0,38.0,19.0,4.0,0.0,0.0
265320,0.0,0.0,1.0,0.0,0.0,0.0
265329,0.0,0.0,1.0,0.0,0.0,0.0
34296,0.0,0.0,24.0,0.0,0.0,0.0
34295,1.0,0.0,31.0,0.0,0.0,0.0
48957,1.0,0.0,16.0,6.0,0.0,1.0
15128,0.0,0.0,2.0,0.0,0.0,0.0
15129,0.0,0.0,1.0,0.0,0.0,0.0
39545,1.0,0.0,6.0,0.0,0.0,0.0
39546,0.0,0.0,2.0,0.0,0.0,0.0
135253,0.0,0.0,1.0,0.0,0.0,0.0
39542,0.0,8.0,7.0,0.0,0.0,0.0
39543,2.0,0.0,32.0,0.0,0.0,0.0
31715,0.0,0.0,5.0,0.0,0.0,0.0
29614,0.0,0.0,18.0,0.0,0.0,0.0
7155,0.0,10.0,33.0,0.0,0.0,0.0
48781,0.0,0.0,15.0,0.0,0.0,0.0
26981,0.0,0.0,4.0,0.0,0.0,0.0
7151,0.0,3.0,13.0,8.0,0.0,9.0
196753,0.0,0.0,2.0,0.0,0.0,0.0
37656,0.0,0.0,6.0,0.0,0.0,0.0
33576,0.0,0.0,22.0,0.0,0.0,0.0
135259,0.0,0.0,1.0,0.0,0.0,0.0
29611,5.0,7.0,22.0,3.0,0.0,0.0
41535,15.0,28.0,152.0,27.0,0.0,1.0
37658,0.0,0.0,1.0,0.0,0.0,0.0
12860,13.0,68.0,128.0,103.0,0.0,0.0
34072,0.0,0.0,1.0,0.0,0.0,0.0
49126,4.0,48.0,258.0,63.0,0.0,0.0
8068,0.0,1.0,18.0,23.0,0.0,9.0
8069,0.0,0.0,18.0,0.0,0.0,0.0
394130,0.0,0.0,3.0,0.0,0.0,0.0
9395,1.0,0.0,7.0,0.0,0.0,0.0
30008,0.0,0.0,2.0,0.0,0.0,0.0
42381,0.0,0.0,1.0,0.0,0.0,0.0
57910,11.0,66.0,810.0,21.0,0.0,27.0
7482,0.0,0.0,17.0,0.0,0.0,0.0
7489,7.0,109.0,334.0,46.0,0.0,0.0
29737,1.0,0.0,2.0,0.0,0.0,0.0
50448,0.0,20.0,20.0,6.0,0.0,4.0
50449,0.0,0.0,1.0,0.0,0.0,0.0
44963,0.0,0.0,11.0,0.0,0.0,0.0
50334,0.0,0.0,1.0,0.0,0.0,0.0
50335,0.0,0.0,1.0,0.0,0.0,0.0
44964,3.0,0.0,8.0,0.0,0.0,0.0
47242,38.0,41.0,157.0,45.0,0.0,0.0
47241,0.0,0.0,22.0,1.0,0.0,0.0
1103,0.0,0.0,6.0,0.0,0.0,0.0
47245,2.0,0.0,17.0,0.0,0.0,1.0
132198,0.0,25.0,57.0,8.0,0.0,0.0
132199,0.0,0.0,14.0,2.0,0.0,0.0
22606,0.0,0.0,3.0,0.0,0.0,4.0
131428,0.0,1.0,21.0,0.0,0.0,0.0
22351,0.0,0.0,1.0,0.0,0.0,0.0
3737,0.0,1.0,7.0,0.0,0.0,0.0
197184,0.0,0.0,1.0,0.0,0.0,0.0
197181,0.0,0.0,4.0,4.0,0.0,0.0
198401,0.0,0.0,2.0,0.0,0.0,0.0
42557,0.0,0.0,2.0,7.0,0.0,34.0
28609,0.0,1.0,1.0,0.0,0.0,0.0
264239,0.0,0.0,4.0,0.0,0.0,0.0
28606,0.0,0.0,2.0,0.0,0.0,0.0
4922,0.0,0.0,3.0,0.0,0.0,0.0
43360,0.0,0.0,4.0,0.0,0.0,0.0
43362,26.0,136.0,673.0,171.0,0.0,2.0
35655,3.0,0.0,7.0,0.0,0.0,0.0
35657,0.0,0.0,1.0,0.0,0.0,0.0
4792,0.0,0.0,3.0,0.0,0.0,0.0
135387,0.0,0.0,19.0,0.0,0.0,6.0
197988,4.0,18.0,100.0,13.0,0.0,2.0
132731,0.0,0.0,1.0,0.0,0.0,0.0
51313,0.0,8.0,1.0,0.0,0.0,0.0
45552,0.0,0.0,10.0,5.0,0.0,0.0
60203,0.0,0.0,1.0,0.0,0.0,0.0
56328,0.0,0.0,7.0,0.0,0.0,0.0
56322,2.0,127.0,50.0,9.0,0.0,0.0
25374,0.0,0.0,34.0,1.0,0.0,0.0
45557,0.0,0.0,3.0,12.0,0.0,0.0
51177,3.0,20.0,52.0,5.0,0.0,0.0
262459,0.0,0.0,14.0,0.0,0.0,0.0
262457,0.0,0.0,2.0,0.0,0.0,0.0
262456,0.0,0.0,5.0,0.0,0.0,0.0
262454,0.0,0.0,2.0,0.0,0.0,0.0
262450,0.0,0.0,1.0,0.0,0.0,0.0
11722,0.0,0.0,11.0,0.0,0.0,0.0
25512,0.0,275.0,597.0,11.0,0.0,0.0
25511,0.0,0.0,4.0,0.0,0.0,2.0
36354,0.0,0.0,10.0,0.0,0.0,0.0
25515,0.0,0.0,1000.0,0.0,0.0,0.0
42362,0.0,0.0,37.0,14.0,0.0,0.0
42363,6.0,14.0,79.0,23.0,0.0,0.0
42367,0.0,0.0,2.0,0.0,0.0,0.0
42368,0.0,4.0,8.0,1.0,0.0,0.0
197846,0.0,0.0,1.0,0.0,0.0,0.0
52371,0.0,0.0,1.0,0.0,0.0,0.0
52372,0.0,0.0,1.0,0.0,0.0,0.0
12783,0.0,0.0,1.0,0.0,0.0,0.0
53110,0.0,0.0,1.0,0.0,0.0,0.0
264932,0.0,0.0,1.0,0.0,0.0,0.0
55309,0.0,0.0,4.0,1.0,0.0,0.0
9498,5.0,6.0,156.0,3.0,0.0,19.0
7979,0.0,53.0,65.0,222.0,0.0,91.0
16941,0.0,0.0,2.0,0.0,0.0,0.0
9143,17.0,17.0,75.0,20.0,0.0,0.0
9141,2.0,0.0,8.0,0.0,0.0,0.0
9146,1.0,0.0,77.0,11.0,0.0,0.0
9497,0.0,0.0,1.0,0.0,0.0,0.0
12251,0.0,0.0,2.0,0.0,0.0,0.0
39178,0.0,0.0,2.0,0.0,0.0,0.0
42187,0.0,0.0,8.0,0.0,0.0,0.0
21183,0.0,0.0,9.0,0.0,0.0,0.0
12258,0.0,0.0,60.0,37.0,0.0,2.0
17090,0.0,111.0,107.0,79.0,0.0,5.0
20857,52.0,407.0,575.0,258.0,0.0,5.0
20852,0.0,0.0,3.0,0.0,0.0,0.0
20853,7.0,6.0,139.0,15.0,0.0,0.0
53207,0.0,0.0,1.0,0.0,0.0,0.0
9723,0.0,0.0,31.0,0.0,0.0,0.0
53209,0.0,0.0,1.0,0.0,0.0,0.0
9729,10.0,8.0,27.0,6.0,0.0,0.0
24137,0.0,0.0,1.0,0.0,0.0,0.0
21327,0.0,0.0,1.0,0.0,0.0,0.0
21453,1.0,0.0,13.0,1.0,0.0,0.0
49270,0.0,0.0,1.0,1.0,0.0,0.0
42981,0.0,0.0,8.0,0.0,0.0,0.0
199475,0.0,0.0,1.0,0.0,0.0,0.0
24139,3.0,1.0,21.0,96.0,0.0,0.0
24138,4.0,2.0,23.0,34.0,0.0,0.0
3464,0.0,0.0,2.0,1.0,0.0,0.0
37403,0.0,0.0,4.0,0.0,0.0,0.0
8896,0.0,0.0,8.0,23.0,0.0,0.0
7158,0.0,0.0,3.0,0.0,0.0,0.0
8893,0.0,11.0,73.0,72.0,0.0,7.0
8891,0.0,0.0,1.0,0.0,0.0,16.0
45352,2.0,41.0,301.0,137.0,0.0,7.0
48273,0.0,0.0,2.0,0.0,0.0,0.0
20580,1.0,5.0,5.0,0.0,0.0,0.0
48271,9.0,452.0,37.0,6.0,0.0,0.0
204000,0.0,0.0,2.0,0.0,0.0,1.0
45355,0.0,0.0,2.0,0.0,0.0,0.0
45609,0.0,0.0,9.0,0.0,0.0,0.0
48278,2.0,0.0,16.0,1.0,0.0,0.0
44553,0.0,0.0,4.0,0.0,0.0,0.0
44557,1.0,4.0,60.0,0.0,0.0,0.0
32647,0.0,88.0,8.0,3.0,0.0,0.0
62100,0.0,0.0,1.0,0.0,0.0,0.0
44558,0.0,0.0,1.0,2.0,0.0,0.0
197617,0.0,0.0,2.0,0.0,0.0,0.0
197618,0.0,0.0,1.0,0.0,0.0,0.0
132858,0.0,0.0,2.0,0.0,0.0,0.0
13127,0.0,0.0,36.0,0.0,0.0,2.0
13124,3.0,7.0,269.0,6.0,0.0,3.0
13122,0.0,4.0,3.0,0.0,0.0,0.0
15808,0.0,0.0,56.0,0.0,0.0,0.0
15805,0.0,0.0,3.0,0.0,0.0,0.0
15804,0.0,0.0,2.0,0.0,0.0,0.0
41186,7.0,22.0,179.0,49.0,0.0,3.0
202090,0.0,0.0,5.0,0.0,0.0,0.0
58580,1.0,0.0,2.0,0.0,0.0,0.0
58583,0.0,6.0,1.0,2.0,0.0,0.0
14313,0.0,0.0,1.0,0.0,0.0,0.0
27446,0.0,0.0,1.0,0.0,0.0,0.0
48494,0.0,0.0,4.0,1.0,0.0,0.0
394302,0.0,0.0,1.0,0.0,0.0,0.0
48490,0.0,0.0,2.0,0.0,0.0,0.0
17950,3.0,33.0,33.0,2.0,0.0,0.0
38001,11.0,115.0,815.0,127.0,0.0,0.0
59988,0.0,0.0,1.0,0.0,0.0,0.0
12716,0.0,0.0,2.0,0.0,0.0,0.0
59980,1.0,49.0,39.0,12.0,0.0,0.0
34073,0.0,0.0,2.0,0.0,0.0,0.0
395437,0.0,0.0,1.0,0.0,0.0,0.0
45455,0.0,0.0,1.0,0.0,0.0,0.0
47589,0.0,0.0,5.0,0.0,0.0,0.0
47588,0.0,0.0,1.0,0.0,0.0,0.0
31028,0.0,0.0,3.0,0.0,0.0,0.0
132506,1.0,0.0,11.0,4.0,0.0,0.0
5645,1.0,9.0,59.0,22.0,0.0,2.0
47586,0.0,0.0,4.0,0.0,0.0,0.0
56441,0.0,0.0,2.0,0.0,0.0,0.0
59183,0.0,0.0,1.0,0.0,0.0,0.0
29075,1.0,0.0,286.0,6.0,0.0,6.0
29074,0.0,0.0,1.0,0.0,0.0,0.0
29076,29.0,101.0,560.0,1051.0,0.0,30.0
29071,0.0,0.0,2.0,0.0,0.0,0.0
29070,0.0,0.0,1.0,0.0,0.0,0.0
29072,0.0,4.0,64.0,0.0,0.0,1.0
263008,0.0,0.0,1.0,0.0,0.0,0.0
262202,0.0,0.0,1.0,0.0,0.0,0.0
28294,0.0,0.0,1.0,0.0,0.0,0.0
28292,0.0,0.0,6.0,21.0,0.0,0.0
47720,1.0,0.0,13.0,4.0,0.0,0.0
31535,0.0,0.0,2.0,0.0,0.0,0.0
48800,0.0,0.0,10.0,3.0,0.0,0.0
48809,0.0,19.0,172.0,45.0,0.0,0.0
51783,2.0,12.0,42.0,3.0,0.0,0.0
51784,3.0,0.0,139.0,0.0,0.0,0.0
59214,0.0,0.0,1.0,0.0,0.0,0.0
51786,0.0,3.0,27.0,0.0,0.0,0.0
15379,0.0,0.0,2.0,0.0,0.0,0.0
12418,0.0,0.0,18.0,10.0,0.0,0.0
30922,0.0,0.0,11.0,0.0,0.0,0.0
12414,0.0,0.0,9.0,2.0,0.0,0.0
57383,0.0,0.0,2.0,1.0,0.0,0.0
7486,2.0,0.0,4.0,0.0,0.0,0.0
