,Exploits,Fraudlent Services,Malware,Phishing,Spammers,Unlabelled,Unwanted Programs,Totals
2013-08-23,169.0,110.0,7387.0,317.0,6.0,0.0,209.0,8198.0
2013-08-24,40.0,21.0,5443.0,47.0,1.0,0.0,90.0,5642.0
2013-08-25,18.0,43.0,10933.0,71.0,1.0,0.0,71.0,11137.0
2013-08-26,218.0,128.0,16263.0,107.0,7.0,0.0,81.0,16804.0
2013-08-27,44.0,107.0,10492.0,97.0,2.0,0.0,120.0,10862.0
2013-08-28,24.0,49.0,9825.0,213.0,1.0,0.0,111.0,10223.0
2013-08-29,23.0,75.0,16821.0,2004.0,0.0,0.0,135.0,19058.0
2013-08-30,296.0,212.0,16985.0,1127.0,16.0,0.0,138.0,18774.0
2013-08-31,34.0,42.0,9386.0,183.0,6.0,0.0,98.0,9749.0
2013-09-01,44.0,88.0,10715.0,148.0,5.0,0.0,79.0,11079.0
2013-09-02,83.0,63.0,3518.0,51.0,1.0,0.0,42.0,3758.0
2013-09-03,397.0,444.0,12491.0,168.0,14.0,0.0,217.0,13731.0
2013-09-04,241.0,92.0,15875.0,283.0,4.0,0.0,137.0,16632.0
2013-09-05,71.0,41.0,5683.0,110.0,2.0,0.0,114.0,6021.0
2013-09-06,134.0,46.0,9331.0,176.0,1.0,0.0,139.0,9827.0
2013-09-07,181.0,76.0,5402.0,297.0,1.0,0.0,100.0,6057.0
2013-09-08,73.0,79.0,11832.0,98.0,3.0,0.0,48.0,12133.0
2013-09-09,31.0,29.0,10840.0,155.0,2.0,0.0,141.0,11198.0
2013-09-10,106.0,64.0,13269.0,184.0,1.0,0.0,167.0,13791.0
2013-09-11,122.0,86.0,26453.0,1996.0,2.0,0.0,152.0,28811.0
2013-09-12,60.0,102.0,44486.0,3812.0,1.0,0.0,181.0,48642.0
2013-09-13,60.0,37.0,50394.0,3846.0,3.0,0.0,220.0,54560.0
2013-09-14,39.0,43.0,46211.0,1244.0,5.0,0.0,209.0,47751.0
2013-09-15,39.0,39.0,49282.0,2128.0,1.0,0.0,203.0,51692.0
2013-09-16,52.0,57.0,48389.0,7665.0,2.0,0.0,206.0,56371.0
2013-09-17,31.0,72.0,29785.0,1360.0,13.0,0.0,152.0,31413.0
2013-09-18,80.0,50.0,69864.0,5308.0,3.0,0.0,266.0,75571.0
2013-09-19,47.0,39.0,57762.0,1278.0,9.0,0.0,181.0,59316.0
2013-09-20,49.0,49.0,41398.0,1223.0,0.0,0.0,183.0,42902.0
2013-09-21,27.0,66.0,45114.0,3073.0,1.0,0.0,120.0,48401.0
2013-09-22,30.0,24.0,28971.0,1321.0,2.0,0.0,77.0,30425.0
2013-09-23,43.0,50.0,29585.0,3175.0,2.0,0.0,460.0,33315.0
2013-09-24,23.0,38.0,35106.0,1376.0,1.0,0.0,195.0,36739.0
2013-09-25,141.0,66.0,14067.0,1916.0,1.0,0.0,355.0,16546.0
2013-09-26,42.0,214.0,31482.0,7412.0,2.0,0.0,308.0,39460.0
2013-09-27,71.0,854.0,32553.0,5139.0,11.0,0.0,466.0,39094.0
2013-09-28,97.0,56.0,59886.0,14422.0,3.0,0.0,268.0,74732.0
2013-09-29,28.0,53.0,15049.0,491.0,2.0,0.0,228.0,15851.0
2013-09-30,13.0,35.0,10897.0,980.0,2.0,0.0,604.0,12531.0
2013-10-01,9.0,6.0,2106.0,18.0,1.0,0.0,35.0,2175.0
2013-10-02,8.0,1.0,1136.0,52.0,0.0,0.0,54.0,1251.0
2013-10-03,4.0,21.0,1272.0,55.0,0.0,0.0,41.0,1393.0
2013-10-04,15.0,8.0,3432.0,20.0,1.0,0.0,79.0,3555.0
2013-10-05,7.0,14.0,496.0,9.0,1.0,0.0,21.0,548.0
2013-10-06,4.0,9.0,735.0,13.0,0.0,0.0,23.0,784.0
2013-10-07,19.0,23.0,2413.0,314.0,4.0,0.0,148.0,2921.0
2013-10-08,47.0,21.0,18889.0,2386.0,0.0,0.0,454.0,21797.0
2013-10-09,27.0,98.0,29654.0,2356.0,2.0,0.0,348.0,32485.0
2013-10-10,25.0,59.0,33613.0,9366.0,1.0,0.0,423.0,43487.0
2013-10-11,78.0,168.0,22837.0,1620.0,4.0,0.0,370.0,25077.0
2013-10-12,49.0,62.0,16329.0,300.0,0.0,0.0,277.0,17017.0
2013-10-13,20.0,36.0,8863.0,319.0,0.0,0.0,331.0,9569.0
2013-10-14,47.0,167.0,25458.0,580.0,4.0,0.0,231.0,26487.0
2013-10-15,63.0,265.0,37695.0,1537.0,2.0,0.0,679.0,40241.0
2013-10-16,103.0,1010.0,55472.0,3471.0,0.0,0.0,399.0,60455.0
2013-10-17,176.0,102.0,51380.0,8578.0,11.0,0.0,992.0,61239.0
2013-10-18,114.0,114.0,109956.0,9317.0,11.0,0.0,1043.0,120555.0
2013-10-19,96.0,58.0,182579.0,7291.0,2.0,0.0,1279.0,191305.0
2013-10-20,7.0,9.0,10861.0,27.0,1.0,0.0,121.0,11026.0
2013-10-21,30.0,104.0,8778.0,203.0,0.0,0.0,272.0,9387.0
2013-10-22,45.0,32.0,22188.0,1089.0,0.0,0.0,254.0,23608.0
2013-10-23,22.0,46.0,10172.0,202.0,4.0,0.0,308.0,10754.0
2013-10-24,14.0,133.0,7287.0,1036.0,0.0,0.0,255.0,8725.0
2013-10-25,21.0,29.0,12802.0,966.0,1.0,0.0,285.0,14104.0
2013-10-26,18.0,259.0,4837.0,58.0,0.0,0.0,121.0,5293.0
2013-10-27,13.0,68.0,3384.0,173.0,1.0,0.0,177.0,3816.0
2013-10-28,10.0,19.0,16255.0,2320.0,1.0,0.0,304.0,18909.0
2013-10-29,64.0,150.0,35403.0,2504.0,2.0,0.0,453.0,38576.0
2013-10-30,51.0,58.0,30382.0,2003.0,2.0,0.0,267.0,32763.0
2013-10-31,13.0,59.0,31308.0,2195.0,1.0,0.0,309.0,33885.0
2013-11-01,32.0,27.0,10328.0,538.0,0.0,0.0,203.0,11128.0
2013-11-02,9.0,38.0,5345.0,1286.0,0.0,0.0,212.0,6890.0
2013-11-03,21.0,27.0,6140.0,121.0,0.0,0.0,265.0,6574.0
2013-11-04,17.0,46.0,11601.0,234.0,0.0,0.0,198.0,12096.0
2013-11-05,84.0,89.0,30136.0,394.0,0.0,0.0,305.0,31008.0
2013-11-06,34.0,131.0,77848.0,1518.0,0.0,0.0,405.0,79936.0
2013-11-07,19.0,132.0,45411.0,394.0,0.0,0.0,392.0,46348.0
2013-11-08,7.0,84.0,50638.0,2234.0,1.0,0.0,311.0,53275.0
2013-11-09,8.0,153.0,17258.0,254.0,1.0,0.0,174.0,17848.0
2013-11-10,37.0,55.0,15909.0,319.0,0.0,0.0,182.0,16502.0
2013-11-11,10.0,309.0,32544.0,1311.0,0.0,0.0,385.0,34559.0
2013-11-12,27.0,93.0,19069.0,1292.0,2.0,0.0,317.0,20800.0
2013-11-13,22.0,61.0,8619.0,240.0,1.0,0.0,239.0,9182.0
2013-11-14,137.0,72.0,10446.0,181.0,1.0,0.0,226.0,11063.0
2013-11-15,38.0,224.0,15916.0,353.0,1.0,0.0,228.0,16760.0
2013-11-16,14.0,92.0,12112.0,120.0,0.0,0.0,155.0,12493.0
2013-11-17,13.0,18.0,4469.0,146.0,1.0,0.0,151.0,4798.0
2013-11-18,23.0,112.0,6553.0,227.0,0.0,0.0,268.0,7183.0
2013-11-19,108.0,35.0,17239.0,94.0,5.0,0.0,293.0,17774.0
2013-11-20,27.0,368.0,26986.0,114.0,0.0,0.0,502.0,27997.0
2013-11-21,20.0,114.0,10877.0,121.0,0.0,0.0,341.0,11473.0
2013-11-22,255.0,357.0,23066.0,150.0,25.0,0.0,372.0,24225.0
2013-11-23,1233.0,510.0,29570.0,215.0,32.0,0.0,175.0,31735.0
2013-11-24,13.0,39.0,24999.0,62.0,4.0,0.0,229.0,25346.0
2013-11-25,20.0,19.0,31961.0,2876.0,1.0,0.0,517.0,35394.0
2013-11-26,355.0,334.0,17478.0,297.0,23.0,0.0,1121.0,19608.0
2013-11-27,46.0,100.0,12096.0,444.0,0.0,0.0,1584.0,14270.0
2013-11-28,36.0,27.0,13236.0,229.0,1.0,0.0,278.0,13807.0
2013-11-29,26.0,44.0,10759.0,160.0,5.0,0.0,294.0,11288.0
2013-11-30,19.0,26.0,9251.0,107.0,3.0,0.0,152.0,9558.0
2013-12-01,14.0,28.0,6552.0,151.0,0.0,0.0,249.0,6994.0
2013-12-02,12.0,32.0,10668.0,198.0,3.0,0.0,2976.0,13889.0
2013-12-03,17.0,23.0,15557.0,240.0,2.0,0.0,6200.0,22039.0
2013-12-04,32.0,96.0,5508.0,527.0,3.0,0.0,285.0,6451.0
2013-12-05,66.0,131.0,20857.0,484.0,6.0,0.0,386.0,21930.0
2013-12-06,25.0,95.0,17627.0,282.0,2.0,0.0,404.0,18435.0
2013-12-07,17.0,85.0,21054.0,361.0,2.0,0.0,268.0,21787.0
2013-12-08,52.0,192.0,12147.0,45.0,14.0,0.0,152.0,12602.0
2013-12-09,66.0,97.0,12884.0,188.0,7.0,0.0,360.0,13602.0
2013-12-10,32.0,43.0,22487.0,1492.0,0.0,0.0,2580.0,26634.0
2013-12-11,34.0,26.0,17341.0,260.0,2.0,0.0,1441.0,19104.0
2013-12-12,35.0,126.0,24843.0,172.0,0.0,0.0,179.0,25355.0
2013-12-13,13.0,70.0,8436.0,85.0,0.0,0.0,314.0,8918.0
2013-12-14,14.0,17.0,4889.0,176.0,0.0,0.0,79.0,5175.0
2013-12-15,19.0,10.0,7228.0,87.0,0.0,0.0,187.0,7531.0
2013-12-16,18.0,44.0,6170.0,190.0,0.0,0.0,214.0,6636.0
2013-12-17,24.0,27.0,9745.0,304.0,0.0,0.0,435.0,10535.0
2013-12-18,34.0,20.0,5090.0,191.0,1.0,0.0,184.0,5520.0
2013-12-19,60.0,274.0,7204.0,211.0,0.0,0.0,314.0,8063.0
2013-12-20,29.0,64.0,9516.0,136.0,9.0,0.0,257.0,10011.0
2013-12-21,32.0,57.0,25079.0,174.0,0.0,0.0,169.0,25511.0
2013-12-22,10.0,26.0,6650.0,53.0,0.0,0.0,167.0,6906.0
2013-12-23,17.0,115.0,10113.0,101.0,2.0,0.0,278.0,10626.0
2013-12-24,10.0,16.0,6233.0,93.0,1.0,0.0,207.0,6560.0
2013-12-25,26.0,90.0,5052.0,122.0,0.0,0.0,190.0,5480.0
2013-12-26,6.0,571.0,4590.0,63.0,0.0,0.0,194.0,5424.0
2013-12-27,8.0,1793.0,8613.0,50.0,0.0,0.0,195.0,10659.0
2013-12-28,4.0,27.0,9950.0,111.0,1.0,0.0,130.0,10223.0
2013-12-29,2.0,79.0,8798.0,97.0,0.0,0.0,144.0,9120.0
2013-12-30,7.0,75.0,10809.0,209.0,1.0,0.0,241.0,11342.0
2013-12-31,15.0,155.0,3667.0,64.0,0.0,0.0,174.0,4075.0
2014-01-01,10.0,8.0,3361.0,87.0,0.0,0.0,134.0,3600.0
2014-01-02,19.0,23.0,11111.0,88.0,0.0,0.0,229.0,11470.0
2014-01-03,57.0,15.0,16039.0,82.0,0.0,0.0,206.0,16399.0
2014-01-04,10.0,19.0,8713.0,66.0,1.0,0.0,157.0,8966.0
2014-01-05,14.0,10.0,8221.0,55.0,0.0,0.0,161.0,8461.0
2014-01-06,12.0,30.0,20667.0,2966.0,0.0,0.0,256.0,23931.0
2014-01-07,19.0,36.0,13826.0,1965.0,0.0,0.0,280.0,16126.0
2014-01-08,45.0,45.0,23350.0,972.0,0.0,0.0,550.0,24962.0
2014-01-09,14.0,15.0,20474.0,1950.0,1.0,0.0,486.0,22940.0
2014-01-10,18.0,82.0,49389.0,3648.0,0.0,0.0,738.0,53875.0
2014-01-11,8.0,21.0,42575.0,84.0,1.0,0.0,107.0,42796.0
2014-01-12,4.0,12.0,21719.0,177.0,0.0,0.0,674.0,22586.0
2014-01-13,8.0,24.0,29000.0,56.0,0.0,0.0,425.0,29513.0
2014-01-14,17.0,17.0,20369.0,77.0,2.0,0.0,576.0,21058.0
2014-01-15,12.0,253.0,11009.0,102.0,0.0,0.0,394.0,11770.0
2014-01-16,17.0,45.0,22338.0,1149.0,0.0,0.0,816.0,24365.0
2014-01-17,11.0,24.0,5402.0,796.0,0.0,0.0,455.0,6688.0
2014-01-18,10.0,19.0,8128.0,39.0,0.0,0.0,88.0,8284.0
2014-01-19,15.0,34.0,8815.0,56.0,1.0,0.0,978.0,9899.0
2014-01-20,15.0,42.0,17240.0,1854.0,2.0,0.0,322.0,19475.0
2014-01-21,10.0,43.0,7305.0,116.0,0.0,0.0,260.0,7734.0
2014-01-22,17.0,30.0,14729.0,165.0,0.0,0.0,387.0,15328.0
2014-01-23,15.0,37.0,12390.0,998.0,6.0,0.0,399.0,13845.0
2014-01-24,23.0,12.0,28304.0,2744.0,0.0,0.0,227.0,31310.0
2014-01-25,14.0,5.0,7011.0,57.0,0.0,0.0,277.0,7364.0
2014-01-26,17.0,4.0,11801.0,98.0,0.0,0.0,195.0,12115.0
2014-01-27,28.0,23.0,12377.0,115.0,0.0,0.0,301.0,12844.0
2014-01-28,73.0,103.0,9873.0,170.0,1.0,0.0,542.0,10762.0
2014-01-29,86.0,72.0,23924.0,91.0,1.0,0.0,786.0,24960.0
2014-01-30,18.0,25.0,18632.0,61.0,0.0,0.0,624.0,19360.0
2014-01-31,14.0,40.0,15675.0,88.0,0.0,0.0,255.0,16072.0
2014-02-01,10.0,9.0,24713.0,45.0,0.0,0.0,329.0,25106.0
2014-02-02,19.0,14.0,12468.0,47.0,0.0,0.0,434.0,12982.0
2014-02-03,19.0,35.0,16596.0,88.0,1.0,0.0,295.0,17034.0
2014-02-04,17.0,24.0,22247.0,999.0,0.0,0.0,615.0,23902.0
2014-02-05,19.0,38.0,25122.0,90.0,0.0,0.0,240.0,25509.0
2014-02-06,30.0,48.0,23690.0,175.0,0.0,0.0,362.0,24305.0
2014-02-07,132.0,37.0,39155.0,1952.0,1.0,0.0,276.0,41553.0
2014-02-08,29.0,10.0,19131.0,153.0,0.0,0.0,192.0,19515.0
2014-02-09,18.0,36.0,11024.0,109.0,1.0,0.0,195.0,11383.0
2014-02-10,145.0,71.0,10382.0,1054.0,1.0,0.0,323.0,11976.0
2014-02-11,155.0,402.0,44715.0,153.0,3.0,0.0,836.0,46264.0
2014-02-12,434.0,591.0,38487.0,1949.0,6.0,0.0,2501.0,43968.0
2014-02-13,382.0,468.0,68495.0,1056.0,7.0,0.0,2489.0,72897.0
2014-02-14,290.0,655.0,38069.0,221.0,2.0,0.0,1481.0,40718.0
2014-02-15,73.0,817.0,35424.0,167.0,3.0,0.0,966.0,37450.0
2014-02-16,98.0,850.0,23255.0,139.0,0.0,0.0,659.0,25001.0
2014-02-17,360.0,718.0,20018.0,973.0,0.0,0.0,695.0,22764.0
2014-02-18,45.0,67.0,15606.0,1069.0,11.0,0.0,395.0,17193.0
2014-02-19,81.0,308.0,15387.0,1030.0,4.0,0.0,376.0,17186.0
2014-02-20,29.0,31.0,30790.0,222.0,4.0,0.0,426.0,31502.0
2014-02-21,19.0,26.0,29974.0,291.0,4.0,0.0,423.0,30737.0
2014-02-22,12.0,27.0,15192.0,219.0,1.0,0.0,301.0,15752.0
2014-02-23,5.0,23.0,13397.0,113.0,0.0,0.0,221.0,13759.0
2014-02-24,46.0,39.0,16077.0,1022.0,1.0,0.0,280.0,17465.0
2014-02-25,16.0,36.0,17847.0,175.0,3.0,0.0,313.0,18390.0
2014-02-26,55.0,62.0,33364.0,525.0,1.0,0.0,322.0,34329.0
2014-02-27,14.0,31.0,39645.0,1973.0,0.0,0.0,308.0,41971.0
2014-02-28,47.0,76.0,37632.0,165.0,0.0,0.0,341.0,38261.0
2014-03-01,22.0,26.0,38759.0,118.0,1.0,0.0,267.0,39193.0
2014-03-02,3.0,18.0,43972.0,47.0,0.0,0.0,295.0,44335.0
2014-03-03,17.0,30.0,37324.0,244.0,0.0,0.0,249.0,37864.0
2014-03-04,28.0,67.0,39567.0,230.0,5.0,0.0,318.0,40215.0
2014-03-05,31.0,47.0,42606.0,2864.0,5.0,0.0,464.0,46017.0
2014-03-06,40.0,102.0,36265.0,1084.0,9.0,0.0,326.0,37826.0
2014-03-07,50.0,1535.0,22958.0,1154.0,5.0,0.0,417.0,26119.0
2014-03-08,9.0,229.0,16626.0,129.0,1.0,0.0,220.0,17214.0
2014-03-09,35.0,61.0,25074.0,1025.0,0.0,0.0,260.0,26455.0
2014-03-10,52.0,117.0,21215.0,1036.0,1.0,0.0,308.0,22729.0
2014-03-11,40.0,127.0,26195.0,1081.0,1.0,0.0,339.0,27783.0
2014-03-12,29.0,1521.0,14432.0,151.0,2.0,0.0,357.0,16492.0
2014-03-13,76.0,45.0,48362.0,631.0,10.0,0.0,296.0,49420.0
2014-03-14,34.0,38.0,31624.0,160.0,1.0,0.0,306.0,32163.0
2014-03-15,25.0,134.0,19219.0,961.0,0.0,0.0,297.0,20636.0
2014-03-16,8.0,15.0,8002.0,159.0,0.0,0.0,245.0,8429.0
2014-03-17,20.0,28.0,16403.0,367.0,1.0,0.0,317.0,17136.0
2014-03-18,11.0,34.0,8502.0,295.0,1.0,0.0,311.0,9154.0
2014-03-19,55.0,285.0,26200.0,217.0,1.0,0.0,319.0,27077.0
2014-03-20,56.0,57.0,18259.0,1994.0,5.0,0.0,468.0,20839.0
2014-03-21,26.0,62.0,13166.0,393.0,0.0,0.0,507.0,14154.0
2014-03-22,16.0,41.0,11045.0,1053.0,0.0,0.0,385.0,12540.0
2014-03-23,19.0,31.0,149235.0,267.0,0.0,0.0,247.0,149799.0
2014-03-24,12.0,42.0,79826.0,2080.0,0.0,0.0,380.0,82340.0
2014-03-25,17.0,47.0,73888.0,2175.0,2.0,0.0,348.0,76477.0
2014-03-26,19.0,50.0,40242.0,1158.0,6.0,0.0,367.0,41842.0
2014-03-27,17.0,33.0,32929.0,384.0,1.0,0.0,334.0,33698.0
2014-03-28,16.0,69.0,58867.0,410.0,2.0,0.0,539.0,59903.0
2014-03-29,9.0,42.0,10994.0,290.0,0.0,0.0,404.0,11739.0
2014-03-30,17.0,22.0,48994.0,211.0,4.0,0.0,348.0,49596.0
2014-03-31,18.0,390.0,54776.0,1294.0,4.0,0.0,1596.0,58078.0
2014-04-01,26.0,21.0,74055.0,337.0,2.0,0.0,271.0,74712.0
2014-04-02,41.0,55.0,203581.0,1443.0,2.0,0.0,438.0,205560.0
2014-04-03,19.0,26.0,216829.0,2439.0,2.0,0.0,433.0,219748.0
2014-04-04,14.0,42.0,175445.0,1403.0,0.0,0.0,369.0,177273.0
2014-04-05,9.0,24.0,93258.0,1330.0,1.0,0.0,368.0,94990.0
2014-04-06,19.0,317.0,103817.0,1154.0,1.0,0.0,554.0,105862.0
2014-04-07,17.0,34.0,99520.0,1383.0,2.0,0.0,429.0,101385.0
2014-04-08,34.0,51.0,19709.0,1315.0,0.0,0.0,369.0,21478.0
2014-04-09,23.0,41.0,80642.0,251.0,3.0,0.0,919.0,81879.0
2014-04-10,29.0,60.0,82815.0,1464.0,1.0,0.0,322.0,84691.0
2014-04-11,28.0,35.0,55923.0,492.0,3.0,0.0,409.0,56890.0
2014-04-12,19.0,31.0,29295.0,626.0,2.0,0.0,288.0,30261.0
2014-04-13,63.0,305.0,19270.0,529.0,5.0,0.0,391.0,20563.0
2014-04-14,27.0,35.0,34034.0,638.0,2.0,0.0,2135.0,36871.0
2014-04-15,25.0,28.0,15413.0,373.0,1.0,0.0,273.0,16113.0
2014-04-16,26.0,43.0,172037.0,2367.0,2.0,0.0,372.0,174847.0
2014-04-17,19.0,25.0,88213.0,6763.0,1.0,0.0,430.0,95451.0
2014-04-18,33.0,39.0,88199.0,4948.0,2.0,0.0,535.0,93756.0
2014-04-19,23.0,25.0,81862.0,1470.0,2.0,0.0,573.0,83955.0
2014-04-20,35.0,130.0,70249.0,1353.0,2.0,0.0,706.0,72475.0
2014-04-21,22.0,296.0,56743.0,1244.0,1.0,0.0,682.0,58988.0
2014-04-22,18.0,625.0,61932.0,3073.0,4.0,0.0,1096.0,66748.0
2014-04-23,14.0,72.0,50438.0,1397.0,3.0,0.0,412.0,52336.0
2014-04-24,17.0,76.0,60336.0,2027.0,0.0,0.0,467.0,62923.0
2014-04-25,16.0,106.0,50801.0,462.0,2.0,0.0,1247.0,52634.0
2014-04-26,6.0,65.0,72225.0,1252.0,0.0,0.0,862.0,74410.0
2014-04-27,36.0,1417.0,86465.0,1063.0,3.0,0.0,1272.0,90256.0
2014-04-28,15.0,1106.0,68616.0,1452.0,0.0,0.0,509.0,71698.0
2014-04-29,31.0,87.0,118872.0,3376.0,1.0,0.0,558.0,122925.0
2014-04-30,19.0,106.0,93438.0,2597.0,1.0,0.0,1092.0,97253.0
2014-05-01,47.0,312.0,105029.0,3720.0,2.0,0.0,557.0,109667.0
2014-05-02,50.0,71.0,94197.0,2382.0,0.0,0.0,307.0,97007.0
2014-05-03,38.0,61.0,25404.0,752.0,3.0,0.0,365.0,26623.0
2014-05-04,27.0,26.0,21372.0,503.0,1.0,0.0,423.0,22352.0
2014-05-05,20.0,31.0,41528.0,623.0,1.0,0.0,761.0,42964.0
2014-05-06,17.0,51.0,45341.0,1349.0,2.0,0.0,650.0,47410.0
2014-05-07,19.0,34.0,85545.0,255.0,4.0,0.0,689.0,86546.0
2014-05-08,17.0,59.0,33677.0,446.0,0.0,0.0,554.0,34753.0
2014-05-09,12.0,38.0,25366.0,1160.0,3.0,0.0,383.0,26962.0
2014-05-10,19.0,53.0,21652.0,1280.0,0.0,0.0,472.0,23476.0
2014-05-11,24.0,28.0,11013.0,294.0,0.0,0.0,466.0,11825.0
2014-05-12,24.0,47.0,12107.0,240.0,3.0,0.0,360.0,12781.0
2014-05-13,16.0,54.0,15398.0,572.0,1.0,0.0,423.0,16464.0
2014-05-14,14.0,38.0,31263.0,433.0,1.0,0.0,1214.0,32963.0
2014-05-15,20.0,42.0,46886.0,315.0,0.0,0.0,608.0,47871.0
2014-05-16,17.0,46.0,22403.0,426.0,8.0,0.0,379.0,23279.0
2014-05-17,19.0,72.0,5260.0,208.0,3.0,0.0,348.0,5910.0
2014-05-18,10.0,37.0,18974.0,460.0,0.0,0.0,375.0,19856.0
2014-05-19,19.0,42.0,13700.0,282.0,2.0,0.0,483.0,14528.0
2014-05-20,55.0,52.0,56015.0,1971.0,3.0,0.0,360.0,58456.0
2014-05-21,23.0,59.0,87796.0,4057.0,1.0,0.0,756.0,92692.0
2014-05-22,40.0,54.0,20843.0,3486.0,2.0,0.0,256.0,24681.0
2014-05-23,20.0,88.0,75686.0,1581.0,1.0,0.0,605.0,77981.0
2014-05-24,6.0,43.0,3198.0,1218.0,1.0,0.0,450.0,4916.0
2014-05-25,19.0,36.0,40328.0,489.0,2.0,0.0,679.0,41553.0
2014-05-26,24.0,89.0,50818.0,834.0,4.0,0.0,560.0,52329.0
2014-05-27,40.0,53.0,54555.0,3847.0,1.0,0.0,517.0,59013.0
2014-05-28,18.0,361.0,34471.0,2349.0,4.0,0.0,368.0,37571.0
2014-05-29,23.0,31.0,9692.0,390.0,2.0,0.0,465.0,10603.0
2014-05-30,23.0,37.0,26345.0,633.0,2.0,0.0,324.0,27364.0
2014-05-31,17.0,20.0,14762.0,2412.0,2.0,0.0,459.0,17672.0
2014-06-01,3.0,13.0,24151.0,348.0,2.0,0.0,326.0,24843.0
2014-06-02,21.0,495.0,6948.0,302.0,0.0,0.0,458.0,8224.0
2014-06-03,19.0,124.0,44261.0,1498.0,1.0,0.0,471.0,46374.0
2014-06-04,43.0,34.0,8850.0,344.0,3.0,0.0,417.0,9691.0
2014-06-05,31.0,45.0,15378.0,527.0,2.0,0.0,322.0,16305.0
2014-06-06,60.0,59.0,32441.0,1434.0,6.0,0.0,372.0,34372.0
2014-06-07,10.0,149.0,31859.0,1706.0,3.0,0.0,335.0,34062.0
2014-06-08,5.0,27.0,40727.0,863.0,4.0,0.0,357.0,41983.0
2014-06-09,16.0,48.0,39666.0,1258.0,2.0,0.0,309.0,41299.0
2014-06-10,50.0,112.0,84274.0,226.0,0.0,0.0,464.0,85126.0
2014-06-11,93.0,60.0,69267.0,179.0,1.0,0.0,504.0,70104.0
2014-06-12,99.0,282.0,95194.0,545.0,1.0,0.0,4231.0,100352.0
2014-06-13,92.0,111.0,79403.0,1531.0,0.0,0.0,485.0,81622.0
2014-06-14,57.0,49.0,5205.0,245.0,21.0,0.0,377.0,5954.0
2014-06-15,97.0,97.0,21217.0,1052.0,0.0,0.0,208.0,22671.0
2014-06-16,60.0,46.0,67700.0,2200.0,1.0,0.0,534.0,70541.0
2014-06-17,24.0,51.0,36467.0,370.0,5.0,0.0,288.0,37205.0
2014-06-18,38.0,31.0,33354.0,669.0,1.0,0.0,594.0,34687.0
2014-06-19,19.0,40.0,52488.0,1497.0,1.0,0.0,562.0,54607.0
2014-06-20,26.0,58.0,74494.0,3157.0,5.0,0.0,611.0,78351.0
2014-06-21,6.0,15.0,61485.0,214.0,0.0,0.0,339.0,62059.0
2014-06-22,4.0,17.0,22592.0,141.0,0.0,0.0,389.0,23143.0
2014-06-23,21.0,80.0,62808.0,1339.0,0.0,0.0,920.0,65168.0
2014-06-24,32.0,78.0,94286.0,2473.0,2.0,0.0,954.0,97825.0
2014-06-25,28.0,57.0,108403.0,1347.0,8.0,0.0,1207.0,111050.0
2014-06-26,102.0,32.0,67881.0,788.0,5.0,0.0,1526.0,70334.0
2014-06-27,11.0,81.0,66028.0,1456.0,1.0,0.0,782.0,68359.0
2014-06-28,12.0,966.0,54551.0,424.0,2.0,0.0,452.0,56407.0
2014-06-29,67.0,35.0,42717.0,593.0,7.0,0.0,491.0,43910.0
2014-06-30,20.0,87.0,76077.0,1714.0,1.0,0.0,514.0,78413.0
2014-07-01,30.0,59.0,104033.0,352.0,0.0,0.0,363.0,104837.0
2014-07-02,25.0,75.0,46396.0,719.0,0.0,0.0,369.0,47584.0
2014-07-03,24.0,187.0,93367.0,1499.0,2.0,0.0,357.0,95436.0
2014-07-04,22.0,70.0,33567.0,1193.0,1.0,0.0,364.0,35217.0
2014-07-05,19.0,46.0,42602.0,1158.0,6.0,0.0,278.0,44109.0
2014-07-06,9.0,25.0,10893.0,150.0,0.0,0.0,360.0,11437.0
2014-07-07,47.0,136.0,13297.0,444.0,2.0,0.0,342.0,14268.0
2014-07-08,15.0,75.0,55693.0,3016.0,3.0,0.0,365.0,59167.0
2014-07-09,68.0,87.0,29581.0,439.0,1.0,0.0,471.0,30647.0
2014-07-10,22.0,277.0,40462.0,1674.0,9.0,0.0,313.0,42757.0
2014-07-11,27.0,114.0,11974.0,912.0,4.0,0.0,12194.0,25225.0
2014-07-12,49.0,43.0,22131.0,1620.0,3.0,0.0,2626.0,26472.0
2014-07-13,26.0,92.0,24951.0,646.0,1.0,0.0,365.0,26081.0
2014-07-14,19.0,85.0,22752.0,983.0,2.0,0.0,347.0,24188.0
2014-07-15,20.0,120.0,18180.0,877.0,2.0,0.0,318.0,19517.0
2014-07-16,25.0,207.0,67091.0,2520.0,1.0,0.0,738.0,70582.0
2014-07-17,30.0,70.0,125741.0,4315.0,4.0,0.0,622.0,130782.0
2014-07-18,12.0,55.0,70581.0,1330.0,0.0,0.0,597.0,72575.0
2014-07-19,21.0,193.0,63180.0,3474.0,0.0,0.0,612.0,67480.0
2014-07-20,28.0,161.0,75671.0,5107.0,0.0,0.0,631.0,81598.0
2014-07-21,37.0,505.0,64860.0,1544.0,3.0,0.0,701.0,67650.0
2014-07-22,29.0,119.0,56361.0,4074.0,0.0,0.0,636.0,61219.0
2014-07-23,29.0,912.0,87480.0,1294.0,2.0,0.0,597.0,90314.0
2014-07-24,14.0,102.0,31191.0,1249.0,3.0,0.0,434.0,32993.0
