,Exploits,Fraudlent Services,Malware,Phishing,Spammers,Unlabelled,Unwanted Programs,Totals
2014-07-25,20.0,79.0,23737.0,497.0,0.0,0.0,535.0,24868.0
2014-07-26,7.0,46.0,19311.0,1474.0,0.0,0.0,477.0,21315.0
2014-07-27,7.0,345.0,25608.0,1479.0,0.0,0.0,367.0,27806.0
2014-07-28,30.0,226.0,29949.0,584.0,2.0,0.0,436.0,31227.0
2014-07-29,27.0,96.0,47096.0,342.0,0.0,0.0,352.0,47913.0
2014-07-30,20.0,242.0,36042.0,1330.0,3.0,0.0,454.0,38091.0
2014-07-31,59.0,467.0,35841.0,482.0,2.0,0.0,424.0,37275.0
2014-08-01,42.0,98.0,50262.0,2036.0,0.0,0.0,526.0,52964.0
2014-08-02,20.0,42.0,21667.0,425.0,1.0,0.0,266.0,22421.0
2014-08-03,20.0,120.0,11371.0,263.0,1.0,0.0,456.0,12231.0
2014-08-04,43.0,99.0,19192.0,2338.0,2.0,0.0,498.0,22172.0
2014-08-05,108.0,301.0,34678.0,3001.0,0.0,0.0,765.0,38853.0
2014-08-06,42.0,28.0,32859.0,1324.0,3.0,0.0,303.0,34559.0
2014-08-07,12.0,47.0,17059.0,1234.0,0.0,0.0,354.0,18706.0
2014-08-08,31.0,38.0,17375.0,603.0,0.0,0.0,299.0,18346.0
2014-08-09,22.0,37.0,33644.0,389.0,0.0,0.0,264.0,34356.0
2014-08-10,33.0,31.0,25584.0,2436.0,0.0,0.0,290.0,28374.0
2014-08-11,23.0,34.0,15662.0,180.0,0.0,0.0,364.0,16263.0
2014-08-12,10.0,54.0,6857.0,585.0,0.0,0.0,339.0,7845.0
2014-08-13,20.0,44.0,50116.0,2887.0,1.0,0.0,481.0,53549.0
2014-08-14,23.0,62.0,31682.0,341.0,1.0,0.0,435.0,32544.0
2014-08-15,20.0,63.0,23101.0,393.0,1.0,0.0,312.0,23890.0
2014-08-16,16.0,66.0,26738.0,979.0,1.0,0.0,372.0,28172.0
2014-08-17,9.0,94.0,16806.0,272.0,0.0,0.0,424.0,17605.0
2014-08-18,14.0,91.0,42423.0,1699.0,1.0,0.0,513.0,44741.0
2014-08-19,43.0,85.0,54820.0,2215.0,0.0,0.0,969.0,58132.0
2014-08-20,12.0,134.0,60144.0,402.0,1.0,0.0,772.0,61465.0
2014-08-21,18.0,49.0,31094.0,2354.0,8.0,0.0,400.0,33923.0
2014-08-22,23.0,57.0,17728.0,1453.0,0.0,0.0,314.0,19575.0
2014-08-23,13.0,45.0,8600.0,481.0,0.0,0.0,310.0,9449.0
2014-08-24,27.0,25.0,11540.0,281.0,0.0,0.0,301.0,12174.0
2014-08-25,26.0,32.0,20337.0,1217.0,0.0,0.0,495.0,22107.0
2014-08-26,14.0,58.0,32443.0,623.0,0.0,0.0,780.0,33918.0
2014-08-27,40.0,99.0,63449.0,3457.0,0.0,0.0,805.0,67850.0
2014-08-28,16.0,97.0,28759.0,1471.0,1.0,0.0,400.0,30744.0
2014-08-29,26.0,119.0,13004.0,266.0,0.0,0.0,460.0,13875.0
2014-08-30,18.0,253.0,26333.0,250.0,0.0,0.0,296.0,27150.0
2014-08-31,29.0,98.0,9784.0,472.0,0.0,0.0,341.0,10724.0
2014-09-01,44.0,197.0,8935.0,306.0,0.0,0.0,313.0,9795.0
2014-09-02,35.0,124.0,31114.0,473.0,0.0,0.0,383.0,32129.0
2014-09-03,13.0,391.0,20331.0,1195.0,0.0,0.0,485.0,22415.0
2014-09-04,82.0,125.0,51819.0,1448.0,2.0,0.0,499.0,53975.0
2014-09-05,261.0,44.0,21219.0,1989.0,7.0,0.0,547.0,24067.0
2014-09-06,71.0,27.0,9196.0,334.0,5.0,0.0,331.0,9964.0
2014-09-07,368.0,33.0,30597.0,222.0,3.0,0.0,405.0,31628.0
2014-09-08,33.0,108.0,42835.0,382.0,8.0,0.0,313.0,43679.0
2014-09-09,33.0,716.0,38196.0,2970.0,2.0,0.0,331.0,42248.0
2014-09-10,24.0,104.0,73198.0,314.0,0.0,0.0,354.0,73994.0
2014-09-11,18.0,805.0,67293.0,1245.0,1.0,0.0,831.0,70193.0
2014-09-12,26.0,36.0,30235.0,1351.0,3.0,0.0,1062.0,32713.0
2014-09-13,7.0,239.0,26110.0,305.0,0.0,0.0,298.0,26959.0
2014-09-14,7.0,938.0,28474.0,189.0,0.0,0.0,552.0,30160.0
2014-09-15,59.0,1186.0,60107.0,1078.0,1.0,0.0,1589.0,64020.0
2014-09-16,48.0,619.0,41564.0,923.0,0.0,0.0,1278.0,44432.0
2014-09-17,37.0,151.0,41686.0,2661.0,2.0,0.0,1617.0,46154.0
2014-09-18,35.0,134.0,17494.0,869.0,2.0,0.0,1022.0,19556.0
2014-09-19,29.0,108.0,50029.0,979.0,1.0,0.0,609.0,51755.0
2014-09-20,19.0,121.0,22458.0,568.0,1.0,0.0,766.0,23933.0
2014-09-21,23.0,63.0,18765.0,478.0,0.0,0.0,802.0,20131.0
2014-09-22,33.0,108.0,18303.0,415.0,3.0,0.0,1412.0,20274.0
2014-09-23,30.0,134.0,34396.0,1599.0,4.0,0.0,1174.0,37337.0
2014-09-24,55.0,150.0,32517.0,386.0,1.0,0.0,1767.0,34876.0
2014-09-25,30.0,597.0,21272.0,600.0,1.0,0.0,3178.0,25678.0
2014-09-26,33.0,136.0,23331.0,2187.0,2.0,0.0,2091.0,27780.0
2014-09-27,33.0,96.0,37431.0,468.0,1.0,0.0,1537.0,39566.0
2014-09-28,24.0,100.0,41637.0,1360.0,0.0,0.0,1110.0,44231.0
2014-09-29,41.0,109.0,54285.0,609.0,1.0,0.0,1371.0,56416.0
2014-09-30,92.0,217.0,56699.0,1096.0,1.0,0.0,1356.0,59461.0
2014-10-01,66.0,149.0,69546.0,2708.0,6.0,0.0,1414.0,73889.0
2014-10-02,23.0,219.0,56208.0,1716.0,0.0,0.0,948.0,59114.0
2014-10-03,30.0,247.0,25508.0,525.0,0.0,0.0,1322.0,27632.0
2014-10-04,21.0,121.0,41502.0,647.0,0.0,0.0,1628.0,43919.0
2014-10-05,12.0,106.0,33967.0,282.0,1.0,0.0,2592.0,36960.0
2014-10-06,89.0,83.0,21088.0,1410.0,0.0,0.0,1707.0,24377.0
2014-10-07,22.0,87.0,11652.0,329.0,0.0,0.0,1601.0,13691.0
2014-10-08,18.0,98.0,27863.0,2052.0,0.0,0.0,1850.0,31881.0
2014-10-09,53.0,536.0,50075.0,1292.0,4.0,0.0,1286.0,53246.0
2014-10-10,8.0,1841.0,35139.0,342.0,0.0,0.0,1309.0,38639.0
2014-10-11,13.0,83.0,10497.0,266.0,2.0,0.0,1187.0,12048.0
2014-10-12,266.0,177.0,20911.0,380.0,11.0,0.0,2482.0,24227.0
2014-10-13,109.0,108.0,153370.0,5621.0,6.0,0.0,26172.0,185386.0
2014-10-14,88.0,287.0,162108.0,8680.0,11.0,0.0,17354.0,188528.0
2014-10-15,45.0,372.0,205084.0,5733.0,7.0,0.0,2991.0,214232.0
2014-10-16,31.0,145.0,129731.0,2845.0,0.0,0.0,2856.0,135608.0
2014-10-17,38.0,331.0,44874.0,3721.0,4.0,0.0,2703.0,51671.0
2014-10-18,36.0,238.0,45910.0,1392.0,0.0,0.0,1268.0,48844.0
2014-10-19,63.0,78.0,11694.0,403.0,0.0,0.0,1193.0,13431.0
2014-10-20,42.0,166.0,34038.0,915.0,3.0,0.0,1015.0,36179.0
2014-10-21,63.0,227.0,21935.0,1592.0,0.0,0.0,1689.0,25506.0
2014-10-22,66.0,70.0,26303.0,482.0,0.0,0.0,1724.0,28645.0
2014-10-23,60.0,119.0,14959.0,326.0,0.0,0.0,4166.0,19630.0
2014-10-24,29.0,59.0,33817.0,2023.0,0.0,0.0,2541.0,38469.0
2014-10-25,13.0,44.0,14750.0,1631.0,0.0,0.0,3204.0,19642.0
2014-10-26,8.0,76.0,22755.0,610.0,0.0,0.0,3510.0,26959.0
2014-10-27,13.0,42.0,12157.0,2156.0,1.0,0.0,2530.0,16899.0
2014-10-28,29.0,77.0,11298.0,1099.0,0.0,0.0,1810.0,14313.0
2014-10-29,198.0,215.0,14801.0,1382.0,0.0,0.0,1843.0,18439.0
2014-10-30,30.0,85.0,12664.0,1631.0,0.0,0.0,1686.0,16096.0
2014-10-31,41.0,438.0,14555.0,1816.0,0.0,0.0,1610.0,18460.0
2014-11-01,29.0,44.0,5256.0,650.0,2.0,0.0,1467.0,7448.0
2014-11-02,36.0,982.0,30238.0,1370.0,0.0,0.0,2425.0,35051.0
2014-11-03,46.0,4801.0,15948.0,2995.0,0.0,0.0,1684.0,25474.0
2014-11-04,77.0,404.0,31540.0,1631.0,1.0,0.0,2234.0,35887.0
2014-11-05,36.0,903.0,25188.0,983.0,1.0,0.0,1240.0,28351.0
2014-11-06,65.0,403.0,9044.0,594.0,1.0,0.0,1291.0,11398.0
2014-11-07,26.0,405.0,7735.0,1099.0,0.0,0.0,770.0,10035.0
2014-11-08,11.0,66.0,9491.0,855.0,0.0,0.0,575.0,10998.0
2014-11-09,48.0,160.0,5507.0,271.0,0.0,0.0,448.0,6434.0
2014-11-10,1515.0,601.0,12875.0,532.0,1.0,0.0,530.0,16054.0
2014-11-11,214.0,2221.0,14993.0,566.0,6.0,0.0,1058.0,19058.0
2014-11-12,237.0,150.0,17266.0,360.0,9.0,0.0,540.0,18562.0
2014-11-13,108.0,426.0,21131.0,914.0,1.0,0.0,1259.0,23839.0
2014-11-14,166.0,844.0,15353.0,886.0,0.0,0.0,7856.0,25105.0
2014-11-15,20.0,107.0,5797.0,677.0,1.0,0.0,1071.0,7673.0
2014-11-16,29.0,112.0,13962.0,615.0,0.0,0.0,1853.0,16571.0
2014-11-17,65.0,249.0,10359.0,1049.0,3.0,0.0,2277.0,14002.0
2014-11-18,44.0,226.0,41232.0,850.0,0.0,0.0,1509.0,43861.0
2014-11-19,58.0,116.0,20554.0,1213.0,0.0,0.0,13932.0,35873.0
2014-11-20,38.0,142.0,40881.0,968.0,0.0,0.0,1711.0,43740.0
2014-11-21,80.0,464.0,89034.0,1915.0,1.0,0.0,1382.0,92876.0
2014-11-22,59.0,72.0,44827.0,762.0,0.0,0.0,1192.0,46912.0
2014-11-23,28.0,119.0,30435.0,623.0,0.0,0.0,908.0,32113.0
2014-11-24,33.0,438.0,21233.0,687.0,0.0,0.0,1235.0,23626.0
2014-11-25,338.0,384.0,36218.0,1524.0,1.0,0.0,1068.0,39533.0
2014-11-26,774.0,176.0,15213.0,695.0,1.0,0.0,1182.0,18041.0
2014-11-27,43.0,113.0,36404.0,810.0,0.0,0.0,902.0,38272.0
2014-11-28,182.0,161.0,20907.0,520.0,2.0,0.0,1018.0,22790.0
2014-11-29,33.0,1699.0,25966.0,671.0,0.0,0.0,667.0,29036.0
2014-11-30,39.0,107.0,19456.0,354.0,0.0,0.0,698.0,20654.0
2014-12-01,18.0,242.0,34580.0,621.0,0.0,0.0,3060.0,38521.0
2014-12-02,47.0,201.0,10682.0,660.0,1.0,0.0,7247.0,18838.0
2014-12-03,32.0,116.0,9893.0,1216.0,0.0,0.0,32097.0,43354.0
2014-12-04,39.0,1467.0,18223.0,1370.0,2.0,0.0,13242.0,34343.0
2014-12-05,28.0,402.0,32142.0,1250.0,0.0,0.0,5368.0,39190.0
2014-12-06,33.0,151.0,13363.0,608.0,0.0,0.0,1602.0,15757.0
2014-12-07,33.0,138.0,5012.0,414.0,0.0,0.0,1166.0,6763.0
2014-12-08,34.0,149.0,7743.0,510.0,0.0,0.0,1098.0,9534.0
2014-12-09,37.0,720.0,6650.0,506.0,0.0,0.0,582.0,8495.0
2014-12-10,41.0,2527.0,25611.0,663.0,0.0,0.0,789.0,29631.0
2014-12-11,21.0,852.0,21469.0,712.0,2.0,0.0,970.0,24026.0
2014-12-12,51.0,464.0,32684.0,1188.0,1.0,0.0,914.0,35302.0
2014-12-13,19.0,184.0,19483.0,509.0,1.0,0.0,636.0,20832.0
2014-12-14,23.0,147.0,17825.0,376.0,1.0,0.0,2173.0,20545.0
2014-12-15,33.0,426.0,13023.0,348.0,2.0,0.0,629.0,14461.0
2014-12-16,28.0,324.0,18506.0,1505.0,0.0,0.0,992.0,21355.0
2014-12-17,29.0,952.0,24962.0,1457.0,2.0,0.0,747.0,28149.0
2014-12-18,34.0,4840.0,26879.0,1760.0,2.0,0.0,782.0,34297.0
2014-12-19,57.0,346.0,19712.0,526.0,0.0,0.0,476.0,21117.0
2014-12-20,15.0,196.0,18843.0,664.0,2.0,0.0,447.0,20167.0
2014-12-21,22.0,211.0,9282.0,202.0,0.0,0.0,496.0,10213.0
2014-12-22,49.0,919.0,17031.0,1298.0,1.0,0.0,753.0,20051.0
2014-12-23,16.0,141.0,20955.0,568.0,1.0,0.0,1570.0,23251.0
2014-12-24,52.0,138.0,14416.0,463.0,0.0,0.0,2416.0,17485.0
2014-12-25,23.0,117.0,31523.0,393.0,0.0,0.0,1856.0,33912.0
2014-12-26,16.0,3010.0,13521.0,618.0,0.0,0.0,1160.0,18325.0
2014-12-27,27.0,153.0,10054.0,265.0,0.0,0.0,1088.0,11587.0
2014-12-28,22.0,128.0,18083.0,1463.0,5.0,0.0,1011.0,20712.0
2014-12-29,53.0,148.0,17200.0,289.0,1.0,0.0,845.0,18536.0
2014-12-30,19.0,141.0,5694.0,401.0,2.0,0.0,360.0,6617.0
2014-12-31,18.0,122.0,9903.0,979.0,0.0,0.0,323.0,11345.0
2015-01-01,45.0,148.0,14184.0,429.0,1.0,0.0,231.0,15038.0
2015-01-02,59.0,1138.0,6622.0,256.0,0.0,0.0,348.0,8423.0
2015-01-03,20.0,163.0,10519.0,279.0,0.0,0.0,308.0,11289.0
2015-01-04,15.0,443.0,23508.0,320.0,0.0,0.0,368.0,24654.0
2015-01-05,30.0,226.0,7096.0,412.0,0.0,0.0,684.0,8448.0
2015-01-06,41.0,146.0,10778.0,267.0,5.0,0.0,1844.0,13081.0
2015-01-07,63.0,182.0,6826.0,433.0,4.0,0.0,918.0,8426.0
2015-01-08,66.0,151.0,10853.0,522.0,1.0,0.0,1117.0,12710.0
2015-01-09,87.0,179.0,40023.0,1883.0,0.0,0.0,1179.0,43351.0
2015-01-10,28.0,109.0,46247.0,1199.0,0.0,0.0,655.0,48238.0
2015-01-11,23.0,145.0,17049.0,322.0,0.0,0.0,999.0,18538.0
2015-01-12,58.0,215.0,26003.0,1534.0,1.0,0.0,769.0,28580.0
2015-01-13,300.0,253.0,22201.0,778.0,0.0,0.0,886.0,24418.0
2015-01-14,74.0,138.0,25484.0,374.0,2.0,0.0,1192.0,27264.0
2015-01-15,157.0,151.0,12535.0,435.0,5.0,0.0,1061.0,14344.0
2015-01-16,98.0,193.0,22097.0,420.0,0.0,0.0,615.0,23423.0
2015-01-17,61.0,134.0,17763.0,470.0,0.0,0.0,508.0,18936.0
2015-01-18,5875.0,159.0,23954.0,348.0,2.0,0.0,600.0,30938.0
2015-01-19,2037.0,300.0,7277.0,375.0,0.0,0.0,666.0,10655.0
2015-01-20,93.0,192.0,29874.0,309.0,0.0,0.0,909.0,31377.0
2015-01-21,79.0,582.0,26646.0,1398.0,0.0,0.0,617.0,29322.0
2015-01-22,56.0,206.0,19258.0,580.0,3.0,0.0,651.0,20754.0
2015-01-23,80.0,5402.0,10203.0,1021.0,0.0,0.0,584.0,17290.0
2015-01-24,36.0,167.0,3551.0,1234.0,0.0,0.0,399.0,5387.0
2015-01-25,52.0,3997.0,7759.0,407.0,0.0,0.0,398.0,12613.0
2015-01-26,43.0,171.0,5638.0,3137.0,0.0,0.0,385.0,9374.0
2015-01-27,34.0,454.0,5361.0,745.0,2.0,0.0,364.0,6960.0
2015-01-28,39.0,171.0,6488.0,509.0,0.0,0.0,514.0,7721.0
2015-01-29,38.0,120.0,16790.0,590.0,2.0,0.0,516.0,18056.0
2015-01-30,42.0,207.0,17831.0,1425.0,2.0,0.0,656.0,20163.0
2015-01-31,39.0,193.0,3848.0,447.0,1.0,0.0,547.0,5075.0
2015-02-01,64.0,156.0,4369.0,664.0,1.0,0.0,579.0,5833.0
2015-02-02,67.0,143.0,14556.0,592.0,1.0,0.0,8718.0,24077.0
2015-02-03,479.0,192.0,19904.0,590.0,1.0,0.0,615.0,21781.0
2015-02-04,60.0,211.0,9692.0,551.0,3.0,0.0,1274.0,11791.0
2015-02-05,74.0,126.0,11365.0,610.0,1.0,0.0,698.0,12874.0
2015-02-06,79.0,256.0,11457.0,788.0,1.0,0.0,2622.0,15203.0
2015-02-07,22.0,70.0,16615.0,1312.0,0.0,0.0,398.0,18417.0
2015-02-08,310.0,84.0,9361.0,633.0,1.0,0.0,369.0,10758.0
2015-02-09,79.0,164.0,17856.0,754.0,0.0,0.0,519.0,19372.0
2015-02-10,34.0,397.0,9127.0,815.0,0.0,0.0,428.0,10801.0
2015-02-11,59.0,149.0,8363.0,1011.0,0.0,0.0,1436.0,11018.0
2015-02-12,59.0,450.0,35431.0,3630.0,0.0,0.0,2478.0,42048.0
2015-02-13,97.0,223.0,14540.0,1026.0,0.0,0.0,1051.0,16937.0
2015-02-14,58.0,313.0,4973.0,988.0,0.0,0.0,710.0,7042.0
2015-02-15,2180.0,4315.0,4026.0,452.0,0.0,0.0,950.0,11923.0
2015-02-16,3189.0,6589.0,17651.0,677.0,0.0,0.0,1046.0,29152.0
2015-02-17,55.0,205.0,21273.0,452.0,1.0,0.0,642.0,22628.0
2015-02-18,98.0,187.0,10988.0,650.0,3.0,0.0,1718.0,13644.0
2015-02-19,60.0,138.0,11426.0,1129.0,0.0,0.0,741.0,13494.0
2015-02-20,177.0,149.0,12175.0,1055.0,5.0,0.0,547.0,14108.0
2015-02-21,93.0,122.0,9454.0,2615.0,1.0,0.0,380.0,12665.0
2015-02-22,907.0,209.0,7441.0,904.0,2.0,0.0,262.0,9725.0
2015-02-23,80.0,205.0,3881.0,559.0,2.0,0.0,485.0,5212.0
2015-02-24,133.0,187.0,17762.0,763.0,2.0,0.0,796.0,19643.0
2015-02-25,96.0,75.0,8400.0,651.0,0.0,0.0,688.0,9910.0
2015-02-26,170.0,916.0,23087.0,1070.0,1.0,0.0,1241.0,26485.0
2015-02-27,820.0,502.0,9169.0,1426.0,9.0,0.0,897.0,12823.0
2015-02-28,2962.0,365.0,34581.0,547.0,25.0,0.0,634.0,39114.0
2015-03-01,254.0,219.0,9485.0,1473.0,0.0,0.0,525.0,11956.0
2015-03-02,105.0,369.0,33297.0,435.0,3.0,0.0,956.0,35165.0
2015-03-03,4653.0,1069.0,28387.0,769.0,0.0,0.0,1685.0,36563.0
2015-03-04,135.0,443.0,7095.0,613.0,1.0,0.0,2153.0,10440.0
2015-03-05,280.0,387.0,20057.0,2790.0,9.0,0.0,1817.0,25340.0
2015-03-06,843.0,2076.0,23361.0,3141.0,17.0,0.0,2362.0,31800.0
2015-03-07,142.0,546.0,12877.0,992.0,2.0,0.0,1647.0,16206.0
2015-03-08,224.0,234.0,9095.0,910.0,1.0,0.0,1263.0,11727.0
2015-03-09,4978.0,2232.0,24333.0,1075.0,186.0,0.0,1212.0,34016.0
2015-03-10,234.0,439.0,25965.0,1058.0,0.0,0.0,1052.0,28748.0
2015-03-11,164.0,228.0,14098.0,1143.0,2.0,0.0,1156.0,16791.0
2015-03-12,97.0,104.0,17315.0,1046.0,0.0,0.0,1025.0,19587.0
2015-03-13,721.0,739.0,23619.0,644.0,3.0,0.0,1088.0,26814.0
2015-03-14,78.0,591.0,16112.0,741.0,2.0,0.0,4384.0,21908.0
2015-03-15,178.0,216.0,8095.0,411.0,4.0,0.0,693.0,9597.0
2015-03-16,143.0,311.0,17449.0,727.0,4.0,0.0,1403.0,20037.0
2015-03-17,173.0,252.0,13398.0,759.0,6.0,0.0,2429.0,17017.0
2015-03-18,67.0,210.0,8292.0,605.0,4.0,0.0,974.0,10152.0
2015-03-19,143.0,202.0,25008.0,1869.0,5.0,0.0,7492.0,34719.0
2015-03-20,88.0,242.0,11131.0,919.0,1.0,0.0,3427.0,15808.0
2015-03-21,75.0,172.0,17659.0,1305.0,2.0,0.0,2706.0,21919.0
2015-03-22,61.0,123.0,13614.0,949.0,0.0,0.0,2188.0,16935.0
2015-03-23,115.0,353.0,33312.0,1073.0,1.0,0.0,2132.0,36986.0
2015-03-24,172.0,264.0,13327.0,759.0,4.0,0.0,1871.0,16397.0
2015-03-25,133.0,311.0,19580.0,1150.0,0.0,0.0,688.0,21862.0
2015-03-26,766.0,168.0,8360.0,1410.0,5.0,0.0,1065.0,11774.0
2015-03-27,165.0,250.0,8450.0,919.0,3.0,0.0,647.0,10434.0
2015-03-28,72.0,112.0,6067.0,945.0,1.0,0.0,755.0,7952.0
2015-03-29,76.0,161.0,7893.0,811.0,0.0,0.0,713.0,9654.0
2015-03-30,127.0,137.0,19227.0,1231.0,0.0,0.0,1193.0,21915.0
2015-03-31,934.0,170.0,10067.0,1280.0,0.0,0.0,856.0,13307.0
2015-04-01,159.0,114.0,29170.0,2923.0,1.0,0.0,709.0,33076.0
2015-04-02,142.0,137.0,23928.0,1926.0,2.0,0.0,1224.0,27359.0
2015-04-03,113.0,363.0,7090.0,550.0,5.0,0.0,559.0,8680.0
2015-04-04,67.0,248.0,4939.0,419.0,1.0,0.0,691.0,6365.0
2015-04-05,56.0,96.0,3531.0,408.0,1.0,0.0,678.0,4770.0
2015-04-06,870.0,389.0,4858.0,460.0,5.0,0.0,565.0,7147.0
2015-04-07,510.0,218.0,20769.0,489.0,2.0,0.0,583.0,22571.0
2015-04-08,70.0,2429.0,4763.0,770.0,1.0,0.0,488.0,8521.0
2015-04-09,62.0,268.0,15212.0,2499.0,1.0,0.0,629.0,18671.0
2015-04-10,79.0,278.0,45710.0,1942.0,3.0,0.0,683.0,48695.0
2015-04-11,36.0,429.0,42052.0,1478.0,3.0,0.0,317.0,44315.0
2015-04-12,45.0,299.0,20261.0,1996.0,0.0,0.0,283.0,22884.0
2015-04-13,58.0,124.0,12468.0,3073.0,2.0,0.0,425.0,16150.0
2015-04-14,59.0,280.0,5915.0,1803.0,1.0,0.0,354.0,8412.0
2015-04-15,45.0,501.0,43182.0,1581.0,3.0,0.0,459.0,45771.0
2015-04-16,57.0,198.0,13135.0,3192.0,2.0,0.0,501.0,17085.0
2015-04-17,49.0,241.0,21154.0,1186.0,4.0,0.0,367.0,23001.0
2015-04-18,19.0,149.0,9110.0,1525.0,2.0,0.0,298.0,11103.0
2015-04-19,48.0,158.0,6862.0,1431.0,0.0,0.0,449.0,8948.0
2015-04-20,32.0,368.0,7662.0,2226.0,2.0,0.0,786.0,11076.0
2015-04-21,42.0,399.0,19541.0,2119.0,0.0,0.0,943.0,23044.0
2015-04-22,269.0,417.0,7183.0,943.0,0.0,0.0,710.0,9522.0
2015-04-23,32.0,316.0,7152.0,451.0,0.0,0.0,533.0,8484.0
2015-04-24,74.0,927.0,3353.0,1258.0,2.0,0.0,604.0,6218.0
2015-04-25,57.0,272.0,4857.0,322.0,1.0,0.0,507.0,6016.0
2015-04-26,39.0,250.0,11821.0,802.0,0.0,0.0,180.0,13092.0
2015-04-27,72.0,507.0,10456.0,516.0,1.0,0.0,484.0,12036.0
2015-04-28,27.0,477.0,16423.0,886.0,0.0,0.0,262.0,18075.0
2015-04-29,35.0,855.0,8336.0,1235.0,0.0,0.0,560.0,11021.0
2015-04-30,52.0,210.0,10463.0,1411.0,1.0,0.0,401.0,12538.0
2015-05-01,36.0,357.0,7922.0,1252.0,1.0,0.0,528.0,10096.0
2015-05-02,31.0,490.0,23884.0,900.0,0.0,0.0,711.0,26016.0
2015-05-03,125.0,306.0,12480.0,665.0,0.0,0.0,792.0,14368.0
2015-05-04,48.0,295.0,15309.0,1041.0,0.0,0.0,882.0,17575.0
2015-05-05,31.0,285.0,43911.0,3742.0,1.0,0.0,535.0,48505.0
2015-05-06,34.0,698.0,73800.0,2586.0,0.0,0.0,560.0,77678.0
2015-05-07,30.0,588.0,28589.0,1892.0,2.0,0.0,863.0,31964.0
2015-05-08,25.0,1106.0,35299.0,1403.0,0.0,0.0,839.0,38672.0
2015-05-09,37.0,256.0,19993.0,4048.0,4.0,0.0,298.0,24636.0
2015-05-10,12.0,227.0,10000.0,777.0,0.0,0.0,631.0,11647.0
2015-05-11,26.0,492.0,2903.0,704.0,0.0,0.0,837.0,4962.0
2015-05-12,18.0,955.0,25702.0,903.0,0.0,0.0,428.0,28006.0
2015-05-13,23.0,638.0,4348.0,522.0,1.0,0.0,370.0,5902.0
2015-05-14,24.0,526.0,9108.0,604.0,10.0,0.0,25079.0,35351.0
2015-05-15,8.0,1505.0,3879.0,440.0,1.0,0.0,1118.0,6951.0
2015-05-16,20.0,560.0,3551.0,778.0,0.0,0.0,122.0,5031.0
2015-05-17,11.0,218.0,8358.0,465.0,1.0,0.0,128.0,9181.0
2015-05-18,29.0,4798.0,10113.0,1108.0,4.0,0.0,229.0,16281.0
2015-05-19,65.0,1225.0,4323.0,702.0,3.0,0.0,1975.0,8293.0
2015-05-20,24.0,495.0,5588.0,571.0,1.0,0.0,417.0,7096.0
2015-05-21,66.0,193.0,17153.0,467.0,0.0,0.0,318.0,18197.0
2015-05-22,28.0,671.0,4229.0,512.0,2.0,0.0,193.0,5635.0
2015-05-23,43.0,557.0,28043.0,556.0,0.0,0.0,1825.0,31024.0
2015-05-24,17.0,462.0,5370.0,1283.0,0.0,0.0,113.0,7245.0
2015-05-25,7.0,844.0,2570.0,403.0,0.0,0.0,140.0,3964.0
2015-05-26,15.0,1038.0,14734.0,1568.0,1.0,0.0,246.0,17602.0
2015-05-27,55.0,665.0,16961.0,3690.0,0.0,0.0,240.0,21611.0
2015-05-28,20.0,277.0,5836.0,1909.0,0.0,0.0,210.0,8252.0
2015-05-29,29.0,533.0,8480.0,513.0,0.0,0.0,273.0,9828.0
2015-05-30,21.0,217.0,20358.0,658.0,3.0,0.0,152.0,21409.0
2015-05-31,16.0,313.0,7927.0,1396.0,0.0,0.0,117.0,9769.0
2015-06-01,43.0,230.0,5024.0,529.0,0.0,0.0,258.0,6084.0
2015-06-02,23.0,1683.0,6116.0,622.0,0.0,0.0,267.0,8711.0
2015-06-03,24.0,526.0,8715.0,540.0,0.0,0.0,270.0,10075.0
2015-06-04,22.0,6567.0,5262.0,485.0,0.0,0.0,235.0,12571.0
2015-06-05,47.0,1002.0,5129.0,188.0,2.0,0.0,265.0,6633.0
2015-06-06,14.0,2326.0,18923.0,486.0,1.0,0.0,151.0,21901.0
2015-06-07,21.0,430.0,4610.0,296.0,0.0,0.0,116.0,5473.0
2015-06-08,25.0,571.0,5168.0,394.0,1.0,0.0,228.0,6387.0
2015-06-09,20.0,28251.0,11648.0,645.0,0.0,0.0,245.0,40809.0
2015-06-10,22.0,1488.0,16478.0,2035.0,0.0,0.0,248.0,20271.0
2015-06-11,28.0,145.0,2200.0,347.0,1.0,0.0,217.0,2938.0
2015-06-12,28.0,200.0,2650.0,417.0,0.0,0.0,193.0,3488.0
2015-06-13,25.0,90.0,2238.0,263.0,0.0,0.0,125.0,2741.0
2015-06-14,18.0,139.0,2717.0,222.0,13.0,0.0,135.0,3244.0
2015-06-15,21.0,238.0,5493.0,1069.0,0.0,0.0,210.0,7031.0
2015-06-16,28.0,829.0,7722.0,691.0,0.0,0.0,226.0,9496.0
2015-06-17,34.0,220.0,14815.0,1017.0,2.0,0.0,312.0,16400.0
2015-06-18,35.0,403.0,13467.0,703.0,2.0,0.0,282.0,14892.0
2015-06-19,27.0,240.0,16166.0,1997.0,0.0,0.0,410.0,18840.0
2015-06-20,18.0,85.0,14651.0,1715.0,0.0,0.0,254.0,16723.0
2015-06-21,27.0,111.0,6837.0,443.0,0.0,0.0,168.0,7586.0
2015-06-22,56.0,244.0,10821.0,511.0,4.0,0.0,365.0,12001.0
